"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
191.211624,32.1124083,118.95336,,,7.77857301,,
192.211609,32.1124239,118.953362,,,7.97894474,,
193.211609,32.1124233,118.953361,,,10.4957253,,
194.211611,32.1124374,118.953364,,,11.194569,,
195.21161,32.1124356,118.953364,,,10.8590919,,
196.21161,32.1124502,118.953367,,,11.2097915,,
197.211611,32.1124495,118.953367,,,9.19242059,,
198.211611,32.112464,118.953369,,,9.38527807,,
199.211615,32.112463,118.953369,,,8.83928946,,
200.211612,32.1124785,118.953371,,,8.9105555,,
201.211612,32.1124783,118.953371,,,7.84079116,,
202.211613,32.1124921,118.953373,,,7.64448431,,
203.211613,32.1124907,118.953373,,,8.15220941,,
204.211613,32.1125052,118.953375,,,8.05778874,,
205.211614,32.1125053,118.953375,,,8.74675731,,
206.211614,32.1125188,118.953377,,,8.33902406,,
207.211615,32.1125178,118.953377,,,6.33886287,,
208.211615,32.1125327,118.953379,,,5.78851559,,
209.211616,32.1125303,118.953378,,,5.87250309,,
210.211616,32.1125463,118.95338,,,5.8582862,,
211.211617,32.1125458,118.95338,,,10.1452383,,
212.211616,32.1125599,118.953382,,,10.2155256,,
213.211617,32.11256,118.953382,,,8.33118809,,
214.211617,32.1125736,118.953384,,,8.62306085,,
215.211618,32.112563,118.953383,,,8.02234449,,
216.211618,32.1125788,118.953385,,,8.46774886,,
217.211618,32.1125778,118.953385,,,7.01172971,,
218.211619,32.1125929,118.953387,,,6.70074483,,
219.211619,32.1125916,118.953387,,,5.99449172,,
220.21162,32.1126063,118.953388,,,6.30651121,,
221.21162,32.1126058,118.953388,,,6.38829262,,
222.211621,32.1126205,118.95339,,,6.86708271,,
223.211621,32.1126178,118.953389,,,8.37588588,,
224.211621,32.1126343,118.953392,,,9.05216006,,
225.211623,32.1126423,118.953393,,,9.92548119,,
226.211623,32.1126583,118.953396,,,8.7552271,,
227.211623,32.1126576,118.953396,,,5.53100909,,
228.211623,32.1126709,118.953397,,,5.03877605,,
229.211624,32.1126685,118.953397,,,4.40381976,,
230.211625,32.112682,118.953398,,,5.33130211,,
231.211624,32.1126825,118.953398,,,11.2184907,,
232.211624,32.1126958,118.9534,,,11.0468297,,
233.211626,32.1126877,118.953399,,,11.2949983,,
234.211625,32.1127011,118.953401,,,10.9814993,,
235.211626,32.1127006,118.953401,,,16.1611805,,
236.211626,32.1127146,118.953405,,,16.1904363,,
237.211627,32.1127142,118.953405,,,7.00708322,,
238.211627,32.112728,118.953407,,,8.05002344,,
239.211627,32.112728,118.953407,,,11.9873131,,
240.211627,32.1127418,118.95341,,,12.2842799,,
241.211629,32.1127404,118.95341,,,14.0543883,,
242.211628,32.1127547,118.953413,,,13.2107338,,
243.211629,32.1127548,118.953413,,,11.1837831,,
244.21163,32.1127683,118.953415,,,10.4251696,,
245.21163,32.1127676,118.953415,,,9.56709124,,
246.211631,32.112781,118.953418,,,9.67139387,,
247.211631,32.11278,118.953417,,,9.62750397,,
248.211631,32.1127933,118.95342,,,10.0112708,,
249.211633,32.112793,118.95342,,,10.1657759,,
250.211633,32.1128063,118.953422,,,10.0627518,,
251.211633,32.1128047,118.953422,,,8.95726091,,
252.211633,32.1128187,118.953424,,,9.57901268,,
253.211634,32.1128184,118.953424,,,9.91103167,,
254.211634,32.1128311,118.953426,,,9.59660331,,
255.211634,32.11283,118.953426,,,8.94884227,,
256.211634,32.1128435,118.953428,,,8.20834868,,
257.211635,32.1128437,118.953428,,,7.92123951,,
258.2116,32.1128564,118.95343,,,8.03983881,,
259.211603,32.1128549,118.95343,,,8.36537311,,
260.211605,32.1128692,118.953432,,,8.25140201,,
261.211605,32.1128676,118.953432,,,7.14319166,,
262.211605,32.1128817,118.953433,,,6.8912152,,
263.211603,32.1128808,118.953433,,,8.79126717,,
264.211604,32.1128942,118.953435,,,9.60483287,,
265.211605,32.1128933,118.953435,,,10.7426584,,
266.211605,32.1129069,118.953438,,,10.9098935,,
267.211626,32.1129059,118.953438,,,10.3042657,,
268.211628,32.1129197,118.95344,,,10.1085607,,
269.21163,32.1129193,118.95344,,,10.293694,,
270.21163,32.1129331,118.953442,,,10.2678596,,
271.211631,32.1129307,118.953442,,,7.1195273,,
272.211632,32.1129455,118.953444,,,7.1751634,,
273.211634,32.1129455,118.953444,,,10.0680053,,
274.211635,32.1129589,118.953447,,,9.70586513,,
275.211635,32.112956,118.953447,,,4.86416562,,
276.211637,32.1129721,118.953448,,,5.02632345,,
277.211638,32.1129713,118.953448,,,7.95903789,,
278.211638,32.1129856,118.95345,,,8.30077381,,
279.21164,32.1129824,118.95345,,,5.90115256,,
280.211641,32.1129986,118.953451,,,6.12096105,,
281.211641,32.1129974,118.953451,,,6.34201395,,
282.211641,32.1130134,118.953453,,,6.36795556,,
283.211642,32.1130127,118.953453,,,6.80327277,,
284.211643,32.1130269,118.953455,,,7.61768788,,
285.211644,32.113026,118.953455,,,8.50032703,,
286.211644,32.1130396,118.953456,,,7.90111511,,
287.211645,32.1130383,118.953456,,,6.33360927,,
288.211646,32.1130525,118.953458,,,6.47407065,,
289.211646,32.1130504,118.953458,,,8.55359427,,
290.211647,32.1130646,118.95346,,,8.7333729,,
291.211647,32.1130646,118.95346,,,8.73837216,,
292.21165,32.1130774,118.953462,,,8.47799518,,
293.211649,32.1130759,118.953462,,,7.29641287,,
294.211649,32.1130898,118.953464,,,7.57166504,,
295.21165,32.1130891,118.953463,,,8.96134542,,
296.21165,32.1131032,118.953466,,,8.71459633,,
297.211651,32.1131013,118.953465,,,5.83572441,,
298.211651,32.1131162,118.953467,,,6.53527791,,
299.211653,32.1131144,118.953467,,,10.5855458,,
300.211653,32.1131292,118.953469,,,10.1860633,,
301.211653,32.1131294,118.953469,,,9.28667194,,
302.211654,32.113143,118.953472,,,9.48277894,,
303.211654,32.1131421,118.953471,,,9.70269059,,
304.211655,32.1131557,118.953474,,,9.07558255,,
305.211655,32.1131553,118.953474,,,9.33737321,,
306.211655,32.1131685,118.953476,,,9.70420499,,
307.211655,32.1131674,118.953476,,,10.0573671,,
308.211656,32.113181,118.953478,,,10.1811207,,
309.211657,32.1131746,118.953477,,,8.18798564,,
310.211657,32.1131868,118.953479,,,8.71957321,,
311.211658,32.1131854,118.953479,,,7.88974769,,
312.211659,32.1131989,118.953481,,,7.92528245,,
313.211658,32.1131967,118.95348,,,9.57731246,,
314.211662,32.1132113,118.953483,,,9.4574624,,
315.21166,32.1132107,118.953483,,,9.1000419,,
316.21166,32.1132249,118.953485,,,8.346443,,
317.21166,32.1132234,118.953484,,,6.80145225,,
318.211663,32.113237,118.953486,,,7.72902093,,
319.211661,32.1132355,118.953486,,,11.5834164,,
320.211662,32.1132496,118.953489,,,11.7144303,,
321.211662,32.1132473,118.953488,,,10.8956421,,
322.211664,32.1132615,118.953491,,,11.0834889,,
323.211662,32.1132626,118.953491,,,11.1005918,,
324.211664,32.1132749,118.953494,,,12.1889493,,
325.211664,32.1132729,118.953494,,,12.8591721,,
326.211664,32.1132877,118.953497,,,12.6558538,,
327.211664,32.1132861,118.953497,,,9.24942575,,
328.211665,32.113301,118.953499,,,9.10044623,,
329.211666,32.1133004,118.953499,,,11.3193597,,
330.211665,32.1133144,118.953502,,,10.6284429,,
331.211667,32.1133141,118.953501,,,10.044715,,
332.211667,32.1133273,118.953504,,,9.82784167,,
333.211667,32.1133268,118.953504,,,12.4860629,,
334.211668,32.1133398,118.953506,,,11.5578615,,
335.211668,32.1133383,118.953506,,,9.4058802,,
336.211668,32.1133531,118.953509,,,9.0753389,,
337.211669,32.1133525,118.953508,,,9.82691789,,
338.211669,32.113366,118.953511,,,10.026777,,
339.211669,32.1133657,118.953511,,,9.39145769,,
340.211674,32.1133792,118.953513,,,9.72687762,,
341.211671,32.1133777,118.953513,,,8.19965471,,
342.211671,32.1133909,118.953515,,,8.90403841,,
343.211671,32.113389,118.953514,,,18.1756119,,
344.211672,32.1134021,118.953518,,,16.570512,,
345.211672,32.1134008,118.953517,,,10.9909565,,
346.211672,32.1134153,118.95352,,,11.0886865,,
347.211672,32.1134136,118.95352,,,10.8099937,,
348.211673,32.1134273,118.953522,,,10.6110466,,
349.211675,32.113425,118.953522,,,6.82947646,,
350.211674,32.1134389,118.953524,,,7.85436061,,
351.211675,32.113438,118.953524,,,6.53875379,,
352.211675,32.1134504,118.953525,,,5.35804709,,
353.211676,32.1134499,118.953525,,,1.47093474,,
354.211676,32.1134637,118.953526,,,1.75130017,,
355.211676,32.1134627,118.953525,,,5.44501147,,
356.211676,32.1134771,118.953527,,,7.79608051,,
357.211677,32.1134747,118.953527,,,12.2302911,,
358.211677,32.1134891,118.95353,,,10.2638298,,
359.211677,32.113487,118.953529,,,3.44162088,,
360.211678,32.1135001,118.953531,,,4.58099106,,
361.211678,32.1135008,118.953524,,,47.6910345,,
362.211682,32.1135091,118.953536,,,53.053405,,
363.211682,32.1135094,118.953535,,,79.1848403,,
364.211679,32.1135114,118.953549,,,81.302942,,
365.211679,32.1135125,118.953548,,,100.872469,,
366.21168,32.1135098,118.953562,,,100.870622,,
367.211681,32.1135105,118.953561,,,104.664142,,
368.211681,32.113507,118.953574,,,105.135779,,
369.211681,32.1135072,118.953573,,,107.976526,,
370.211681,32.1135031,118.953586,,,107.779461,,
371.211682,32.1135036,118.953585,,,108.507121,,
372.211683,32.1134991,118.953598,,,108.689591,,
373.211683,32.1134995,118.953597,,,106.955677,,
374.211683,32.1134951,118.95361,,,108.635009,,
375.211684,32.1134955,118.953609,,,125.211718,,
376.211688,32.1134865,118.953621,,,126.742197,,
377.211685,32.1134873,118.95362,,,129.007429,,
378.211685,32.1134781,118.953632,,,128.503289,,
379.211686,32.113478,118.953631,,,125.338143,,
380.211686,32.1134711,118.953642,,,123.2905,,
381.211686,32.1134699,118.953641,,,112.391092,,
382.211687,32.1134661,118.953652,,,109.781134,,
383.211687,32.1134665,118.953651,,,100.288329,,
384.211636,32.1134642,118.953663,,,100.411445,,
385.211634,32.1134647,118.953662,,,102.909148,,
386.211633,32.1134616,118.953675,,,103.124253,,
387.211633,32.1134616,118.953666,,,88.1865632,,
388.21163,32.1134622,118.953679,,,87.8331705,,
389.211629,32.1134621,118.953678,,,87.2371307,,
390.211626,32.1134628,118.953692,,,87.0650808,,
391.211626,32.1134626,118.95369,,,86.6760145,,
392.211621,32.1134635,118.953704,,,86.4046655,,
393.211616,32.1134632,118.953704,,,102.237293,,
394.211618,32.1134604,118.953716,,,102.607988,,
395.211617,32.1134599,118.953716,,,81.6715915,,
396.211616,32.1134617,118.953728,,,82.0209629,,
397.211617,32.1134615,118.953727,,,81.8164147,,
398.211617,32.1134634,118.95374,,,81.9311731,,
399.211616,32.1134619,118.953731,,,80.2279214,,
400.211616,32.1134641,118.953744,,,80.3356445,,
401.211616,32.113464,118.953744,,,79.8678821,,
402.211616,32.1134664,118.953756,,,79.304822,,
403.211619,32.113466,118.953756,,,77.3924081,,
404.211616,32.1134691,118.953769,,,76.9532366,,
405.211617,32.1134687,118.953768,,,75.3133703,,
406.211617,32.113472,118.95378,,,75.0871133,,
407.211617,32.113472,118.953781,,,75.9365142,,
408.211617,32.1134753,118.953793,,,75.5573107,,
409.211619,32.1134745,118.953791,,,75.2245674,,
410.211617,32.1134787,118.953806,,,74.6921648,,
411.211618,32.1134794,118.953804,,,77.1140864,,
412.211618,32.1134813,118.953818,,,80.9522242,,
413.211617,32.11348,118.95381,,,83.9788891,,
414.211618,32.113482,118.953824,,,82.861849,,
415.211618,32.1134819,118.953823,,,88.2575965,,
416.211619,32.1134826,118.953836,,,87.2071203,,
417.211619,32.1134822,118.953834,,,82.9364568,,
418.211619,32.1134839,118.953848,,,82.9219182,,
419.211619,32.1134838,118.953847,,,82.6251891,,
420.21162,32.1134854,118.953862,,,83.6977535,,
421.21162,32.1134854,118.953861,,,85.6620922,,
422.21162,32.1134864,118.953874,,,85.4646309,,
423.21162,32.1134863,118.953873,,,84.7848534,,
424.21162,32.1134875,118.953886,,,85.006339,,
425.211621,32.1134876,118.953884,,,87.1971166,,
426.211623,32.1134882,118.953898,,,87.3253692,,
427.211622,32.1134882,118.953897,,,88.2567578,,
428.211621,32.1134886,118.95391,,,88.3452499,,
429.211622,32.1134883,118.953908,,,88.3723382,,
430.211621,32.1134891,118.953921,,,87.1041352,,
431.211624,32.113489,118.95392,,,81.274911,,
432.211623,32.1134911,118.953934,,,81.4072328,,
433.211622,32.1134927,118.953932,,,110.013523,,
434.211623,32.1134873,118.953945,,,111.493536,,
435.211624,32.1134849,118.953944,,,78.9553449,,
436.211623,32.1134875,118.953957,,,79.0608239,,
437.211623,32.1134872,118.953956,,,80.6484497,,
438.211624,32.1134898,118.95397,,,79.2037188,,
439.211624,32.1134909,118.953969,,,110.425176,,
440.211624,32.1134861,118.953982,,,110.152151,,
441.211625,32.1134861,118.953982,,,110.084806,,
442.211626,32.1134813,118.953995,,,110.654912,,
443.211625,32.1134788,118.953993,,,83.7029145,,
444.211626,32.1134805,118.954006,,,82.8544005,,
445.211626,32.1134802,118.954004,,,76.8052733,,
446.211626,32.1134832,118.954019,,,78.3377659,,
447.211627,32.1134834,118.954016,,,85.9233696,,
448.211627,32.1134843,118.954031,,,86.2802844,,
449.211628,32.1134841,118.954031,,,84.9330771,,
450.211627,32.1134853,118.954043,,,84.7575902,,
451.211628,32.1134852,118.954042,,,86.6190494,,
452.211627,32.1134859,118.954056,,,86.9999894,,
453.211628,32.1134854,118.954053,,,85.7159118,,
454.211628,32.1134871,118.954068,,,83.8561035,,
455.211628,32.1134867,118.954067,,,77.3537437,,
456.211629,32.1134892,118.95408,,,78.5446347,,
457.211629,32.1134891,118.954079,,,78.866102,,
458.211629,32.1134914,118.954092,,,79.418433,,
459.21163,32.1134913,118.954091,,,75.3980727,,
460.21163,32.1134942,118.954103,,,76.3995549,,
461.211631,32.1134939,118.954102,,,78.814507,,
462.211631,32.1134967,118.954115,,,78.2090818,,
463.211631,32.1134966,118.954114,,,84.4365835,,
464.211632,32.1134978,118.954128,,,85.2062243,,
465.211631,32.1134978,118.954128,,,88.0577548,,
466.211635,32.1134983,118.954141,,,87.7413638,,
467.211632,32.1134981,118.95414,,,85.9113606,,
468.211633,32.1134991,118.954154,,,85.8036302,,
469.211632,32.1134994,118.954154,,,88.3588455,,
470.211633,32.1134997,118.954166,,,88.3549621,,
471.211635,32.1134997,118.954164,,,88.3556667,,
472.211633,32.1135001,118.954179,,,88.5535448,,
473.211633,32.1135,118.954178,,,89.5782289,,
474.211634,32.1135003,118.954191,,,89.0558099,,
475.211634,32.1135002,118.954188,,,88.5686591,,
476.211635,32.1135006,118.954203,,,88.560418,,
477.211635,32.1135006,118.954204,,,86.3499757,,
478.211635,32.1135014,118.954216,,,86.0994773,,
479.211635,32.1135013,118.954215,,,85.4833905,,
480.211636,32.1135025,118.954228,,,85.0645047,,
481.211636,32.1135056,118.954228,,,108.587399,,
482.211636,32.1134997,118.95424,,,113.816422,,
483.211637,32.1135008,118.954239,,,168.311925,,
484.211636,32.1134868,118.954242,,,171.087385,,
485.211637,32.113491,118.954242,,,180.047003,,
486.211637,32.1134755,118.954241,,,181.869877,,
487.211638,32.1134761,118.954242,,,185.310745,,
488.211638,32.1134614,118.95424,,,185.125132,,
489.211638,32.1134622,118.954241,,,178.469134,,
490.211638,32.1134489,118.954241,,,178.43611,,
491.211639,32.1134487,118.954241,,,177.713577,,
492.211639,32.113436,118.954241,,,178.013739,,
493.211639,32.1134373,118.954242,,,185.409301,,
494.21164,32.1134236,118.954241,,,185.01861,,
495.21164,32.1134241,118.954241,,,183.067722,,
496.211641,32.1134106,118.95424,,,183.093096,,
497.21164,32.113412,118.95424,,,184.438059,,
498.211641,32.1133979,118.954239,,,183.893997,,
499.211641,32.1133992,118.954239,,,181.27667,,
500.211641,32.1133855,118.954239,,,180.546741,,
501.211642,32.1133864,118.954239,,,177.812472,,
502.211642,32.1133726,118.954239,,,178.708211,,
503.211642,32.1133733,118.954239,,,181.31648,,
504.211642,32.1133594,118.954239,,,181.003337,,
505.211643,32.1133588,118.954239,,,181.838527,,
506.211643,32.1133466,118.954238,,,183.455789,,
507.211644,32.1133473,118.954238,,,187.067135,,
508.211644,32.1133337,118.954237,,,186.203045,,
509.211644,32.1133351,118.954236,,,181.026977,,
510.21162,32.1133213,118.954236,,,180.748351,,
511.211617,32.1133226,118.954236,,,181.391481,,
512.211616,32.1133085,118.954235,,,182.249803,,
513.211616,32.1133107,118.954236,,,187.390188,,
514.211616,32.1132964,118.954234,,,187.318981,,
515.211607,32.113296,118.954233,,,182.867338,,
516.211616,32.1132833,118.954233,,,181.463938,,
517.211625,32.1132847,118.954233,,,178.649596,,
518.211549,32.1132711,118.954233,,,179.737782,,
519.211614,32.1132713,118.954233,,,182.932313,,
520.211614,32.1132584,118.954233,,,181.602592,,
521.211615,32.1132595,118.954233,,,175.888755,,
522.211615,32.113246,118.954234,,,175.888987,,
523.211615,32.1132465,118.954234,,,177.998725,,
524.211616,32.113233,118.954234,,,177.628548,,
525.211617,32.1132349,118.954234,,,182.35636,,
526.211617,32.1132202,118.954234,,,182.696306,,
527.211617,32.113222,118.954234,,,184.753271,,
528.211617,32.1132076,118.954233,,,185.198026,,
529.211618,32.1132096,118.954232,,,183.779113,,
530.211618,32.1131949,118.954232,,,183.206737,,
531.211619,32.1131958,118.954232,,,181.941763,,
532.211619,32.1131825,118.954231,,,181.871295,,
533.21162,32.1131836,118.954231,,,183.235233,,
534.21162,32.1131703,118.954231,,,182.621318,,
