"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
24.45588200,77.25609756,-1.15853659,2.98780488
24.47593900,100.60975610,-2.50000000,12.50000000
24.49599400,113.10975610,5.30487805,13.78048780
24.51606800,100.36585366,12.13414634,5.73170732
24.53612400,75.00000000,10.36585366,-6.58536585
24.55618000,57.13414634,4.26829268,-16.03658537
24.57623600,60.12195122,-1.82926829,-17.37804878
24.59629200,74.63414634,-5.54878049,-12.80487805
24.61635800,81.76829268,-5.18292683,-10.12195122
24.63641600,75.42682927,-3.96341463,-12.25609756
24.65647600,60.91463415,-3.84146341,-16.95121951
24.67653300,46.64634146,-1.95121951,-20.24390244
24.69658900,43.17073171,0.00000000,-19.57317073
24.71665000,54.51219512,-0.73170732,-15.91463415
24.73670700,61.46341463,-1.70731707,-14.51219512
24.75676400,59.39024390,-2.13414634,-17.07317073
24.77682000,49.75609756,-2.01219512,-22.37804878
24.79687600,34.08536585,-1.46341463,-25.00000000
24.81693900,24.45121951,-2.07317073,-25.54878049
24.83699600,28.23170732,-4.20731707,-23.78048780
24.85705800,33.71951220,-9.81707317,-25.06097561
24.87711600,35.79268293,-3.29268293,-24.75609756
24.89717200,22.80487805,2.19512195,-25.42682927
24.91723400,7.19512195,-1.76829268,-27.07317073
24.93729000,-0.73170732,-10.30487805,-28.59756098
24.95734700,-0.67073171,-17.37804878,-28.71951220
24.97740300,2.56097561,-18.17073171,-28.71951220
24.99746800,1.70731707,-12.56097561,-26.89024390
25.01754300,0.60975610,-15.54878049,-21.40243902
25.03760100,-0.12195122,-16.09756098,-19.02439024
25.05766000,-7.50000000,-14.51219512,-23.53658537
25.07771700,-20.36585366,-17.37804878,-28.53658537
25.09777300,-30.00000000,-25.30487805,-29.32926829
25.11785100,-32.56097561,-29.39024390,-26.15853659
25.13791000,-29.81707317,-26.34146341,-22.80487805
25.15796700,-28.17073171,-18.84146341,-20.36585366
25.17802300,-36.15853659,-15.42682927,-21.28048780
25.19808000,-46.70731707,-19.26829268,-23.71951220
25.21814100,-50.48780488,-22.19512195,-23.29268293
25.23819800,-45.73170732,-21.40243902,-21.09756098
25.25825700,-43.23170732,-15.60975610,-20.06097561
25.27831400,-53.59756098,-13.65853659,-23.96341463
25.29837100,-61.82926829,-13.65853659,-27.62195122
25.31843300,-59.39024390,-10.91463415,-27.01219512
25.33848900,-51.34146341,-11.70731707,-21.58536585
25.35854400,-46.46341463,-15.24390244,-16.46341463
25.37860000,-49.02439024,-13.78048780,-16.09756098
25.39865600,-57.31707317,-10.97560976,-18.65853659
25.41873100,-60.73170732,-11.82926829,-20.91463415
25.43880200,-58.17073171,-18.59756098,-19.39024390
25.45887000,-55.91463415,-18.23170732,-15.30487805
25.47892900,-64.51219512,-13.84146341,-16.21951220
25.49898500,-88.71951220,-12.74390244,-25.42682927
25.51906900,-104.32926829,-16.82926829,-34.32926829
25.53912500,-99.39024390,-22.92682927,-32.92682927
25.55918100,-85.00000000,-21.46341463,-24.08536585
25.57923700,-72.25609756,-21.64634146,-15.12195122
25.59929300,-75.12195122,-18.17073171,-15.67073171
25.61936000,-86.70731707,-10.67073171,-24.57317073
25.63941700,-94.87804878,-12.74390244,-30.42682927
25.65947700,-86.82926829,-19.02439024,-24.75609756
25.67953400,-72.31707317,-18.96341463,-17.01219512
25.69959000,-75.30487805,-20.24390244,-17.68292683
25.71968200,-77.37804878,-22.37804878,-20.12195122
25.73974000,-74.51219512,-21.09756098,-20.73170732
25.75979600,-71.70731707,-18.29268293,-20.42682927
25.77985200,-68.96341463,-18.53658537,-17.86585366
25.80003900,-64.32926829,-20.06097561,-14.08536585
25.82010600,-59.14634146,-17.07317073,-12.92682927
25.84016300,-63.71951220,-15.54878049,-19.81707317
25.86022000,-69.32926829,-19.02439024,-21.95121951
25.88045300,-64.75609756,-20.97560976,-14.32926829
25.90052200,-58.53658537,-25.36585366,-9.26829268
25.92109400,-58.29268293,-25.91463415,-11.70731707
25.94116500,-63.35365854,-24.20731707,-17.19512195
25.96119800,-68.90243902,-22.19512195,-19.39024390
25.98125800,-65.48780488,-21.28048780,-18.29268293
26.00131400,-61.03658537,-25.85365854,-12.92682927
26.02138600,-61.21951220,-30.67073171,-7.92682927
26.04144700,-66.09756098,-30.24390244,-9.87804878
26.06151300,-67.56097561,-25.30487805,-15.00000000
26.08156800,-69.20731707,-20.67073171,-15.06097561
26.10162500,-71.09756098,-20.54878049,-9.87804878
26.12170300,-70.85365854,-24.32926829,-7.13414634
26.14176300,-75.12195122,-29.81707317,-9.20731707
26.16182300,-79.87804878,-33.35365854,-10.79268293
26.18188000,-83.17073171,-33.59756098,-10.85365854
26.20193600,-85.36585366,-30.54878049,-11.89024390
26.22201300,-90.12195122,-29.20731707,-13.53658537
26.24206900,-97.62195122,-46.34146341,-10.73170732
26.26213400,-98.47560976,-49.32926829,-7.43902439
26.28219400,-97.01219512,-40.24390244,-4.69512195
26.30225100,-103.78048780,-26.21951220,-6.82926829
26.32231700,-114.63414634,-29.02439024,-9.20731707
26.34237300,-105.97560976,-42.25609756,-6.21951220
26.36242900,-90.54878049,-44.63414634,2.74390244
26.38249000,-95.67073171,-38.29268293,7.98780488
26.40254700,-86.82926829,-37.86585366,9.57317073
26.42261000,-82.50000000,-34.57317073,6.21951220
26.44266600,-95.00000000,-33.59756098,1.52439024
26.46273700,-91.28048780,-35.48780488,5.79268293
26.48280500,-69.45121951,-28.17073171,16.09756098
26.50286200,-64.14634146,-19.69512195,19.14634146
26.52295000,-71.09756098,-17.25609756,15.06097561
26.54300500,-71.15853659,-16.40243902,14.69512195
26.56306100,-63.96341463,-19.45121951,18.84146341
26.58311700,-59.75609756,-18.53658537,23.71951220
26.60317300,-53.29268293,-14.57317073,27.62195122
26.62324100,-41.76829268,-14.63414634,28.90243902
26.64330100,-34.08536585,-14.63414634,30.12195122
26.66335900,-29.51219512,-10.00000000,28.78048780
26.68341600,-34.02439024,-2.37804878,24.39024390
26.70347200,-40.54878049,-0.85365854,21.34146341
26.72353300,-35.30487805,-8.71951220,23.71951220
26.74359000,-23.23170732,-11.82926829,28.65853659
26.76364600,-13.65853659,-6.03658537,32.80487805
26.78370300,-12.13414634,-1.76829268,32.86585366
26.80376000,-15.30487805,3.71951220,31.89024390
26.82382100,-19.14634146,9.14634146,33.35365854
26.84387800,-20.30487805,2.68292683,31.28048780
26.86393400,-12.92682927,-1.89024390,31.76829268
26.88399100,-5.91463415,2.19512195,34.63414634
26.90404700,-1.15853659,9.45121951,35.00000000
26.92410700,-1.46341463,7.86585366,30.00000000
26.94416300,-7.19512195,-4.81707317,25.24390244
26.96422000,2.13414634,-13.47560976,27.50000000
26.98427600,11.64634146,-12.62195122,28.71951220
27.00433200,7.50000000,2.98780488,31.09756098
27.02439300,13.04878049,7.43902439,33.59756098
27.04445300,14.63414634,-0.30487805,33.71951220
27.06452000,14.51219512,-10.18292683,32.19512195
27.08458800,24.57317073,-12.31707317,36.15853659
27.10465700,30.18292683,-8.17073171,35.06097561
27.12474300,16.34146341,0.24390244,27.13414634
27.14480200,14.14634146,4.51219512,23.78048780
27.16486000,25.60975610,1.70731707,30.30487805
27.18491600,44.57317073,-7.80487805,42.43902439
27.20497100,54.20731707,-14.57317073,46.70731707
27.22504100,45.42682927,-13.84146341,42.92682927
27.24509700,46.58536585,-7.98780488,41.15853659
27.26515300,58.23170732,-3.17073171,45.18292683
27.28521000,52.62195122,1.34146341,44.63414634
27.30526900,48.35365854,4.87804878,39.45121951
27.32533200,61.28048780,2.98780488,40.79268293
27.34540000,87.19512195,-1.95121951,50.48780488
27.36546900,115.12195122,-2.68292683,61.28048780
27.38620900,130.54878049,-1.34146341,68.23170732
27.40627200,122.07317073,1.89024390,67.68292683
27.42636400,106.09756098,7.25609756,61.89024390
27.44642600,91.46341463,8.71951220,51.34146341
27.46648600,79.32926829,3.84146341,38.04878049
27.48709900,65.79268293,-2.13414634,29.02439024
27.50716400,52.74390244,-1.21951220,25.00000000
27.52721800,53.23170732,-3.29268293,24.08536585
27.54727600,58.71951220,-3.78048780,24.14634146
27.56733500,60.24390244,-3.41463415,25.06097561
27.58739200,56.46341463,-3.41463415,24.02439024
27.60744800,48.29268293,-8.23170732,20.91463415
27.62750200,44.57317073,-13.04878049,16.21951220
27.64755800,45.79268293,-12.25609756,15.06097561
27.66761300,57.07317073,-10.42682927,18.10975610
27.68766800,69.39024390,-9.63414634,21.28048780
27.70772300,84.69512195,-13.90243902,22.43902439
27.72777600,91.58536585,-18.29268293,24.32926829
27.74783100,82.37804878,-15.48780488,26.95121951
27.76788900,76.58536585,-13.71951220,23.59756098
27.78794600,79.69512195,-15.06097561,20.00000000
27.80800100,88.23170732,-18.65853659,22.86585366
27.82805800,95.73170732,-19.69512195,30.18292683
27.84811400,87.80487805,-15.48780488,32.07317073
27.86816900,75.30487805,-13.65853659,27.62195122
27.88822300,84.26829268,-14.75609756,30.12195122
27.90827700,100.73170732,-17.43902439,35.67073171
27.92833100,96.34146341,-20.12195122,32.01219512
27.94838500,74.93902439,-21.58536585,20.54878049
27.96843800,62.43902439,-21.52439024,13.59756098
27.98849100,73.47560976,-17.43902439,18.29268293
28.00854400,91.03658537,-13.90243902,22.56097561
28.02859900,95.24390244,-15.24390244,17.50000000
28.04865400,80.30487805,-24.02439024,8.59756098
28.06870800,63.84146341,-28.04878049,4.93902439
28.08876300,75.12195122,-24.39024390,11.64634146
28.10882300,95.54878049,-19.57317073,17.68292683
28.12888500,105.48780488,-24.51219512,15.18292683
28.15590800,83.41463415,-35.67073171,13.04878049
28.17596500,82.43902439,-26.40243902,18.90243902
28.19602000,82.56097561,-16.03658537,17.62195122
28.21607500,79.81707317,-15.85365854,9.45121951
28.23613000,87.74390244,-24.75609756,6.70731707
28.25618900,107.98780488,-27.74390244,15.91463415
28.27624400,123.78048780,-19.57317073,25.12195122
28.29629800,101.82926829,-12.31707317,16.40243902
28.31635300,70.85365854,-15.12195122,-3.17073171
28.33640700,55.30487805,-25.91463415,-19.93902439
28.35646100,54.81707317,-37.13414634,-22.80487805
28.37651500,70.91463415,-40.06097561,-12.50000000
28.39656900,0.00000000,0.00000000,0.00000000
28.41662400,83.35365854,-21.70731707,-6.09756098
28.43667800,0.00000000,0.00000000,0.00000000
28.45673300,78.53658537,-22.68292683,-23.41463415
28.47678800,96.03658537,-25.30487805,-23.29268293
28.49685600,98.53658537,-19.45121951,-13.59756098
28.51691200,86.15853659,-12.37804878,-13.35365854
28.53697800,75.85365854,-13.53658537,-21.09756098
28.55703300,76.76829268,-18.17073171,-30.54878049
28.57708800,76.95121951,-28.10975610,-36.76829268
28.59714200,60.85365854,-30.42682927,-35.97560976
28.61719700,35.54878049,-26.46341463,-33.10975610
28.63725100,26.70731707,-23.59756098,-35.60975610
28.65730600,32.25609756,-21.64634146,-36.46341463
28.67736000,37.13414634,-18.65853659,-36.21951220
28.69741400,27.19512195,-18.78048780,-34.57317073
28.71746800,3.84146341,-17.43902439,-35.60975610
28.73752200,-18.78048780,-22.01219512,-41.52439024
28.75757700,-35.18292683,-28.96341463,-45.60975610
28.77763100,-46.64634146,-28.17073171,-46.28048780
28.79768500,-52.80487805,-29.69512195,-43.17073171
28.81774500,-54.45121951,-35.42682927,-39.08536585
28.83780100,-53.04878049,-35.91463415,-38.41463415
28.85785500,-51.52439024,-32.68292683,-39.26829268
28.87791000,-48.23170732,-29.02439024,-40.30487805
28.89796400,-44.08536585,-23.84146341,-38.84146341
28.91801800,-40.97560976,-25.91463415,-35.60975610
28.93808300,-37.31707317,-29.81707317,-31.46341463
28.95815400,-35.24390244,-31.21951220,-31.52439024
28.97822000,-38.90243902,-28.10975610,-37.01219512
28.99827900,-44.39024390,-31.95121951,-40.06097561
29.01833600,-50.00000000,-31.64634146,-43.17073171
29.03839000,-50.36585366,-28.47560976,-46.46341463
29.05844400,-47.98780488,-31.46341463,-47.37804878
29.07849900,-45.48780488,-31.64634146,-45.85365854
29.09855400,-42.86585366,-30.48780488,-45.67073171
29.11860800,-51.64634146,-30.36585366,-49.93902439
29.13866900,-57.01219512,-29.81707317,-53.65853659
29.15873200,-52.80487805,-33.65853659,-53.23170732
29.17879100,-52.43902439,-39.51219512,-51.34146341
29.19884700,-75.18292683,-40.48780488,-55.30487805
29.21890200,-103.47560976,-47.13414634,-60.60975610
29.23895600,-103.71951220,-53.59756098,-60.54878049
29.25901300,-84.20731707,-46.40243902,-57.25609756
29.27906700,-80.18292683,-35.30487805,-48.78048780
29.29912100,-97.43902439,-25.18292683,-40.91463415
29.31917500,-97.86585366,-28.59756098,-37.25609756
29.33923000,-85.91463415,-35.00000000,-35.91463415
29.35928400,-83.65853659,-32.62195122,-38.65853659
29.37933800,-78.53658537,-31.28048780,-40.24390244
29.39939200,-70.30487805,-27.07317073,-35.30487805
29.41944600,-67.50000000,-19.57317073,-27.19512195
29.43950000,-61.82926829,-17.50000000,-20.85365854
29.45955700,-54.02439024,-23.84146341,-19.51219512
29.47961200,-53.78048780,-32.62195122,-23.84146341
29.49966600,-56.95121951,-35.54878049,-27.56097561
29.51972100,-57.13414634,-28.78048780,-28.04878049
29.53978500,-53.41463415,-20.60975610,-25.54878049
29.55985200,-44.20731707,-22.13414634,-19.57317073
29.57990900,-37.07317073,-30.06097561,-15.24390244
29.59996300,-40.30487805,-30.73170732,-15.73170732
29.62001700,-37.56097561,-32.13414634,-20.42682927
29.64007200,-31.46341463,-33.29268293,-25.85365854
29.66013000,-37.56097561,-30.85365854,-24.39024390
29.68018600,-41.40243902,-29.93902439,-17.92682927
29.70024000,-27.25609756,-31.95121951,-20.06097561
29.72029400,-15.91463415,-37.31707317,-29.08536585
29.74035100,-22.74390244,-34.14634146,-32.68292683
29.76040600,-31.40243902,-30.54878049,-29.08536585
29.78046000,-28.47560976,-32.74390244,-25.85365854
29.80051400,-20.30487805,-33.04878049,-26.40243902
29.82056800,-14.75609756,-29.14634146,-30.06097561
29.84062400,-12.80487805,-24.87804878,-32.13414634
29.86068000,-18.65853659,-22.68292683,-25.91463415
29.88073400,-17.25609756,-23.84146341,-14.51219512
29.90078800,-7.50000000,-22.62195122,-7.98780488
29.92084200,1.52439024,-12.92682927,-9.57317073
29.94089600,5.42682927,-2.19512195,-18.10975610
29.96095100,-0.73170732,-0.60975610,-23.35365854
29.98100500,-4.57317073,-1.52439024,-20.48780488
30.00105900,1.64634146,-1.03658537,-16.40243902
30.02111500,9.39024390,-2.56097561,-21.28048780
30.04117000,2.68292683,-11.21951220,-30.12195122
30.06122600,-7.25609756,-13.96341463,-29.32926829
30.08128100,-1.34146341,-11.76829268,-19.93902439
30.10133500,6.09756098,-4.69512195,-15.36585366
30.12138900,-0.48780488,1.76829268,-19.39024390
30.14144400,0.12195122,1.58536585,-22.74390244
30.16150400,4.57317073,-1.95121951,-24.87804878
30.18156400,1.28048780,-2.98780488,-27.98780488
30.20162700,-0.73170732,-7.31707317,-27.25609756
30.22168400,-0.48780488,-10.67073171,-24.81707317
30.24173800,5.48780488,-14.57317073,-26.89024390
30.26179500,5.48780488,-14.63414634,-29.14634146
30.28185100,2.62195122,-14.93902439,-31.21951220
30.30190500,5.91463415,-19.51219512,-31.70731707
30.32195900,11.34146341,-20.97560976,-32.68292683
30.34201300,14.51219512,-22.37804878,-33.35365854
30.36206700,11.76829268,-15.54878049,-37.01219512
30.38212100,8.23170732,-5.73170732,-41.76829268
30.40217500,6.52439024,9.93902439,-41.28048780
30.42222800,-0.18292683,22.62195122,-40.12195122
30.44228200,4.26829268,29.75609756,-36.95121951
30.46233800,14.14634146,37.13414634,-37.43902439
30.48239200,17.01219512,33.71951220,-36.76829268
30.50244600,16.40243902,12.98780488,-39.45121951
30.52250200,19.32926829,7.74390244,-38.53658537
30.54255600,24.57317073,11.09756098,-36.70731707
30.56262200,30.12195122,7.98780488,-43.71951220
30.58267900,32.86585366,9.02439024,-47.19512195
30.60274300,29.57317073,6.40243902,-40.54878049
30.62279800,22.31707317,0.24390244,-37.25609756
30.64285100,22.98780488,-2.37804878,-39.14634146
30.66291000,32.68292683,-1.21951220,-43.41463415
30.68296500,34.57317073,2.19512195,-44.93902439
30.70301900,29.87804878,3.90243902,-43.35365854
30.72307300,26.70731707,2.31707317,-40.42682927
30.74312700,20.48780488,-2.92682927,-35.00000000
30.76318100,16.64634146,-0.79268293,-31.21951220
30.78323500,19.14634146,10.54878049,-33.65853659
30.80329200,25.54878049,11.15853659,-34.69512195
30.82334700,24.14634146,7.92682927,-30.06097561
30.84340200,18.23170732,10.48780488,-30.85365854
30.86345700,15.00000000,15.06097561,-38.35365854
30.88351100,18.71951220,17.56097561,-51.46341463
30.90356500,24.51219512,15.18292683,-60.67073171
30.92361900,27.13414634,10.48780488,-57.01219512
30.94367300,17.50000000,10.00000000,-49.57317073
30.96372700,5.06097561,11.52439024,-47.62195122
30.98378100,-2.80487805,10.67073171,-49.26829268
31.00383500,-8.41463415,13.59756098,-46.95121951
31.02389300,-16.03658537,18.84146341,-37.13414634
31.04394800,-15.30487805,24.57317073,-30.67073171
31.06400400,-5.00000000,16.34146341,-31.89024390
31.08405900,7.31707317,0.97560976,-35.42682927
31.10411400,17.19512195,1.34146341,-33.96341463
31.12416800,18.10975610,5.42682927,-28.47560976
31.14422200,16.15853659,5.54878049,-27.37804878
31.16427500,19.39024390,-2.07317073,-27.74390244
31.18433200,23.84146341,-15.00000000,-27.31707317
31.20438900,26.89024390,-17.74390244,-25.97560976
31.22444500,31.15853659,-9.32926829,-23.96341463
31.24450800,30.79268293,-7.68292683,-20.85365854
31.26456300,24.39024390,-8.84146341,-15.73170732
31.28461800,19.08536585,2.31707317,-11.03658537
31.30467400,19.93902439,13.53658537,-9.26829268
31.32472900,21.64634146,7.50000000,-11.95121951
31.34478300,14.51219512,-4.81707317,-15.73170732
31.36483600,0.97560976,-5.85365854,-15.73170732
31.38489200,-3.10975610,4.32926829,-12.62195122
31.40494600,1.09756098,11.76829268,-12.74390244
31.42500200,-3.41463415,0.67073171,-9.75609756
31.44505600,-5.18292683,-15.36585366,-3.59756098
31.46511100,26.46341463,-15.36585366,-5.18292683
31.48516500,50.60975610,-8.29268293,-14.02439024
31.50521900,53.65853659,-9.14634146,-21.28048780
31.52527500,45.48780488,-19.81707317,-19.75609756
31.54533000,36.28048780,-17.43902439,-15.18292683
31.56538300,15.73170732,-9.14634146,-9.39024390
31.58543700,-0.97560976,-1.46341463,-4.45121951
31.60549800,-10.73170732,-0.24390244,-4.81707317
31.62556100,-17.19512195,-3.53658537,-3.29268293
31.64561600,-15.06097561,-10.73170732,0.06097561
31.66567100,-5.54878049,-15.67073171,0.91463415
31.68572500,1.03658537,-9.45121951,-1.46341463
31.70577900,3.17073171,0.48780488,-0.18292683
31.72583300,1.46341463,-29.32926829,3.90243902
31.74588700,-19.69512195,-34.57317073,2.07317073
31.76594100,-17.19512195,-21.15853659,-5.18292683
31.78599400,-20.91463415,-1.64634146,-6.28048780
31.80605300,-17.37804878,12.19512195,-3.96341463
31.82611000,-17.13414634,13.17073171,-5.06097561
31.84616400,-22.31707317,5.85365854,-4.57317073
31.86637400,-34.69512195,8.78048780,1.40243902
31.88642900,-32.92682927,2.92682927,0.73170732
31.90648300,-29.87804878,-0.42682927,1.64634146
31.92653700,-23.41463415,6.21951220,-0.67073171
31.94659800,-15.54878049,0.60975610,-0.91463415
31.96665400,-10.79268293,-5.54878049,1.76829268
31.98910900,-6.15853659,4.02439024,4.26829268
32.00917300,0.91463415,17.74390244,5.48780488
32.02931700,2.19512195,15.79268293,4.08536585
32.04938400,-1.09756098,3.23170732,-0.48780488
32.06944200,-0.12195122,-6.21951220,-4.45121951
32.08949800,-2.56097561,-1.52439024,-4.26829268
32.10955100,-7.56097561,5.91463415,-0.67073171
32.12960500,-12.80487805,16.09756098,1.21951220
32.14965900,-9.87804878,22.37804878,-0.12195122
32.17666800,2.07317073,15.54878049,-2.50000000
32.19672600,8.78048780,1.21951220,-6.09756098
32.21678600,13.41463415,-13.96341463,-8.10975610
32.23684200,9.26829268,-15.36585366,-6.03658537
32.25690300,6.34146341,-8.65853659,-0.67073171
32.27696900,7.43902439,-14.87804878,4.75609756
32.29702400,1.95121951,-25.79268293,6.21951220
32.31707800,0.60975610,-27.31707317,6.82926829
32.33713200,4.57317073,-17.19512195,5.12195122
32.35719000,9.08536585,-9.75609756,3.35365854
32.37724500,5.85365854,-14.14634146,1.95121951
32.39730000,-7.25609756,-21.89024390,-2.13414634
32.41735600,-12.62195122,-23.65853659,-12.07317073
32.43743100,-8.90243902,-28.17073171,-17.68292683
32.45811700,-2.07317073,-21.15853659,-10.85365854
32.47819300,9.20731707,5.97560976,8.04878049
32.49866700,7.13414634,23.04878049,31.82926829
32.51877300,-2.86585366,12.74390244,25.12195122
32.53886700,-5.18292683,-2.92682927,17.62195122
32.55892600,-6.95121951,-6.52439024,9.32926829
32.57898600,-5.91463415,-1.03658537,6.46341463
32.59904200,-2.13414634,0.36585366,6.76829268
32.61909800,1.03658537,5.91463415,9.39024390
32.63916000,-1.21951220,4.69512195,10.06097561
32.65922000,-2.37804878,1.09756098,9.26829268
32.67927700,-1.21951220,3.17073171,7.86585366
32.69934000,-0.42682927,9.75609756,7.80487805
32.71939600,-1.82926829,16.28048780,9.63414634
32.73945100,-5.06097561,15.85365854,10.42682927
32.75950500,-4.63414634,12.43902439,6.58536585
32.77955900,-4.63414634,10.67073171,2.68292683
32.79961300,-7.92682927,10.30487805,-0.60975610
32.81966700,-7.31707317,9.63414634,0.97560976
32.83972100,-4.32926829,12.62195122,3.53658537
32.85978200,-0.42682927,13.35365854,6.82926829
32.87984200,2.25609756,14.20731707,8.17073171
32.89989800,2.25609756,13.23170732,7.43902439
32.91995300,2.68292683,10.60975610,6.09756098
32.94000700,4.26829268,6.34146341,7.07317073
32.96006100,7.68292683,3.04878049,8.59756098
32.98011500,4.32926829,2.50000000,6.82926829
33.00016900,0.91463415,5.30487805,5.67073171
33.02022300,-2.86585366,6.15853659,5.73170732
33.04027800,-1.82926829,6.82926829,2.56097561
33.06033500,-1.15853659,7.13414634,3.17073171
33.08039000,-5.42682927,9.81707317,3.71951220
33.10044400,-4.87804878,11.95121951,4.51219512
33.12049800,-1.89024390,8.90243902,5.48780488
33.14055100,0.42682927,6.03658537,7.01219512
33.16060800,0.97560976,6.82926829,7.86585366
33.18066300,-1.34146341,9.14634146,7.86585366
33.20071900,-2.68292683,9.14634146,7.50000000
33.22077300,-3.96341463,7.01219512,5.36585366
33.24082800,-1.28048780,5.54878049,3.78048780
33.26088400,1.70731707,2.98780488,5.67073171
33.28094200,4.14634146,6.40243902,7.07317073
33.30100800,2.01219512,6.58536585,7.19512195
33.32106300,-4.26829268,3.10975610,2.80487805
33.34111800,-6.15853659,3.29268293,1.70731707
33.36117200,-7.98780488,3.41463415,3.04878049
33.38122600,-8.71951220,3.59756098,3.10975610
33.40128000,-9.63414634,-0.97560976,-0.60975610
33.42133500,-6.15853659,0.54878049,-0.12195122
33.44138900,-5.48780488,-3.29268293,1.76829268
33.46144600,-5.24390244,0.36585366,1.40243902
33.48150000,-6.21951220,0.60975610,1.03658537
33.50155500,-6.89024390,3.10975610,-0.85365854
33.52160900,-10.24390244,2.43902439,-0.42682927
33.54166600,-8.96341463,1.95121951,2.01219512
33.56172000,-5.30487805,-0.24390244,2.98780488
33.58177400,-0.36585366,-7.68292683,1.40243902
33.60182800,2.86585366,-6.15853659,1.34146341
33.62188200,-2.56097561,-0.36585366,2.13414634
33.64193600,-7.56097561,2.68292683,0.12195122
33.66199100,-10.48780488,6.58536585,-2.86585366
33.68204600,-11.15853659,1.09756098,-1.89024390
33.70210500,-6.52439024,1.58536585,-0.97560976
33.72219000,-2.74390244,2.86585366,0.36585366
33.74224500,-0.91463415,2.43902439,1.89024390
33.76230000,-3.53658537,4.02439024,3.04878049
33.78235400,-6.76829268,5.73170732,6.28048780
33.80240800,-7.74390244,9.32926829,7.62195122
33.82246300,-4.57317073,6.03658537,7.86585366
33.84251700,0.30487805,5.79268293,7.01219512
33.86257500,-2.80487805,6.52439024,3.23170732
33.88263200,-4.51219512,9.87804878,3.41463415
33.90268700,-5.30487805,16.82926829,5.18292683
33.92274200,-5.97560976,22.01219512,7.56097561
33.94279600,-6.34146341,22.56097561,8.90243902
33.96285000,-8.47560976,22.19512195,9.87804878
33.98290400,-12.62195122,21.70731707,10.67073171
34.00295800,-17.80487805,37.86585366,14.14634146
34.02301300,-21.28048780,46.89024390,17.37804878
34.04306800,-22.43902439,44.75609756,22.13414634
34.06312400,-22.31707317,56.28048780,23.90243902
34.08317800,-20.54878049,60.18292683,21.89024390
34.10323200,-16.21951220,49.39024390,19.75609756
34.12328600,-13.35365854,51.34146341,21.82926829
34.14333900,-16.34146341,67.19512195,25.67073171
34.16339600,-18.04878049,66.58536585,27.37804878
34.18345100,-19.26829268,65.85365854,21.40243902
34.20350500,-18.10975610,71.58536585,15.36585366
34.22356100,-18.04878049,79.93902439,19.63414634
34.24361500,-15.67073171,86.28048780,21.21951220
34.26367200,-15.18292683,78.71951220,14.51219512
34.28372700,-14.08536585,74.87804878,6.76829268
34.30378900,-11.95121951,83.59756098,1.76829268
34.32385600,-14.02439024,79.08536585,3.29268293
34.34391600,-17.19512195,75.73170732,1.28048780
34.36397100,-14.93902439,76.76829268,-6.58536585
34.38402500,-12.07317073,65.67073171,-16.09756098
34.40407900,-7.07317073,56.95121951,-24.87804878
34.42413400,-9.26829268,51.76829268,-28.96341463
34.44418800,-15.73170732,44.81707317,-30.67073171
34.46424500,-22.74390244,38.53658537,-28.47560976
34.48429900,-29.57317073,45.36585366,-28.35365854
34.50435300,-27.25609756,55.00000000,-29.57317073
34.52440700,-23.35365854,49.87804878,-35.06097561
34.54446300,-22.62195122,27.74390244,-40.67073171
34.56451800,-22.56097561,20.42682927,-44.39024390
34.58457200,-14.87804878,25.36585366,-40.18292683
34.60462600,-8.17073171,26.34146341,-38.35365854
34.62468000,-4.32926829,35.54878049,-45.24390244
34.64473300,-12.31707317,32.56097561,-51.21951220
34.66478900,-23.35365854,18.17073171,-52.37804878
34.68484500,-24.39024390,10.91463415,-51.58536585
34.70489900,-17.80487805,1.34146341,-52.25609756
34.72495800,-15.06097561,-8.47560976,-55.91463415
34.74501500,-8.53658537,-5.54878049,-55.18292683
34.76508000,-8.17073171,-18.90243902,-47.07317073
34.78513400,-9.02439024,-20.67073171,-39.57317073
34.80518900,-8.10975610,-8.78048780,-38.04878049
34.82729000,-3.29268293,-6.40243902,-36.70731707
34.84734800,-1.40243902,-6.03658537,-37.56097561
34.86740700,-3.59756098,-11.46341463,-39.87804878
34.88746200,0.00000000,-29.08536585,-36.28048780
34.90751700,10.54878049,-40.85365854,-38.47560976
34.92757100,17.43902439,-50.12195122,-43.96341463
34.94762500,14.57317073,-42.25609756,-39.69512195
34.96768000,3.17073171,-25.06097561,-30.73170732
34.98773400,-10.73170732,-22.98780488,-26.52439024
35.00778800,10.60975610,-72.25609756,-41.09756098
35.02784300,26.03658537,-104.32926829,-47.68292683
35.04790700,39.75609756,-101.46341463,-51.03658537
35.06797000,42.50000000,-88.78048780,-52.92682927
35.08803500,32.37804878,-91.52439024,-51.40243902
35.10809500,28.78048780,-91.28048780,-43.71951220
35.12816200,29.51219512,-83.96341463,-37.37804878
35.14822400,32.50000000,-82.86585366,-32.86585366
35.16828700,42.37804878,-83.41463415,-27.13414634
35.18834400,50.73170732,-73.90243902,-26.76829268
35.20839800,44.02439024,-73.78048780,-28.53658537
35.22845300,38.17073171,-81.64634146,-26.89024390
35.24850700,39.45121951,-76.82926829,-21.58536585
35.26856200,41.15853659,-81.34146341,-15.18292683
35.28861600,41.34146341,-90.91463415,-14.87804878
