"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
62.44152900,1.89024390,-10.97560976,0.97560976
62.46158400,0.00000000,-7.68292683,2.74390244
62.48163900,7.19512195,-3.53658537,5.06097561
62.50169300,8.10975610,-5.60975610,4.02439024
62.52174700,3.10975610,-6.70731707,1.64634146
62.54180100,3.96341463,-5.54878049,2.62195122
62.56185500,11.28048780,-5.85365854,5.00000000
62.58190900,14.51219512,-10.24390244,2.62195122
62.60196300,15.97560976,-9.81707317,-2.07317073
62.62201800,17.68292683,-11.95121951,-0.54878049
62.64207300,20.00000000,-12.74390244,0.18292683
62.66213000,18.84146341,-11.21951220,0.91463415
62.68218400,13.17073171,-9.26829268,2.86585366
62.70224700,10.85365854,-12.86585366,2.13414634
62.72231000,8.29268293,-9.08536585,-1.46341463
62.74236600,2.98780488,-5.60975610,-0.79268293
62.76242000,2.13414634,-4.08536585,1.64634146
62.78247400,5.97560976,-5.06097561,3.47560976
62.80252900,5.24390244,-13.90243902,4.51219512
62.82258300,5.73170732,-15.54878049,2.98780488
62.84263800,4.08536585,-14.20731707,2.50000000
62.86269200,5.36585366,-15.67073171,4.51219512
62.88274700,8.47560976,-19.08536585,4.45121951
62.90280100,11.46341463,-22.19512195,3.04878049
62.92285500,13.96341463,-24.02439024,5.85365854
62.94290900,11.46341463,-24.57317073,9.26829268
62.96296300,5.06097561,-26.95121951,10.91463415
62.98301700,1.89024390,-26.95121951,4.45121951
63.00307100,7.43902439,-29.08536585,2.98780488
63.02312700,10.00000000,-36.46341463,6.34146341
63.04318100,11.46341463,-42.43902439,6.34146341
63.06323500,13.29268293,-41.15853659,4.02439024
63.08329100,12.68292683,-35.79268293,3.29268293
63.10334500,13.29268293,-26.46341463,2.80487805
63.12341200,16.28048780,-17.50000000,2.31707317
63.14348500,16.82926829,-17.62195122,0.97560976
63.16355300,12.92682927,-25.12195122,-4.87804878
63.18361600,12.13414634,-21.03658537,-13.10975610
63.20367700,11.70731707,-9.93902439,-17.01219512
63.22373900,8.04878049,-4.87804878,-11.58536585
63.24379400,5.24390244,-4.57317073,-6.40243902
63.26384800,3.59756098,-2.25609756,-6.64634146
63.28390300,1.70731707,-4.02439024,-7.62195122
63.30396100,5.06097561,-6.58536585,-4.51219512
63.32402000,4.81707317,-12.19512195,-4.02439024
63.34408200,3.78048780,-11.52439024,-6.58536585
63.36414900,6.95121951,-4.51219512,-5.67073171
63.38420300,7.01219512,-2.86585366,0.06097561
63.40425800,9.02439024,-8.71951220,3.29268293
63.42431200,8.35365854,-9.26829268,0.24390244
63.44436600,5.36585366,-7.43902439,-5.67073171
63.46442100,7.68292683,-3.65853659,-5.60975610
63.48447500,8.96341463,1.58536585,-4.87804878
63.50453100,6.64634146,2.68292683,-2.56097561
63.52458900,2.92682927,-6.76829268,-4.75609756
63.54464800,1.09756098,-8.47560976,-8.04878049
63.56470300,1.34146341,-3.10975610,-7.01219512
63.58475600,-0.60975610,-3.29268293,-5.67073171
63.60481000,-0.42682927,2.68292683,-3.71951220
63.62486400,1.76829268,2.01219512,-0.79268293
63.64491700,5.18292683,-10.67073171,4.14634146
63.66497100,4.93902439,-13.47560976,11.28048780
63.68502500,3.65853659,-3.41463415,13.71951220
63.70507900,5.48780488,-1.70731707,14.93902439
63.72513800,4.32926829,-3.59756098,13.53658537
63.74521100,7.43902439,-7.98780488,17.07317073
63.76526600,13.59756098,-10.24390244,25.79268293
63.78532200,13.35365854,-7.01219512,25.06097561
63.80537700,6.34146341,-6.09756098,15.24390244
63.82543100,3.65853659,-13.10975610,8.71951220
63.84548700,1.15853659,-17.01219512,7.80487805
63.86554200,-1.46341463,-12.07317073,13.53658537
63.88559600,2.37804878,-11.40243902,22.07317073
63.90565000,7.07317073,-20.73170732,25.48780488
63.92570300,6.28048780,-25.67073171,23.84146341
63.94575700,5.48780488,-27.56097561,16.15853659
63.96581100,6.15853659,-22.25609756,16.89024390
63.98586600,10.60975610,-19.51219512,22.86585366
64.00592000,15.42682927,-20.97560976,21.82926829
64.02597400,15.60975610,-20.60975610,22.56097561
64.04602800,13.04878049,-20.36585366,18.17073171
64.06608300,10.12195122,-26.52439024,10.30487805
64.08613700,6.28048780,-28.59756098,6.95121951
64.10619200,3.04878049,-27.13414634,4.57317073
64.12624900,3.10975610,-25.06097561,4.02439024
64.14630300,5.60975610,-27.74390244,1.34146341
64.16635800,7.07317073,-25.91463415,5.00000000
64.18641300,5.60975610,-20.79268293,9.14634146
64.20646700,4.75609756,-23.04878049,8.10975610
64.22652000,3.96341463,-28.17073171,2.86585366
64.24657500,1.89024390,-26.40243902,2.56097561
64.26662900,0.36585366,-23.17073171,2.19512195
64.28668300,0.79268293,-25.73170732,-0.60975610
64.30673700,1.70731707,-28.17073171,0.42682927
64.32679200,2.25609756,-28.84146341,5.30487805
64.35377300,1.46341463,-27.25609756,5.97560976
64.37383300,0.85365854,-20.42682927,8.78048780
64.39389300,1.95121951,-17.13414634,12.01219512
64.41394800,4.63414634,-19.08536585,14.75609756
64.43400400,6.70731707,-23.23170732,10.91463415
64.45406600,5.24390244,-21.52439024,8.96341463
64.47412100,-3.47560976,-30.06097561,4.08536585
64.49417500,-9.02439024,-34.93902439,-1.28048780
64.51423000,-4.57317073,-33.53658537,2.62195122
64.53428400,6.64634146,-28.29268293,14.14634146
64.55433800,8.04878049,-15.97560976,16.52439024
64.57439200,0.06097561,-12.98780488,13.59756098
64.59444600,-6.64634146,-23.96341463,11.64634146
64.61450000,-3.23170732,-31.46341463,9.69512195
64.63455400,6.52439024,-34.32926829,17.80487805
64.65461100,14.02439024,-34.63414634,22.80487805
64.67466700,17.74390244,-40.30487805,25.36585366
64.69472200,22.01219512,-43.23170732,24.75609756
64.71477500,25.67073171,-40.79268293,18.96341463
64.73482800,26.40243902,-28.35365854,17.25609756
64.75488900,23.65853659,-17.25609756,22.86585366
64.77494500,16.95121951,-22.01219512,24.69512195
64.79500300,6.40243902,-29.51219512,16.03658537
64.81506700,-5.67073171,-22.92682927,8.59756098
64.83512200,-5.30487805,-15.97560976,4.08536585
64.85518200,6.03658537,-14.75609756,3.90243902
64.87523800,12.68292683,-16.09756098,7.19512195
64.89529200,15.42682927,-20.91463415,12.31707317
64.91534600,13.59756098,-20.85365854,15.42682927
64.93540100,6.76829268,-17.92682927,12.31707317
64.95545500,1.46341463,-15.24390244,3.53658537
64.97550900,2.13414634,-9.75609756,1.46341463
64.99556300,3.84146341,-12.43902439,-3.41463415
65.01561900,0.67073171,-20.91463415,-10.60975610
65.03569100,-7.86585366,-23.04878049,-14.75609756
65.05576100,-12.07317073,-24.87804878,-11.82926829
65.07583000,-5.48780488,-15.97560976,-1.34146341
65.09588600,4.45121951,-4.26829268,2.31707317
65.11594000,7.62195122,-5.12195122,0.54878049
65.13599500,4.02439024,-4.81707317,0.60975610
65.15605000,0.24390244,-3.23170732,4.39024390
65.17610700,-1.15853659,2.07317073,6.09756098
65.19616100,0.91463415,6.21951220,5.79268293
65.21621700,2.80487805,8.10975610,5.85365854
65.23627200,1.70731707,5.36585366,1.40243902
65.25632700,-0.91463415,-10.24390244,-4.75609756
65.27638100,1.15853659,-23.71951220,-2.74390244
65.29643600,3.65853659,-20.42682927,2.98780488
65.31649100,1.70731707,-10.85365854,1.09756098
65.33654600,-3.10975610,-1.21951220,1.70731707
65.35660000,-4.08536585,-4.08536585,5.30487805
65.37665400,-2.80487805,-10.85365854,6.76829268
65.39671500,-0.06097561,-7.92682927,5.91463415
65.41678000,2.62195122,1.46341463,5.79268293
65.43683900,3.90243902,8.71951220,9.87804878
65.45689600,4.26829268,7.07317073,6.15853659
65.47695100,4.32926829,2.80487805,6.46341463
65.49700500,8.04878049,-6.40243902,11.15853659
65.51706000,8.71951220,-5.30487805,11.76829268
65.53711400,4.32926829,-2.25609756,9.63414634
65.55716700,0.67073171,-6.76829268,15.42682927
65.57722100,5.67073171,-16.89024390,21.34146341
65.59727500,8.35365854,-19.32926829,19.93902439
65.61732800,4.39024390,-4.75609756,13.10975610
65.63738100,-2.01219512,6.15853659,9.93902439
65.65743800,-1.89024390,1.15853659,3.53658537
65.67749500,0.06097561,-2.31707317,4.45121951
65.69755000,5.73170732,-0.24390244,6.95121951
65.71760300,10.36585366,-0.12195122,6.21951220
65.73765700,12.62195122,4.39024390,4.57317073
65.75771000,11.70731707,11.70731707,2.50000000
65.77776400,8.90243902,13.17073171,1.21951220
65.79782100,5.18292683,6.21951220,1.40243902
65.81788300,3.35365854,-0.60975610,4.02439024
65.83794700,-0.54878049,-1.34146341,2.01219512
65.85800400,-2.74390244,1.76829268,-2.31707317
65.87805900,1.52439024,3.53658537,-1.15853659
65.89811300,5.42682927,1.46341463,0.54878049
65.91816800,3.96341463,-0.18292683,2.01219512
65.93822300,1.34146341,-7.31707317,2.68292683
65.95827700,0.91463415,-8.47560976,2.25609756
65.97833000,0.12195122,4.45121951,3.17073171
65.99838300,-4.14634146,6.95121951,0.67073171
66.01843700,3.84146341,3.53658537,1.40243902
66.03849100,19.87804878,-1.82926829,3.71951220
66.05854800,22.50000000,-1.89024390,3.53658537
66.07860200,15.12195122,4.26829268,1.76829268
66.09865700,5.79268293,9.14634146,2.31707317
66.11871100,1.34146341,11.09756098,2.43902439
66.13876700,5.30487805,6.21951220,3.23170732
66.15882100,10.73170732,6.89024390,2.80487805
66.17887700,11.89024390,14.81707317,1.03658537
66.19893100,9.87804878,17.43902439,1.89024390
66.21898500,8.41463415,14.69512195,4.08536585
66.23903900,1.28048780,17.43902439,1.95121951
66.25909500,0.24390244,16.70731707,0.00000000
66.27914900,2.43902439,14.87804878,-0.36585366
66.29920500,6.76829268,16.40243902,0.54878049
66.31925800,8.65853659,18.71951220,0.18292683
66.33931200,5.12195122,22.74390244,0.67073171
66.35936500,6.15853659,23.23170732,2.56097561
66.37941800,8.53658537,22.56097561,1.34146341
66.39947100,9.93902439,23.23170732,-3.35365854
66.41952500,6.95121951,26.95121951,-5.97560976
66.43958900,5.00000000,35.48780488,-1.76829268
66.45965300,4.14634146,38.90243902,-1.52439024
66.47970800,4.51219512,30.97560976,-0.30487805
66.49976200,6.15853659,23.29268293,0.00000000
66.51981600,5.54878049,24.26829268,-2.62195122
66.53986900,3.35365854,32.19512195,-6.21951220
66.55992300,5.36585366,40.97560976,-5.91463415
66.57997700,8.65853659,46.09756098,-2.01219512
66.60003000,9.57317073,45.12195122,0.00000000
66.62008400,9.14634146,44.08536585,-0.91463415
66.64013800,9.69512195,50.06097561,-1.76829268
66.66019500,9.57317073,61.76829268,-1.09756098
66.68025200,10.54878049,65.85365854,-2.01219512
66.70030600,12.37804878,65.36585366,-2.98780488
66.72036000,16.89024390,67.01219512,0.60975610
66.74041400,16.82926829,65.73170732,2.62195122
66.76046800,15.54878049,63.04878049,0.67073171
66.78052200,19.32926829,65.91463415,-1.40243902
66.80057900,26.70731707,74.81707317,-1.46341463
66.82063300,29.20731707,92.13414634,-1.40243902
66.84069300,25.30487805,98.10975610,-4.57317073
66.86075800,22.80487805,90.97560976,-4.69512195
66.88081400,24.87804878,87.68292683,0.97560976
66.90086800,28.04878049,89.20731707,-0.54878049
66.92092200,37.31707317,100.91463415,-4.87804878
66.94097600,37.50000000,109.20731707,-2.56097561
66.96103000,31.21951220,107.13414634,0.67073171
66.98108400,16.28048780,88.35365854,5.48780488
67.00113800,-1.40243902,79.87804878,10.30487805
67.02119200,-10.12195122,86.09756098,9.87804878
67.04126600,-9.45121951,91.82926829,5.12195122
67.06132700,-9.45121951,95.48780488,3.53658537
67.08138400,-8.78048780,93.41463415,5.24390244
67.10144200,-5.30487805,74.87804878,10.67073171
67.12149800,-3.10975610,51.52439024,14.93902439
67.14155600,-1.70731707,48.96341463,18.47560976
67.16161100,4.69512195,64.08536585,19.32926829
67.18166700,13.23170732,64.14634146,18.10975610
67.20172200,17.19512195,52.68292683,19.81707317
67.22177600,16.52439024,53.17073171,21.58536585
67.24182900,18.71951220,46.70731707,20.79268293
67.26188600,21.03658537,34.81707317,27.31707317
67.28194200,18.41463415,28.65853659,29.26829268
67.30199600,6.52439024,26.70731707,25.73170732
67.32205000,-9.93902439,23.10975610,23.71951220
67.34210300,-19.81707317,14.87804878,26.15853659
67.36215600,-22.07317073,-4.63414634,29.08536585
67.38221000,-22.37804878,-24.51219512,26.76829268
67.40226500,-15.30487805,-33.90243902,21.82926829
67.42231900,-8.65853659,-19.75609756,19.32926829
67.44237300,-6.89024390,-2.37804878,18.04878049
67.46243600,-5.79268293,-4.45121951,22.07317073
67.48254300,-15.54878049,-8.17073171,30.67073171
67.50259900,-30.18292683,-14.02439024,30.48780488
67.52265300,-37.31707317,-29.93902439,24.63414634
67.54270700,-34.26829268,-48.17073171,23.17073171
67.56276100,-29.87804878,-38.23170732,25.12195122
67.58281500,-24.63414634,-5.18292683,23.17073171
67.60286900,-21.28048780,9.81707317,23.71951220
67.62292600,-30.36585366,-11.09756098,28.59756098
67.64298200,-42.19512195,-65.18292683,33.17073171
67.66303900,-49.26829268,-78.17073171,29.63414634
67.68309400,-44.14634146,-36.64634146,20.18292683
67.70314800,-33.84146341,-17.25609756,11.82926829
67.72320200,-26.15853659,-28.84146341,12.62195122
67.74325600,-31.89024390,-72.01219512,17.37804878
67.76331000,-38.29268293,-103.96341463,24.26829268
67.78336500,-44.45121951,-105.85365854,27.92682927
67.80342000,-43.17073171,-112.37804878,24.63414634
67.82347400,-39.87804878,-122.56097561,22.80487805
67.84352900,-39.14634146,-122.01219512,22.68292683
67.86359300,-37.50000000,-114.45121951,24.26829268
67.88366000,-31.82926829,-107.92682927,24.45121951
67.90371600,-22.19512195,-100.73170732,21.64634146
67.92376900,-20.54878049,-93.10975610,15.54878049
67.94383100,-26.15853659,-83.53658537,15.91463415
67.96388600,-26.28048780,-82.13414634,20.18292683
67.98394000,-24.39024390,-88.04878049,19.57317073
68.00399400,-23.96341463,-90.18292683,18.53658537
68.02404800,-25.73170732,-92.25609756,18.10975610
68.04410200,-30.97560976,-98.96341463,16.46341463
68.06417300,-37.68292683,-102.74390244,14.45121951
68.08424200,-45.48780488,-101.46341463,14.57317073
68.10432000,-45.24390244,-99.32926829,15.54878049
68.12439100,-40.54878049,-99.69512195,14.20731707
68.14444700,-38.23170732,-89.32926829,11.34146341
68.16450000,-34.20731707,-85.54878049,8.84146341
68.18455500,-31.21951220,-93.47560976,10.48780488
68.20461200,-35.73170732,-111.82926829,12.43902439
68.22468100,-43.17073171,-111.40243902,14.45121951
68.24521200,-43.71951220,-99.02439024,13.90243902
68.26527300,-41.15853659,-90.00000000,11.34146341
68.28533100,-39.20731707,-96.28048780,6.40243902
68.30538900,-41.03658537,-99.69512195,3.78048780
68.32544500,-44.39024390,-94.51219512,2.62195122
68.34550200,-40.85365854,-94.32926829,0.36585366
68.37242500,-33.78048780,-93.78048780,-3.10975610
68.39248400,-27.56097561,-91.21951220,-5.06097561
68.41254100,-24.51219512,-96.09756098,-5.54878049
68.43259500,-26.15853659,-104.08536585,-4.32926829
68.45265300,-31.21951220,-100.85365854,-2.86585366
68.47270700,-31.46341463,-96.15853659,-4.08536585
68.49277100,-29.26829268,-92.25609756,-7.56097561
68.51284300,-29.93902439,-81.58536585,-7.74390244
68.53289800,-24.87804878,-79.20731707,-7.31707317
68.55295200,-17.98780488,-80.30487805,-9.39024390
68.57300600,-14.08536585,-68.78048780,-13.78048780
68.59306300,-14.32926829,-52.01219512,-19.75609756
68.61312200,-13.41463415,-37.86585366,-23.29268293
68.63318100,-4.93902439,-40.54878049,-26.40243902
68.65323900,3.17073171,-50.73170732,-26.89024390
68.67329400,6.52439024,-56.46341463,-24.26829268
68.69334800,5.73170732,-52.25609756,-20.85365854
68.71340200,1.34146341,-50.73170732,-22.62195122
68.73345600,-2.98780488,-48.53658537,-27.50000000
68.75351000,1.46341463,-37.68292683,-27.74390244
68.77356400,7.98780488,-26.15853659,-25.00000000
68.79361800,16.58536585,-21.15853659,-24.81707317
68.81367500,17.80487805,-33.59756098,-23.35365854
68.83373000,13.78048780,-47.19512195,-20.54878049
68.85378600,10.54878049,-52.86585366,-16.21951220
68.87384100,14.57317073,-47.13414634,-11.70731707
68.89390500,18.35365854,-33.65853659,-10.85365854
68.91396900,22.62195122,-30.42682927,-14.63414634
68.93402400,25.73170732,-25.54878049,-20.48780488
68.95407900,21.28048780,-21.34146341,-26.28048780
68.97413300,16.21951220,-23.78048780,-31.46341463
68.99418700,24.51219512,-22.01219512,-30.97560976
69.01424100,29.20731707,-9.87804878,-28.71951220
69.03429500,26.76829268,-6.52439024,-29.75609756
69.05435200,26.58536585,-4.93902439,-28.96341463
69.07440800,33.84146341,1.15853659,-24.81707317
69.09446300,48.17073171,-7.43902439,-23.35365854
69.11451700,42.74390244,-9.57317073,-21.15853659
69.13457100,25.36585366,-6.64634146,-21.03658537
69.15462800,19.26829268,4.14634146,-29.02439024
69.17468300,28.41463415,36.46341463,-41.34146341
69.19474000,31.70731707,59.93902439,-54.14634146
69.21479400,24.26829268,54.02439024,-57.98780488
69.23484800,14.69512195,44.69512195,-47.50000000
69.25490400,7.86585366,35.30487805,-35.48780488
69.27495900,-3.35365854,28.90243902,-33.65853659
69.29501300,-4.32926829,37.50000000,-39.75609756
69.31506700,1.21951220,41.15853659,-42.74390244
69.33512400,5.85365854,37.68292683,-37.80487805
69.35517900,1.64634146,36.89024390,-33.23170732
69.37523600,-3.84146341,43.53658537,-35.30487805
69.39529000,-5.12195122,48.04878049,-37.92682927
69.41534500,-2.86585366,50.73170732,-34.75609756
69.43539900,-4.08536585,40.12195122,-33.41463415
69.45545600,-6.64634146,49.32926829,-38.23170732
69.47551100,-9.26829268,57.01219512,-41.21951220
69.49556800,-13.29268293,60.54878049,-38.29268293
69.51563500,-14.51219512,55.67073171,-33.04878049
69.53570400,-9.93902439,51.64634146,-33.59756098
69.55576600,-2.92682927,59.20731707,-35.79268293
69.57582100,-1.40243902,67.37804878,-38.10975610
69.59587500,-6.28048780,77.62195122,-38.84146341
69.61592900,-16.34146341,70.12195122,-42.43902439
69.63598300,-22.31707317,67.13414634,-43.29268293
69.65604000,-23.35365854,58.35365854,-37.92682927
69.67609700,-17.74390244,50.06097561,-33.23170732
69.69615100,-13.10975610,60.54878049,-33.96341463
69.71620500,-15.54878049,79.57317073,-40.12195122
69.73625900,-20.18292683,79.32926829,-41.03658537
69.75631300,-17.56097561,67.56097561,-34.45121951
69.77636700,-15.42682927,63.17073171,-28.90243902
69.79642100,-17.19512195,61.28048780,-28.59756098
69.81647500,-16.03658537,62.25609756,-24.51219512
69.83653100,-15.97560976,58.78048780,-19.51219512
69.85658700,-15.12195122,50.48780488,-19.93902439
69.87664200,-11.89024390,48.53658537,-22.01219512
69.89669600,-6.95121951,54.20731707,-22.56097561
69.91675600,-7.19512195,51.34146341,-19.51219512
69.93681300,-11.21951220,43.65853659,-16.64634146
69.95687800,-13.59756098,39.51219512,-18.53658537
69.97693300,-10.00000000,46.28048780,-20.18292683
69.99698700,-9.75609756,53.04878049,-18.78048780
70.01704300,-11.64634146,49.63414634,-13.53658537
70.03709800,-12.74390244,47.50000000,-9.14634146
70.05715200,-16.21951220,47.19512195,-9.57317073
70.07720700,-16.76829268,43.17073171,-11.03658537
70.09726200,-13.96341463,41.82926829,-10.42682927
70.11731600,-13.47560976,41.64634146,-9.39024390
70.13737000,-12.92682927,38.78048780,-4.32926829
70.15742400,-14.20731707,35.30487805,-0.30487805
70.17747900,-18.23170732,34.51219512,-1.82926829
70.19753300,-19.87804878,39.32926829,-6.09756098
70.21758700,-14.32926829,43.71951220,-8.96341463
70.23763500,-9.57317073,48.47560976,-10.91463415
70.25768900,-11.76829268,54.32926829,-12.50000000
70.27774300,-17.25609756,54.39024390,-14.26829268
70.29779700,-20.91463415,44.87804878,-11.82926829
70.31785200,-20.18292683,34.93902439,-6.82926829
70.33790600,-20.12195122,33.29268293,-5.67073171
70.35796000,-20.12195122,40.97560976,-7.92682927
70.37801600,-17.86585366,48.23170732,-10.12195122
70.39807100,-16.15853659,51.95121951,-7.80487805
70.41812500,-19.08536585,49.87804878,-3.41463415
70.43817800,-20.54878049,46.09756098,-0.30487805
70.45823200,-21.58536585,52.43902439,-0.54878049
70.47828700,-23.41463415,63.29268293,-2.50000000
70.49834100,-23.96341463,69.02439024,1.89024390
70.51839600,-25.79268293,64.81707317,7.56097561
70.53845000,-26.46341463,58.65853659,7.25609756
70.55851300,-22.07317073,70.85365854,3.47560976
70.57857800,-12.86585366,87.86585366,0.06097561
70.59863300,-8.84146341,94.02439024,3.35365854
70.61868700,-15.73170732,84.57317073,10.60975610
70.63874200,-25.36585366,74.20731707,14.69512195
70.65879600,-29.02439024,70.97560976,11.58536585
70.67885000,-23.29268293,77.62195122,8.17073171
70.69890400,-18.84146341,89.26829268,9.75609756
70.71895800,-18.10975610,90.00000000,12.25609756
70.73901200,-17.37804878,77.07317073,15.24390244
70.75906600,-14.81707317,68.53658537,19.75609756
70.77912000,-13.29268293,69.20731707,22.62195122
70.79917400,-16.21951220,74.69512195,21.03658537
70.81922800,-18.71951220,81.21951220,18.65853659
70.83928200,-14.81707317,81.52439024,26.58536585
70.85933700,-13.04878049,67.07317073,35.73170732
70.87939400,-17.92682927,44.93902439,33.71951220
70.89944900,-16.95121951,41.52439024,27.01219512
70.91950300,-8.90243902,51.89024390,20.67073171
70.93955700,-1.40243902,62.50000000,19.26829268
70.95962000,4.14634146,55.48780488,26.58536585
70.97968200,1.09756098,47.56097561,33.35365854
70.99973700,-6.52439024,43.90243902,37.25609756
71.01979100,-13.65853659,24.81707317,38.53658537
71.03984600,-20.79268293,8.53658537,35.97560976
71.05989900,-19.75609756,10.12195122,31.64634146
71.07995500,-14.75609756,17.98780488,30.73170732
71.10000900,-13.59756098,14.26829268,34.63414634
71.12007700,-21.64634146,1.64634146,36.76829268
71.14014700,-27.68292683,-2.80487805,34.69512195
71.16021200,-23.47560976,3.41463415,31.89024390
71.18027300,-15.85365854,0.54878049,32.37804878
71.20032900,-17.56097561,-3.41463415,31.89024390
71.22038300,-20.36585366,-2.07317073,26.52439024
71.24043700,-20.91463415,6.95121951,24.20731707
71.26049300,-17.43902439,7.37804878,25.12195122
71.28054800,-16.64634146,-2.92682927,22.98780488
71.30060500,-17.86585366,-0.54878049,18.78048780
71.32065900,-14.81707317,1.28048780,17.80487805
71.34071200,-14.32926829,-4.93902439,20.73170732
71.36076600,-18.59756098,-8.90243902,21.40243902
71.38082100,-24.75609756,-3.23170732,18.17073171
71.40087400,-23.53658537,-1.52439024,14.14634146
71.42092700,-20.06097561,-1.58536585,13.90243902
71.44098200,-22.19512195,2.50000000,14.32926829
71.46103700,-28.23170732,4.45121951,12.74390244
71.48109200,-30.36585366,-3.35365854,10.48780488
71.50114700,-30.85365854,-14.81707317,10.48780488
71.52120200,-31.03658537,-26.95121951,13.59756098
71.54125500,-33.96341463,-38.65853659,13.10975610
71.56130900,0.00000000,0.00000000,0.00000000
71.58136700,-34.45121951,-60.73170732,13.84146341
71.60142900,-42.62195122,-78.53658537,16.21951220
71.62148400,-50.60975610,-101.34146341,19.81707317
71.64153800,-49.75609756,-109.57317073,21.03658537
71.66159400,-35.36585366,-84.69512195,6.89024390
71.68165100,-23.29268293,-62.74390244,-10.79268293
71.70170500,-16.70731707,-53.35365854,-11.76829268
71.72175900,-13.71951220,-65.85365854,-3.65853659
71.74181300,-15.48780488,-94.08536585,4.93902439
71.76186700,-26.21951220,-112.98780488,11.28048780
71.78192100,-38.29268293,-115.00000000,12.56097561
71.80197500,-40.48780488,-109.08536585,9.69512195
71.82202800,-37.56097561,-94.63414634,4.02439024
71.84208300,-26.34146341,-82.07317073,-3.23170732
71.86214000,-17.19512195,-67.13414634,-8.59756098
71.88219500,-13.23170732,-50.36585366,-12.01219512
71.90224800,-14.32926829,-39.45121951,-12.92682927
71.92230200,-23.41463415,-40.97560976,-12.98780488
71.94235600,-29.57317073,-57.86585366,-11.09756098
71.96240900,-27.62195122,-71.64634146,-3.84146341
71.98246900,-23.78048780,-82.25609756,2.01219512
72.00253500,-27.07317073,-84.32926829,1.21951220
72.02259000,-35.54878049,-78.04878049,-8.04878049
72.04264500,-41.95121951,-63.17073171,-11.09756098
72.06270200,-33.23170732,-51.34146341,-11.70731707
72.08275700,-17.37804878,-49.57317073,-7.92682927
72.10281100,-12.50000000,-49.87804878,-3.23170732
72.12286500,-20.36585366,-54.69512195,-3.47560976
72.14294100,-31.64634146,-61.58536585,-5.97560976
72.16299600,-30.85365854,-66.46341463,-5.00000000
72.18305500,-23.04878049,-68.23170732,-2.50000000
72.20311300,-18.35365854,-65.73170732,-3.17073171
72.22316900,-15.12195122,-66.40243902,-7.92682927
72.24323900,-13.90243902,-70.60975610,-14.26829268
72.26329900,-17.74390244,-76.52439024,-19.69512195
72.28335600,-19.32926829,-72.98780488,-17.50000000
72.30341200,-15.97560976,-61.09756098,-11.34146341
72.32347200,-10.97560976,-63.71951220,-11.76829268
72.34353500,-11.46341463,-69.63414634,-16.70731707
72.36359100,-12.98780488,-68.47560976,-15.79268293
72.39459300,-13.84146341,-67.31707317,-11.46341463
72.41465100,-15.48780488,-62.68292683,-7.62195122
72.43470700,-12.50000000,-57.25609756,-7.50000000
72.45476700,-9.08536585,-57.62195122,-11.70731707
72.47482900,-10.06097561,-61.21951220,-16.46341463
72.49488700,-10.73170732,-64.69512195,-16.40243902
72.51494600,-10.36585366,-66.70731707,-11.21951220
72.53500300,-9.51219512,-67.86585366,-9.14634146
72.55508500,-10.85365854,-64.08536585,-10.91463415
72.57514200,-14.02439024,-63.84146341,-14.20731707
72.59519800,-18.29268293,-73.84146341,-15.91463415
72.61526100,-20.85365854,-82.25609756,-16.95121951
72.63680700,-25.54878049,-92.07317073,-20.00000000
72.65690500,-38.78048780,-86.28048780,-20.12195122
72.67696400,-39.63414634,-69.02439024,-17.31707317
72.69702100,-28.10975610,-54.51219512,-15.12195122
72.71707800,-21.89024390,-50.97560976,-15.54878049
72.73713500,-20.54878049,-51.21951220,-18.04878049
72.75719100,-19.57317073,-49.08536585,-15.79268293
72.77724700,-15.85365854,-51.82926829,-14.75609756
72.79730300,-14.75609756,-57.25609756,-14.51219512
72.81735900,-16.70731707,-60.85365854,-15.30487805
72.83741500,-13.96341463,-62.74390244,-14.02439024
72.85747800,-13.41463415,-71.58536585,-9.32926829
72.87754000,-15.42682927,-85.06097561,-5.30487805
72.89760100,-16.82926829,-83.29268293,-7.80487805
72.91765800,-12.01219512,-65.97560976,-15.60975610
72.93771500,-1.76829268,-41.76829268,-18.04878049
72.95777300,9.93902439,-36.09756098,-13.65853659
72.97782900,7.43902439,-52.01219512,-9.32926829
72.99788500,-3.47560976,-62.68292683,-8.35365854
73.01795000,-1.09756098,-57.43902439,-10.30487805
73.03802200,8.71951220,-39.45121951,-11.34146341
73.05811100,15.54878049,-24.20731707,-14.63414634
73.07817100,15.24390244,-15.60975610,-14.87804878
73.09822900,8.78048780,-13.90243902,-16.34146341
73.11828500,0.97560976,-8.23170732,-20.73170732
73.13834100,3.41463415,2.13414634,-23.90243902
73.15841600,9.69512195,10.91463415,-23.84146341
73.17847300,15.97560976,10.12195122,-20.85365854
73.19853000,18.10975610,0.79268293,-17.43902439
73.21858600,20.00000000,-8.17073171,-16.09756098
73.23864200,26.40243902,-11.28048780,-16.28048780
73.25870300,33.90243902,-11.52439024,-19.51219512
73.27876500,29.20731707,1.52439024,-22.01219512
73.30123800,22.25609756,10.97560976,-19.75609756
73.32132900,18.41463415,7.62195122,-17.98780488
73.34140000,19.51219512,2.74390244,-17.98780488
73.36146700,18.23170732,-2.74390244,-17.50000000
73.38152600,16.70731707,-5.85365854,-15.79268293
