"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
30.06122600,-0.61271876,-0.36380176,9.94710614
30.08128100,-0.56963697,-0.89035695,10.32526850
30.10133500,-0.30157252,-1.27330618,9.76999212
30.12138900,-0.18668775,-1.28766677,9.61202556
30.14144400,-0.45475221,-1.46478079,10.27739984
30.16150400,-0.61750563,-1.32596169,10.14815448
30.18156400,-1.15842141,-0.73717726,9.99497479
30.20162700,-1.76635330,-0.44517847,10.48802192
30.22168400,-0.98609426,-1.35468289,10.31090790
30.24173800,-0.35422803,-1.87166434,10.06199090
30.26179500,-0.14360596,-1.33553542,9.71254973
30.28185100,-0.08616358,-1.24937185,9.83222137
30.30190500,-0.25849073,-1.01481545,9.84179510
30.32195900,-0.36858863,-1.02438918,10.09549896
30.34201300,-0.39730982,-0.81376710,10.20081000
30.36206700,0.26327759,-1.02917604,10.04763031
30.38212100,0.04786865,-1.31160110,10.32526850
30.40217500,0.05744238,-1.04353664,9.67904168
30.42222800,-0.07180298,-0.75632472,9.79871331
30.44228200,-0.21540894,-1.43605960,10.38271088
30.46233800,-0.25849073,-1.15363454,10.51674311
30.48239200,-0.64143995,-1.24937185,10.21517059
30.50244600,-0.51219459,-0.60314503,10.40185834
30.52250200,-0.71802980,-0.87599635,10.39228461
30.54255600,-0.37337549,-0.53134205,10.70821772
30.56262200,-0.13881909,0.04308179,10.72736518
30.58267900,-0.60793190,-0.35422803,10.18644940
30.60274300,-1.12970022,-0.74675099,9.77956585
30.62279800,-0.82812770,-0.15317969,9.78435271
30.64285100,-0.53612892,-0.29199878,10.36835028
30.66291000,-0.34944117,-0.22019580,10.16730194
30.68296500,-0.75153786,0.14360596,9.93753240
30.70301900,-0.89993068,0.11009790,9.96625360
30.72307300,-1.04832351,0.08137671,9.87051629
30.74312700,-1.09619216,-0.05265552,10.00933538
30.76318100,-0.68452174,0.14839282,10.32048163
30.78323500,-0.58399757,0.42603101,10.55982490
30.80329200,-0.93343874,0.43081788,10.17687567
30.82334700,-0.88078322,0.81855397,9.95189300
30.84340200,-0.38294923,1.19671633,9.90402435
30.86345700,-0.22976954,1.41212527,10.17208881
30.88351100,-0.29678565,1.46956765,10.07635150
30.90356500,-0.84727516,0.94301247,9.94710614
30.92361900,-1.35468289,0.61750563,9.55458318
30.94367300,-1.30681423,0.78983278,9.33917424
30.96372700,-1.24937185,1.03874977,9.32960051
30.98378100,-1.23501125,0.89514381,9.53064885
31.00383500,-1.44084646,0.34465430,9.66468108
31.02389300,-1.70891092,-0.12924536,9.76520525
31.04394800,-1.62753421,-0.20104834,9.81786077
31.06400400,-1.77114017,-0.27763819,9.94231927
31.08405900,-1.62753421,-0.38773609,10.25825238
31.10411400,-1.60838675,-0.27763819,10.08113836
31.12416800,-1.68976346,0.03350806,9.65989422
31.14422200,-1.66582913,0.33508057,9.42055095
31.16427500,-1.91474613,0.40209669,9.46841960
31.18433200,-1.75199271,0.55527638,9.73648406
31.20438900,-1.44084646,0.64143995,9.85615569
31.22444500,-1.30202737,0.90471755,9.94231927
31.24450800,-1.58923929,1.35468289,9.59766497
31.26456300,-1.46956765,1.60838675,9.68861541
31.28461800,-1.16799514,1.63710794,9.99976165
31.30467400,-1.47914138,1.90995926,9.67904168
31.32472900,-1.78071390,2.13015507,9.26737126
31.34478300,-1.67061600,2.37907206,9.03760172
31.36483600,-1.67061600,1.85251688,9.29609245
31.38489200,-1.44563333,1.60359988,9.81307391
31.40494600,-1.68018973,1.68976346,9.71254973
31.42500200,-2.44130131,1.50307571,9.06153605
31.44505600,-2.12536820,0.56006324,10.23431805
31.46511100,-0.97173366,-0.11967163,12.26873582
31.48516500,-0.48826026,0.97173366,11.97195017
31.50521900,-1.50786258,1.70891092,10.44015326
31.52527500,-2.02484403,2.26418730,9.38225603
31.54533000,-1.63232107,2.83382427,8.95622501
31.56538300,-1.56051809,3.05880694,8.75996354
31.58543700,-1.24458498,2.97743023,8.79825846
31.60549800,-1.28287991,2.64234966,8.80304532
31.62556100,-1.56051809,2.02484403,9.46841960
31.64561600,-1.49350198,1.89081180,10.11464642
31.66567100,-0.72281666,1.92910672,10.43536640
31.68572500,-0.77547218,1.87166434,10.21517059
31.70577900,-1.38819094,1.57487869,10.09071209
31.72583300,-2.47480937,1.79986136,8.68816056
31.74588700,-0.30635938,2.46044877,10.34441596
31.76594100,-0.64143995,2.04877836,10.86618428
31.78599400,-1.06268410,1.76156644,10.45930072
31.80605300,-0.75632472,1.67061600,9.69818914
31.82611000,-1.08661843,1.82379569,9.57851751
31.84616400,-1.42648587,1.83336942,8.74081607
31.86637400,-0.55048951,2.18281059,9.56415691
31.88642900,-1.30681423,1.50307571,9.80828704
31.90648300,-1.19192946,1.17756887,10.40185834
31.92653700,-0.83291457,1.09140529,10.54546430
31.94659800,-1.07225783,1.04832351,10.13379388
31.96665400,-0.77068532,1.30681423,10.01412225
31.98910900,-0.57921070,1.16320827,10.55025117
32.00917300,-0.89514381,1.08661843,10.20081000
32.02931700,-1.34510915,1.21586379,9.72212347
32.04938400,-1.43127273,1.12012648,9.96625360
32.06944200,-1.23022439,1.19671633,10.08592523
32.08949800,-1.27809304,1.15363454,10.07156463
32.10955100,-1.21107693,0.99566799,9.97104046
32.12960500,-0.95258620,0.72760353,10.18166254
32.14965900,-1.45042019,0.29199878,10.65077534
32.17666800,-1.53179690,0.54570265,10.53110370
32.19672600,-1.74720584,0.77068532,10.39228461
32.21678600,-1.61796048,1.14406081,9.82264764
32.23684200,-1.22065066,1.59881302,9.55458318
32.25690300,-1.60359988,0.67494801,9.69340227
32.27696900,-1.69933719,0.78983278,9.48756706
32.29702400,-1.26373244,1.23501125,9.54500945
32.31707800,-0.77547218,1.15363454,10.25825238
32.33713200,-1.08183156,0.86642262,10.65077534
32.35719000,-1.79507450,0.20583521,10.19123627
32.37724500,-2.36949833,0.39252296,9.34874797
32.39730000,-1.49828885,1.15842141,9.22428947
32.41735600,-0.11009790,0.95737306,9.78435271
32.43743100,-0.27763819,1.39297781,9.97104046
32.45811700,0.73717726,1.63232107,10.58854609
32.47819300,-1.42169900,2.08228641,10.25346552
32.49866700,-1.52701004,1.44563333,9.39182976
32.51877300,-0.32071998,1.17756887,9.99497479
32.53886700,-0.85206203,1.08183156,10.18166254
32.55892600,-0.46911280,0.56485011,10.31569476
32.57898600,-0.66537428,0.94779933,10.73215205
32.59904200,-0.74196412,0.94301247,10.56939863
32.61909800,-0.71324293,1.26373244,10.29176044
32.63916000,-0.72281666,1.28766677,10.00454852
32.65922000,-0.32071998,1.24937185,10.03805658
32.67927700,-0.14839282,1.20150320,10.16730194
32.69934000,-0.20583521,1.23022439,10.01412225
32.71939600,-0.34944117,1.35468289,9.76999212
32.73945100,-0.29678565,1.28287991,9.74127093
32.75950500,-0.11009790,1.23501125,9.91838494
32.77955900,-0.14360596,1.38819094,9.77477898
32.79961300,-0.74675099,1.35468289,9.95189300
32.81966700,-1.03396291,1.20150320,10.37313715
32.83972100,-1.13927395,1.05789724,10.59811982
32.85978200,-1.23979812,1.08183156,10.59811982
32.87984200,-1.00524172,1.12012648,10.35877655
32.89989800,-0.92386501,1.12491335,10.22953119
32.91995300,-1.15842141,1.12491335,10.19602313
32.94000700,-1.19671633,1.05311037,10.22474432
32.96006100,-0.96694679,1.17756887,9.95667987
32.98011500,-0.64622682,1.23979812,9.57851751
33.00016900,-0.99566799,1.13448708,9.55937004
33.02022300,-1.02917604,1.21586379,9.70297600
33.04027800,-1.03396291,0.86163576,9.97104046
33.06033500,-1.23501125,1.03874977,9.69818914
33.08039000,-1.22543752,0.98130739,9.70776287
33.10044400,-1.34510915,0.86163576,10.14815448
33.12049800,-1.48871511,0.86642262,10.21517059
33.14055100,-1.46956765,0.94301247,10.06677777
33.16060800,-1.32117483,1.03396291,9.81786077
33.18066300,-1.27809304,1.10097902,9.67425481
33.20071900,-1.30202737,1.05311037,9.79871331
33.22077300,-1.14406081,1.02917604,9.95667987
33.24082800,-1.61317361,1.02438918,10.15294134
33.26088400,-1.71848465,1.09619216,9.89445062
33.28094200,-1.62753421,1.17756887,9.47799333
33.30100800,-1.45520706,1.28766677,9.12376530
33.32106300,-1.32596169,1.31160110,9.25301066
33.34111800,-1.62274734,1.34989602,9.40619035
33.36117200,-1.65625540,1.31160110,9.47320647
33.38122600,-1.44084646,1.17756887,9.67904168
33.40128000,-1.27809304,0.99566799,9.90402435
33.42133500,-1.76156644,1.17756887,9.95667987
33.44138900,-1.63232107,1.06268410,9.99976165
33.46144600,-1.23979812,1.05311037,9.68382854
33.48150000,-1.51264944,1.03396291,9.86572942
33.50155500,-1.51264944,0.90471755,9.76520525
33.52160900,-2.09664701,0.77547218,9.84658196
33.54166600,-2.01527030,0.55527638,10.23431805
33.56172000,-1.81900882,0.48347340,10.59333295
33.58177400,-1.62753421,0.48347340,10.44015326
33.60182800,-1.21107693,0.74675099,9.76520525
33.62188200,-1.46956765,0.98609426,9.38704289
33.64193600,-1.02917604,0.97173366,9.54022258
33.66199100,-1.68976346,0.88557008,9.74605779
33.68204600,-1.95782792,0.71324293,10.23910492
33.70210500,-1.83815628,0.60793190,10.45451386
33.72219000,-1.99133597,0.59357130,10.30133417
33.74224500,-1.91953299,0.67973488,9.90881121
33.76230000,-2.09186014,0.73239039,9.65510735
33.78235400,-2.03920463,0.71802980,9.69340227
33.80240800,-1.72805838,0.69409547,10.09071209
33.82246300,-1.68497659,0.83291457,10.38271088
33.84251700,-1.21107693,0.87120949,10.02848285
33.86257500,-1.48392825,0.88078322,9.83700823
33.88263200,-1.69455032,0.87120949,10.01890911
33.90268700,-1.98176224,0.93343874,9.86094256
33.92274200,-2.11100761,0.86642262,9.82743450
33.94279600,-2.30726908,0.78504591,9.67425481
33.96285000,-2.18281059,0.69409547,9.54500945
33.98290400,-2.15408939,0.72760353,9.29130559
34.00295800,-2.02963090,0.86642262,9.31045305
34.02301300,-2.61841533,0.75153786,9.69340227
34.04306800,-2.57533354,0.68452174,9.84179510
34.06312400,-2.15887626,0.46432594,9.91359808
34.08317800,-2.24503984,0.19147461,10.36356342
34.10323200,-2.76680815,0.15317969,10.41621894
34.12328600,-2.79074248,0.35901490,9.62159929
34.14333900,-3.06359380,0.33029371,9.41576408
34.16339600,-2.58490727,0.16275342,9.55937004
34.18345100,-2.15408939,0.11009790,9.70297600
34.20350500,-2.92956158,0.06701611,9.62159929
34.22356100,-3.94916389,0.28242505,9.34874797
34.24361500,-3.45611676,0.30635938,9.26258439
34.26367200,-3.44175617,0.30157252,9.19556828
34.28372700,-3.39388751,0.30157252,9.09025724
34.30378900,-3.99703254,0.11009790,8.87963517
34.32385600,-5.00706112,0.16754029,8.31478506
34.34391600,-4.30339192,0.00957373,8.41530923
34.36397100,-4.40391609,0.01914746,8.44881729
34.38402500,-4.68634115,-0.07180298,8.52540714
34.40407900,-5.23683066,-0.18190088,7.98927822
34.42413400,-5.82082823,-0.13881909,7.23774036
34.44418800,-6.56279235,-0.23934327,6.90265979
34.46424500,-6.53407116,-0.31114625,6.80692249
34.48429900,-6.23249865,-0.60314503,6.96488904
34.50435300,-6.40003893,-1.02438918,7.63983705
34.52440700,-6.56757922,-1.17278200,7.65419765
34.54446300,-6.93138098,-1.32117483,7.41964125
34.56451800,-7.10849500,-1.48871511,7.50580482
34.58457200,-7.37177259,-1.58923929,7.85524599
34.60462600,-6.41918639,-1.63232107,7.56324721
34.62468000,-5.58627183,-1.70412405,6.84521741
34.64473300,-7.20423231,-1.93389359,6.03623717
34.66478900,-7.58239467,-2.28333476,6.39525207
34.68484500,-7.77865615,-2.53225175,7.18508485
34.70489900,-7.32390394,-2.78595562,7.33826454
34.72495800,-6.95531531,-2.92477471,7.33347767
34.74501500,-7.71642690,-3.07795440,7.21859290
34.76508000,-8.62593131,-3.00615142,6.68246399
34.78513400,-7.49144423,-3.09231500,6.58672668
34.80518900,-7.25688783,-3.26942901,6.88351233
34.82729000,-7.23774036,-3.41303497,7.02711829
34.84734800,-6.51013684,-3.39388751,6.73990637
34.86740700,-7.08934754,-3.48005109,6.81649622
34.88746200,-7.06062635,-3.56142780,7.60632899
34.90751700,-5.84954942,-3.80555793,7.90311464
34.92757100,-6.22771178,-3.70024689,7.21380604
34.94762500,-6.54843176,-3.28857647,6.00272911
34.96768000,-6.44790759,-3.19283917,5.59584556
34.98773400,-6.14633507,-3.48005109,6.56279235
35.00778800,-5.64850108,-4.08798298,8.74560294
35.02784300,-5.73466465,-4.35604744,9.73169720
35.04790700,-5.62456675,-4.22201521,9.06153605
35.06797000,-5.08365097,-4.23158894,8.18553970
35.08803500,-5.36607602,-3.93001643,7.33826454
35.10809500,-5.65328794,-3.81034479,7.43878871
35.12816200,-5.34214170,-3.64759137,7.99885195
35.14822400,-4.75335726,-3.76247614,8.60199698
35.16828700,-4.62411190,-3.78641047,9.13333903
35.18834400,-4.22680208,-3.92044270,9.23865007
35.20839800,-3.35080572,-3.83906599,8.60199698
35.22845300,-3.29336334,-3.63323078,8.58763638
35.24850700,-3.09231500,-3.36516632,9.03760172
35.26856200,-2.79074248,-3.16411798,9.54022258
35.28861600,-2.68064458,-3.01093829,9.53064885
35.30867100,-1.49828885,-3.02529888,9.81786077
35.32872500,-1.29724050,-2.76202129,9.81307391
35.34878700,-1.17756887,-2.54661235,9.53064885
35.36885100,-0.39252296,-2.80031621,9.29130559
35.38890700,-0.38294923,-2.37907206,9.11897843
35.40896100,-0.30635938,-2.22589237,9.35832170
35.42901600,0.24891700,-2.04399149,9.50192766
35.44907000,0.88557008,-2.01048343,10.32048163
35.46912500,0.77068532,-2.02963090,10.65556220
35.48917900,0.87599635,-1.79986136,9.97104046
35.50923300,1.22543752,-1.45042019,9.50192766
35.52928700,1.65625540,-1.18235573,9.36310857
35.54934100,1.96740165,-1.18235573,9.70297600
35.56939500,1.88123807,-1.18235573,9.99976165
35.58944900,1.82858255,-1.05311037,9.60723870
35.60950300,2.21153178,-1.00524172,9.16684709
35.62955700,2.76202129,-0.69888234,8.98015934
35.64961100,3.38910065,-0.57442384,9.05674919
35.66966500,3.82470539,-0.27285132,8.74081607
35.68971900,3.78162360,-0.20583521,8.38180118
35.70977300,3.82949226,-0.00957373,8.35786685
35.72982600,4.48529280,-0.16275342,8.45360416
35.74987900,4.65283309,-0.03829492,8.19990029
35.76994000,4.84909457,0.18668775,7.82652480
35.79000500,4.92568441,0.21540894,7.70206630
35.81006000,4.99748739,0.26806446,7.86960659
35.83011400,5.39001035,0.26806446,7.92226210
35.85016900,5.48096079,0.40209669,7.51537855
35.87022200,5.92135240,0.26806446,7.34783827
35.89027600,5.88784434,0.33029371,7.34783827
35.91033000,6.33302282,0.38294923,7.71164003
35.93038400,6.99361023,0.20104834,8.00363882
35.95043800,6.74469324,0.29199878,7.33826454
35.97049200,6.55800549,0.36380176,6.94574158
35.99054600,6.83564368,0.26327759,7.11806873
36.01060000,6.79256189,0.15796656,6.85957800
36.03065500,6.94095471,0.24891700,6.60587414
36.05071000,7.77865615,0.00478687,6.97924964
36.07076400,7.54888661,-0.20104834,6.82606995
36.09081900,8.15203164,-0.13403223,6.64416906
36.11087300,7.80259047,-0.15796656,6.79734875
36.13092700,7.16115052,-0.24413013,6.85957800
36.15098100,7.38134632,-0.32550684,7.21859290
36.17103500,7.19465858,-0.38294923,6.83564368
36.19798400,7.23295350,-0.25849073,6.12718761
36.21804000,8.17596597,-0.46432594,6.46705505
36.23809500,8.11373672,-0.54091578,6.87872546
36.25814900,7.13721619,-0.58878443,6.67767712
36.27820400,7.34305140,-0.60314503,6.50056310
36.29825900,8.19511343,-0.73239039,6.85957800
36.31831300,7.82652480,-0.80898024,7.14200306
36.33836800,7.12285560,-0.80419337,7.13242933
36.35842200,6.99839710,-0.90950441,7.34305140
36.37848200,7.75472182,-1.00045485,7.40049378
36.39853700,7.41006752,-1.01002858,7.17551111
36.41859400,7.21859290,-0.94301247,7.16593738
36.43865700,7.11806873,-1.07704470,7.55846034
36.45871200,7.00318396,-1.01481545,7.45314930
36.47876600,6.97446277,-0.90471755,6.70161145
36.49882000,6.94095471,-0.84248830,6.33780968
36.51887400,7.08934754,-1.11533962,6.84521741
36.53892700,7.23774036,-1.06268410,7.07498694
36.55898100,7.77386928,-1.02917604,6.81170935
36.57903600,7.47708363,-1.18235573,6.93138098
36.59908900,6.87872546,-1.33074856,7.44357557
36.61914400,7.25210096,-1.44084646,7.80259047
36.63919700,7.74036122,-1.39297781,7.56803407
36.65925200,7.53931288,-1.24937185,7.24252723
36.67930600,7.27124842,-1.22543752,7.30954334
36.69936100,7.10849500,-1.19192946,7.42921498
36.71941500,7.34305140,-1.12970022,7.41006752
36.73946900,7.15636365,-1.23979812,7.91268837
36.75952200,6.50534997,-1.35946975,8.44881729
36.77957600,6.43354699,-1.15363454,8.29085073
36.79963800,6.30430163,-0.92386501,7.71164003
36.81969400,6.10804015,-0.78025905,7.51059169
36.83974900,5.85912315,-0.84727516,7.58239467
36.85981500,6.04581090,-0.81855397,7.79780361
36.87987700,5.92135240,-0.90950441,8.05150747
36.89993300,5.38043662,-0.81376710,7.97013076
36.91998700,5.36128916,-0.81855397,7.88396718
36.94004100,5.91177867,-0.87599635,8.22862149
36.96009500,5.27033872,-0.88078322,8.61635758
36.98014900,4.83952084,-0.71324293,8.55412833
37.00020300,5.25597812,-0.63665309,8.23819522
37.02025700,5.37086289,-0.60793190,8.01321255
37.04031200,5.12194589,-0.57442384,8.08980239
37.06036700,5.05014291,-0.38773609,8.15203164
37.08042100,5.08843784,-0.33986744,8.30042446
37.10047600,4.74857040,-0.42603101,8.69294742
37.12052900,3.84863972,-0.42603101,9.05674919
37.14058300,3.51355914,-0.40209669,9.15248649
37.16063700,3.94437702,-0.44996534,9.33438737
37.18069100,3.69546003,-0.56963697,9.52586199
37.20074600,3.17369171,-0.66537428,9.57373064
37.22080000,3.07795440,-0.60793190,9.64553362
37.24085500,3.07316754,-0.46432594,9.44927214
37.26091000,2.94870904,-0.39730982,9.52586199
37.28096400,2.28333476,-0.51698145,9.94231927
37.30101800,1.62274734,-0.58399757,10.43536640
37.32107200,2.12536820,-0.61750563,10.66513593
37.34112600,2.78116875,-0.56963697,10.33484223
37.36118000,2.02963090,-0.34944117,9.76999212
37.38123400,0.80419337,-0.15317969,9.77956585
37.40128800,0.76111159,-0.26806446,10.22474432
37.42134200,0.58399757,-0.15317969,10.40185834
37.44140200,0.69888234,-0.07180298,10.15772821
37.46146700,0.33029371,-0.10531104,10.01412225
37.48152100,-0.20104834,0.03829492,9.82264764
37.50157600,-1.16799514,0.04786865,9.76520525
37.52163100,-0.72281666,0.00957373,9.88966375
37.54170500,-0.31114625,0.04786865,9.75084466
37.56176900,-1.11055275,0.06222925,9.54979631
37.58184000,-1.97218851,0.10531104,9.88966375
37.60313200,-1.89081180,0.02393433,10.36835028
37.62319800,-1.72805838,-0.05744238,10.11943329
37.64328500,-2.20674491,-0.00957373,9.67904168
37.66335200,-3.15933111,0.25370386,9.20035515
37.68341400,-3.42260870,0.39730982,8.94665128
37.70346900,-3.10188873,0.40209669,9.30566618
37.72352400,-3.01093829,0.32550684,9.60723870
37.74357900,-3.01093829,0.36858863,9.31523991
37.76364400,-3.24549469,0.51219459,8.79825846
37.78370400,-3.21677350,0.59835817,8.59721011
37.80375900,-3.27421588,0.55048951,8.55412833
37.82381400,-4.05926179,0.45953907,8.77432413
37.84387100,-4.13106477,0.38294923,8.92750382
37.86393100,-4.32253938,0.41645728,8.96579874
37.88399300,-3.87257404,0.31593311,9.18599455
37.90405700,-4.23158894,0.19147461,9.05674919
37.92411300,-5.20810947,0.37816236,8.47753848
37.94416700,-4.72942294,0.44039161,8.49189908
37.96422500,-4.62889876,0.42124415,8.52540714
37.98428300,-3.91086897,0.33508057,8.82697965
38.00433800,-5.89741807,0.34465430,8.17117910
38.02439400,-7.29039588,0.62229249,7.54888661
38.04445100,-5.70594346,0.65101368,7.31433021
38.06450800,-5.74423838,0.54570265,7.40528065
38.08456200,-5.86391002,0.46911280,7.72121376
38.10461700,-6.21335119,0.44996534,7.50580482
38.12523700,-6.52928430,0.49783399,6.94095471
38.14530000,-7.02233142,0.41167042,6.57236608
38.16536900,-6.87393860,0.46911280,6.42397326
38.18543700,-6.74948010,0.29199878,6.59151355
38.20549800,-7.17551111,0.18190088,6.48620251
38.22556000,-7.91268837,0.06701611,5.94528673
38.24561700,-8.33871939,0.01436060,5.69636973
38.26567200,-7.89354091,-0.14839282,5.83040196
38.28572600,-7.97013076,-0.34944117,5.98358165
38.30578100,-8.21426089,-0.38294923,5.64850108
38.32583500,-8.51104654,-0.40688355,5.39958408
38.34588900,-8.58763638,-0.45475221,5.13151962
38.36594300,-8.26212954,-0.53134205,4.78207845
38.38599700,-8.31478506,-0.71802980,4.62411190
38.40605100,-8.71209488,-0.76589845,4.65283309
38.42610600,-8.61157071,-0.87599635,4.78686532
38.44616100,-8.28606387,-1.05789724,4.88738949
38.46622400,-9.44448528,-1.20150320,4.65761996
38.48628700,-9.49235393,-1.36904348,4.90175009
38.50634200,-8.71688175,-1.36425662,4.72463607
38.52639600,-8.10416299,-1.34989602,4.34168685
38.54645000,-8.04672060,-1.53179690,4.23158894
38.56650400,-8.94665128,-1.72805838,4.08319612
38.58656100,-9.53064885,-1.76156644,4.14063850
38.60661600,-9.27694499,-1.86209061,4.33211311
38.62667000,-9.17163395,-1.98176224,4.47571907
38.64672700,-8.70252115,-2.08707328,4.38476863
38.66678100,-8.69294742,-2.14451566,4.39912923
38.68683500,-9.20035515,-2.17802372,4.59539071
38.70688900,-9.53064885,-2.49874370,4.71506234
38.72694300,-9.16206022,-2.32162968,4.27467073
38.74699700,-8.81740592,-2.41736699,4.02096687
38.76705100,-8.26212954,-2.55618608,4.24116267
38.78710900,-8.20947402,-2.71415264,4.90175009
38.80716400,-9.00888053,-2.67107085,5.04535605
38.82722000,-9.28651872,-2.58490727,4.60496444
38.84727700,-8.59242325,-2.68064458,4.41348983
38.86733300,-7.71164003,-2.88169292,5.08365097
38.88738800,-7.56803407,-3.18805230,6.24207238
38.90744900,-7.54888661,-3.20241290,6.56279235
38.92751300,-7.58239467,-3.13060992,6.26121984
38.94756800,-7.23774036,-2.96785650,5.98358165
38.96762200,-7.42921498,-3.03965948,5.75859898
38.98767600,-7.68291884,-3.07316754,5.71073033
39.00773000,-7.74036122,-3.07795440,5.96443419
39.02779200,-7.29039588,-3.14018365,6.53407116
39.04785100,-6.62023474,-3.35559259,7.18029798
39.06790600,-6.42876012,-3.56621466,7.53452601
39.08796000,-7.20901917,-3.45611676,7.34783827
39.10801500,-7.43400184,-3.40824811,7.18029798
39.12806900,-6.75905383,-3.30293707,6.77341443
39.14812300,-5.88784434,-3.25028155,7.03190516
39.16817800,-5.77295958,-3.31251080,7.74514809
39.18823200,-5.79210704,-3.38431378,8.21426089
39.20828600,-5.72030406,-3.28378961,8.02757314
39.22834100,-5.41394468,-3.09231500,7.36698573
39.24839800,-4.89217636,-3.10667559,7.18508485
39.26845200,-5.12194589,-3.11146246,7.56324721
39.28850600,-4.93047128,-3.14975738,7.98449135
39.30856200,-4.39912923,-3.27900274,8.62114444
39.32862000,-4.34168685,-3.41303497,9.21471574
39.34867400,-4.89696322,-3.55185407,9.31045305
39.36872800,-4.68155428,-3.34123199,8.54455460
39.38878200,-3.99703254,-3.23113409,8.06108120
39.40883600,-3.49919855,-3.29336334,8.73124234
39.42889000,-3.49919855,-3.34601886,9.58330437
39.44894600,-3.70503376,-3.33165826,9.83222137
39.46900100,-3.19283917,-3.28857647,9.35353484
39.48906200,-2.78595562,-3.13060992,8.88442203
39.50912100,-2.76202129,-3.07795440,9.19078141
39.52920200,-2.66149712,-3.13060992,9.53543572
39.54926600,-2.34556401,-3.07316754,9.60245183
39.56932200,-2.11100761,-3.01093829,9.67425481
39.58937800,-2.44130131,-2.93913531,9.60245183
39.60943200,-2.08707328,-2.83861113,9.47799333
39.62948700,-1.92431986,-2.84339800,9.69340227
39.64954400,-2.04877836,-2.75723442,10.01412225
39.66959900,-1.45042019,-2.70936577,10.27739984
39.68965400,-1.08183156,-2.63756279,10.28697357
39.70970800,-0.28721192,-2.78595562,10.17687567
39.72976200,0.22019580,-2.62798906,9.85136883
39.74981600,0.40688355,-2.13015507,9.36310857
39.76987000,0.29678565,-1.95304105,9.33917424
39.78992400,0.49783399,-1.83336942,9.62638616
39.80997800,0.70366920,-1.84773001,9.93753240
39.83003200,1.23022439,-1.80464823,10.20559686
39.85008900,1.34989602,-1.66104227,10.04284344
39.87014400,1.28287991,-1.40255154,9.52586199
39.89019900,1.39776467,-1.34510915,9.62159929
39.91025300,1.87166434,-1.40255154,10.20081000
39.93031700,1.55094436,-1.27330618,9.96625360
39.95037700,1.60838675,-1.05311037,9.32481364
39.97044600,2.13015507,-0.88557008,9.16206022
39.99050100,2.72851323,-0.90471755,9.49714079
40.01055500,2.78116875,-0.85684889,9.64553362
40.03061200,2.74766069,-0.58878443,9.18599455
40.05066900,2.71893950,-0.43081788,9.21471574
40.07072400,2.93913531,-0.38773609,9.38225603
40.09077800,3.67152570,-0.36858863,9.25301066
40.11083200,3.97788508,-0.36380176,9.25301066
40.13088500,3.59014899,-0.13403223,8.95143815
40.15093900,3.38910065,0.10052417,8.74081607
40.17099400,3.74811555,0.08137671,9.10461784
40.19104700,3.97309822,0.00478687,9.24822380
40.21799900,3.99703254,0.02872119,9.11897843
40.23805300,4.17893342,0.09095044,9.09504411
40.25811000,4.04011433,0.32071998,8.65465250
40.27816500,4.44221102,0.32550684,8.53976773
40.29822100,4.10713044,0.47389967,8.32435879
40.31827700,4.13585164,0.44996534,8.16639224
40.33833100,4.36083431,0.45475221,8.10894985
40.35838600,4.98791366,0.37816236,8.29085073
40.37844000,5.11715903,0.25370386,8.39616177
40.39849400,5.46181333,0.33029371,8.47753848
40.41854700,5.63892735,0.33986744,8.35786685
40.43860100,5.65807481,0.34944117,8.01799941
40.45865800,5.08365097,0.55048951,7.47708363
40.47871300,5.72987779,0.36380176,7.48665736
40.49876700,6.68246399,0.29199878,7.60154213
40.51882000,6.37610461,0.35422803,7.37655946
40.53897300,6.20856432,0.54570265,7.08934754
40.55936100,6.41918639,0.44996534,7.12764246
40.57942400,6.13676134,0.27285132,7.15157679
40.59948200,6.22771178,0.33029371,6.89787293
40.61953700,6.51013684,0.23455640,6.53885803
40.63959200,7.07977381,0.25370386,6.48141564
40.65964700,7.46272303,0.15317969,6.65374279
40.67970100,7.54888661,0.00478687,6.73511951
40.69975500,6.86436487,-0.03350806,6.28036730
40.71981000,7.41964125,-0.07658985,6.17026940
40.73986400,8.08501553,-0.33986744,6.51971057
40.75992100,7.85045912,-0.54091578,6.52449743
40.77997700,8.38658804,-0.44996534,6.11761388
40.80003100,8.21904775,-0.36380176,6.02187657
40.82008500,7.57760780,-0.47389967,5.98836852
40.84014100,7.81216420,-0.77547218,6.39046520
40.86020100,8.32435879,-0.81376710,6.31866222
40.88025600,8.21904775,-0.90471755,6.13197447
40.90031100,7.87439345,-0.89993068,5.89263121
40.92036600,8.00363882,-0.97652053,5.94528673
40.94042100,8.50147281,-1.13927395,6.29951476
40.96047500,8.54934146,-1.16799514,6.33302282
40.98053700,8.16160537,-1.09140529,6.20377745
41.00060600,7.32869081,-1.13448708,6.32344909
41.02066100,8.05150747,-1.36425662,6.75426697
41.04071800,8.40094864,-1.45999392,6.68725085
41.06077700,8.67858683,-1.44563333,6.49098937
41.08083200,8.09937612,-1.44084646,6.60108728
41.10088700,7.39092005,-1.38340408,6.82128308
41.12094100,7.52495228,-1.43127273,7.02233142
41.14099500,7.80737734,-1.67061600,7.16115052
41.16105000,7.84088539,-1.45520706,6.64416906
