"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
108.87614900,0.03350806,-3.53270661,-8.63550504
108.89620300,0.10052417,-4.01618000,-8.44881729
108.91625700,-0.03829492,-4.26988387,-8.34350625
108.93631000,-0.19626148,-4.61932503,-8.08980239
108.95636400,-0.73239039,-5.15545395,-7.77865615
108.97642000,-0.74196412,-5.46181333,-7.39092005
108.99647500,-0.57921070,-5.49532139,-7.45793617
109.01652900,-0.31593311,-5.18896201,-7.53452601
109.03658300,-0.45953907,-5.16502768,-7.89832778
109.05664600,-0.70366920,-5.52882944,-7.97491762
109.07671400,-0.73717726,-6.01230284,-7.45793617
109.09678900,-0.37337549,-6.24207238,-6.93138098
109.11685400,-0.22498267,-5.87827061,-7.38613319
109.13691600,-0.22976954,-5.54797691,-7.90311464
109.15697900,-0.08137671,-5.74423838,-8.04193374
109.17704300,-0.15796656,-5.98836852,-7.86003286
109.19709800,-0.00957373,-6.40003893,-7.53931288
109.21715200,0.11967163,-6.54364489,-7.25210096
109.23720800,0.26327759,-6.31866222,-7.41964125
109.25726500,0.36858863,-6.18941686,-7.60632899
109.27732100,0.51219459,-6.26121984,-7.52495228
109.29737500,0.46432594,-6.64895593,-7.54409974
109.31742900,0.41645728,-7.00318396,-7.26167469
109.33748600,0.44039161,-7.01275769,-7.06541321
109.35754100,0.49783399,-6.92180725,-6.88351233
109.37759600,0.62229249,-6.74948010,-7.06541321
109.39765000,0.68930861,-6.61066101,-7.37177259
109.41770400,0.62707936,-6.60587414,-7.42442811
109.43775900,0.69409547,-6.68725085,-7.28082215
109.45781700,1.07704470,-6.84521741,-7.28082215
109.47787300,1.22065066,-6.80213562,-7.77386928
109.49792800,1.02917604,-6.91702039,-7.88875405
109.51798300,1.11055275,-6.58672668,-7.86481972
109.53803600,1.34032229,-6.25643297,-7.70685317
109.55809000,1.14406081,-6.57715295,-7.60632899
109.57814500,1.08183156,-6.84043054,-7.65419765
109.59819900,1.35946975,-6.72554577,-7.78822988
109.61825300,1.39776467,-6.30430163,-8.03714687
109.63830800,1.44563333,-5.86869688,-8.01321255
109.65836500,1.67540286,-5.86869688,-8.05150747
109.67842000,1.84294315,-6.01708971,-8.22862149
109.69847400,1.75199271,-6.04102403,-8.24298208
109.71852800,1.54615750,-5.98836852,-8.43445669
109.73860100,1.29245364,-5.80646763,-8.42488296
109.75865800,1.51264944,-5.47138706,-7.95577016
109.77871400,1.72805838,-5.24161753,-7.88875405
109.79878000,1.56051809,-5.22725693,-8.37222744
109.81885100,1.55573123,-5.17460141,-8.41052237
109.83893800,1.83815628,-4.68634115,-8.64507877
109.85899900,2.00090970,-4.30339192,-8.97537248
109.87905800,2.02963090,-4.04011433,-9.01366740
109.89911500,2.02963090,-4.00660627,-8.81740592
109.91917100,2.02005717,-4.10234358,-8.84612711
109.93924900,2.08228641,-3.99703254,-8.86527457
109.95930600,2.08707328,-3.72418122,-9.11897843
109.97936200,1.93868045,-3.57578839,-9.09504411
109.99942300,1.83336942,-3.51355914,-9.21950261
110.01948200,1.68497659,-3.53270661,-9.11419157
110.03956100,1.68018973,-3.23592096,-8.76475040
110.05962200,1.89081180,-2.81946367,-8.76953727
110.07968200,1.80464823,-2.58012041,-9.22907634
110.09973900,1.72327152,-2.29290849,-9.48756706
110.11979500,1.46956765,-2.33599028,-9.48278020
110.13989100,1.04353664,-2.47959624,-9.23386320
110.15995400,0.98130739,-2.39343266,-8.62114444
110.18011000,1.14884768,-1.99133597,-8.74560294
110.20017900,1.09619216,-1.61796048,-9.08547038
110.22027100,1.01002858,-1.43605960,-9.40619035
110.24034700,1.07225783,-1.45042019,-9.49235393
110.26040400,0.92386501,-1.24937185,-9.16206022
110.28045800,0.78504591,-1.08183156,-9.15727336
110.30051200,0.65101368,-1.05311037,-9.20035515
110.32057000,0.49304713,-0.96694679,-9.40619035
110.34062500,0.09095044,-0.94779933,-9.52107512
110.36067900,0.34944117,-0.49304713,-9.33438737
110.38073300,0.91907814,0.29678565,-8.87963517
110.40078700,1.10576589,0.69888234,-8.80304532
110.42084100,0.77068532,0.68452174,-8.97058561
110.44089500,0.24413013,0.88557008,-9.44448528
110.46095200,0.20104834,1.33074856,-9.96146673
110.48100700,0.59835817,1.73763211,-10.02848285
110.50106300,0.60314503,1.73763211,-9.51150139
110.52111900,0.17232715,1.74241898,-9.01845426
110.54117300,0.10531104,2.05356522,-9.03281486
110.56122700,0.35422803,2.98700396,-10.09071209
110.58128100,0.47389967,3.33165826,-10.14336761
110.60133500,0.39252296,3.25028155,-8.83655338
110.62138800,-0.20583521,3.05880694,-7.79780361
110.64144200,-0.66058741,3.25506842,-7.06062635
110.66150000,-0.55048951,3.90608210,-7.51537855
110.68155300,-0.13403223,4.75814413,-8.79825846
110.70160700,-0.05265552,5.20810947,-8.89878263
110.72166500,-0.00478687,5.23204379,-7.33826454
110.74171900,-0.02393433,5.17460141,-6.37131774
110.76177400,-0.52655519,5.38522349,-6.38567834
110.78182800,-0.57921070,6.11282701,-7.37655946
110.80188200,-0.65580055,6.13197447,-7.64941078
110.82193900,-0.74675099,5.91656554,-7.50101796
110.84302300,-0.32071998,6.01230284,-6.75426697
110.86308400,0.36858863,6.54843176,-6.85957800
110.88313900,0.53612892,7.21380604,-7.84088539
110.90319300,-0.21540894,7.02711829,-7.76908241
110.92325100,-0.87599635,6.25643297,-6.91223352
110.94330500,-0.88078322,6.06017150,-5.36128916
110.96335900,0.03350806,7.18508485,-4.61453817
110.98341300,0.39730982,8.21426089,-5.78732017
111.00346800,0.00957373,8.20468716,-5.80168077
111.02352200,-0.34465430,7.58718153,-4.81079965
111.04357700,-0.56006324,7.14200306,-3.80077106
111.06363300,-0.41645728,7.55367348,-3.71460749
111.08368700,0.08616358,8.57327579,-4.60017757
111.10374300,0.32071998,8.89878263,-4.67676742
111.12380200,0.21540894,8.65943936,-4.03054060
111.14385700,0.11009790,8.33393252,-3.30293707
111.16391300,0.29199878,8.36744058,-2.71415264
111.18396800,0.93822560,8.98973307,-3.00615142
111.20402200,1.00524172,9.24343693,-3.76247614
111.22408300,0.54091578,9.02802799,-3.85342658
111.24418600,0.48826026,9.12855217,-3.37952692
111.26424400,1.45042019,9.49235393,-2.60405473
111.28429800,1.85251688,9.90402435,-2.56097295
111.30435200,1.43127273,9.96146673,-3.16890484
111.32441100,0.83770143,9.58809124,-3.32687140
111.34446600,0.88557008,9.32960051,-2.42694072
111.36451900,1.55573123,9.39661662,-1.63232107
111.38457300,1.69455032,9.78435271,-2.45566191
111.40462700,1.46956765,9.82264764,-3.25028155
111.42468100,1.25415871,9.50671453,-3.23592096
111.44473500,0.96215993,9.36789543,-2.56097295
111.46479300,1.02917604,9.32002678,-1.75677957
111.48484800,1.29245364,9.10940470,-1.61317361
111.50490500,1.14406081,9.38704289,-2.31684281
111.52496200,1.22543752,9.32960051,-2.76680815
111.54501700,1.32117483,9.13812590,-2.38385893
111.56507100,1.45042019,9.22428947,-1.35946975
111.58512500,1.93389359,9.32960051,-1.57009182
111.60517900,1.84773001,9.53064885,-2.40300639
111.62523200,1.69455032,9.18120768,-2.53225175
111.64528800,1.76156644,9.00409367,-2.51789116
111.66534300,1.84294315,9.33917424,-2.19717118
111.68539700,2.24025297,9.64074675,-2.80031621
111.70545100,1.99612284,9.26258439,-2.80988994
111.72551000,1.75199271,8.66901309,-2.59448100
111.74556400,1.58923929,8.18553970,-2.41736699
111.76561700,1.72327152,8.58763638,-2.32162968
111.78567000,2.12536820,9.33438737,-3.15933111
111.80572400,2.19238432,9.38704289,-3.49919855
111.82577800,2.15408939,8.63550504,-3.07795440
111.84583700,1.94346732,8.12809731,-2.97743023
111.86589600,1.99133597,8.14245791,-3.48962482
111.88595900,2.21153178,8.23340835,-4.32732625
111.90601300,2.19717118,8.21904775,-4.87781576
111.92606900,2.28812162,8.12331045,-5.27033872
111.94612400,2.56097295,7.81695107,-5.50489512
111.96617800,2.69500518,7.70685317,-5.95486046
111.98623200,2.69500518,7.53931288,-5.87827061
112.00628700,2.61841533,7.51059169,-6.07453209
112.02634100,2.47480937,7.25688783,-6.16069567
112.04639700,2.32162968,7.09413440,-6.36653088
112.06645100,2.37907206,6.79734875,-6.47184191
112.08650400,2.43172758,6.63459533,-6.51013684
112.10656000,2.37428520,6.54843176,-6.76862756
112.12661700,2.41258012,6.46226818,-7.07020008
112.14667100,2.35035087,6.10804015,-7.01275769
112.16672600,2.24982670,5.71073033,-7.17072425
112.18678300,2.13015507,5.52404258,-7.35741200
112.20683800,2.28812162,5.52404258,-7.71164003
112.22689200,2.23067924,5.54797691,-7.79301674
112.24694800,2.22589237,5.32778110,-7.68291884
112.26700600,2.19238432,4.96397934,-7.71164003
112.28706800,2.16366312,4.71027547,-8.03714687
112.30712300,2.08707328,4.53316146,-8.28127700
112.32717900,2.24503984,4.54752205,-8.07065493
112.34723300,2.13015507,4.43263729,-8.07544179
112.36728800,1.85730374,3.99224568,-8.20947402
112.38734300,1.74720584,3.42739557,-8.60199698
112.40739700,1.59402615,2.95349590,-8.93707755
112.42745000,1.45520706,2.72851323,-9.12376530
112.44750600,1.59402615,2.54661235,-9.19556828
112.46756000,1.69933719,2.35513774,-9.43012468
112.48761400,1.40733840,1.98176224,-9.62159929
112.50766800,1.03874977,1.61317361,-9.54500945
112.52772600,1.00045485,1.33074856,-9.26737126
112.54778000,1.13448708,1.31160110,-9.14291276
112.56783300,1.34989602,1.22543752,-9.17642082
112.58788700,1.08661843,0.73717726,-9.00409367
112.61489800,0.77547218,0.54091578,-9.18599455
112.63495300,0.93343874,0.52176832,-9.29609245
112.65501000,0.98609426,0.26806446,-9.34396110
112.67506500,0.87120949,-0.03829492,-9.24822380
112.69512000,0.74196412,-0.32550684,-9.28173186
112.71517700,0.58878443,-0.79461964,-9.17642082
112.73523200,0.64143995,-1.10576589,-9.32960051
112.75528700,0.35901490,-1.26373244,-9.49714079
112.77534100,0.13881909,-1.67061600,-9.20992888
112.79539400,0.33508057,-2.16366312,-8.89878263
112.81544800,0.22498267,-2.41258012,-9.05674919
112.83550200,0.28242505,-2.47002251,-9.09025724
112.85555900,0.47868653,-2.50831743,-9.01366740
112.87561300,0.25849073,-2.95828277,-8.72645548
112.89567400,0.33986744,-3.17847857,-8.50625967
112.91573900,0.27763819,-3.40346124,-8.69294742
112.93579400,0.56006324,-3.61408332,-8.95143815
112.95584800,0.35422803,-3.88214777,-9.00888053
112.97590100,0.15317969,-4.42306356,-8.85091398
112.99606700,-0.03350806,-4.72463607,-8.83176652
113.01612500,0.15796656,-4.70548861,-8.70730802
113.03618000,0.43081788,-4.56188265,-8.33871939
113.05623400,0.65580055,-4.68155428,-8.11852358
113.07628900,0.42124415,-4.88738949,-8.64029190
113.09634600,0.05744238,-5.12673276,-8.94665128
113.11640200,0.30157252,-5.17460141,-8.72166861
113.13645600,0.79461964,-5.10758530,-8.20947402
113.15651000,1.09619216,-5.15545395,-7.76429555
113.17656400,1.01481545,-5.20332260,-8.26691641
113.19663000,0.65101368,-5.30863364,-8.72645548
113.21669800,0.72760353,-5.24161753,-8.42966983
113.23677700,0.98130739,-5.17938828,-8.05150747
113.25684400,0.81855397,-5.20810947,-7.92226210
113.27690200,0.73717726,-5.31820737,-7.91268837
113.29696400,0.80898024,-5.42830527,-7.82652480
113.31703100,1.03396291,-5.49053452,-7.88396718
113.33708600,1.24458498,-5.55755064,-7.99406508
113.35714200,1.15363454,-5.50010825,-7.97013076
113.37719600,1.19192946,-5.38043662,-7.89832778
113.39725000,1.34989602,-5.36128916,-7.88396718
113.41730400,1.35946975,-5.53840318,-7.57282094
113.43735800,1.40733840,-5.88305748,-7.63505019
113.45741500,1.43605960,-6.01708971,-8.14245791
113.47747000,1.64189480,-5.58148496,-8.38180118
113.49752500,1.87166434,-4.97833993,-8.65465250
113.51757900,1.75199271,-5.13151962,-8.31957193
113.53763500,1.33074856,-5.74423838,-8.24776895
113.55768900,1.44084646,-5.71073033,-8.16160537
113.57774300,1.88602494,-5.23683066,-8.35786685
113.59779700,2.06313895,-4.77729159,-8.74560294
113.61785200,2.30248222,-4.68155428,-8.66901309
113.63790500,2.38864579,-4.73420980,-8.74081607
113.65796000,1.92910672,-4.93047128,-8.86048771
113.67801500,1.81900882,-4.89696322,-8.59721011
113.69806900,1.89081180,-4.66719369,-8.40094864
113.71812300,1.88123807,-4.66719369,-8.09458926
113.73817800,1.85730374,-4.94004501,-7.51059169
113.75823200,1.76156644,-4.94483188,-7.77865615
113.77828700,1.62753421,-4.56666952,-8.31478506
113.79834100,1.62753421,-4.15978596,-8.70730802
113.81839500,2.13015507,-3.81034479,-8.35307998
113.83844900,2.17802372,-3.64280451,-8.69773429
113.85850500,1.87645121,-3.94916389,-8.68816056
113.87856000,1.75677957,-4.14063850,-8.65465250
113.89861400,1.64189480,-4.14063850,-8.68337369
113.91867400,1.92910672,-3.96352449,-8.55412833
113.93873900,1.99612284,-3.81991853,-8.65465250
113.95879400,1.90038553,-3.68109943,-8.84612711
113.97884700,1.99612284,-3.47526422,-8.92750382
113.99890100,2.24025297,-3.14975738,-9.11897843
114.01895500,2.21153178,-2.86733233,-9.12376530
114.03900900,1.91474613,-3.11624932,-8.89399576
114.05906600,1.40733840,-3.54706720,-8.62114444
114.07912100,1.57009182,-3.54706720,-8.43924356
114.09917500,1.75677957,-3.34601886,-8.54455460
114.11922900,1.72805838,-2.97264336,-8.91314323
114.13928500,1.76635330,-2.68543144,-9.31045305
114.15935000,2.05356522,-2.46523564,-9.36310857
114.17975800,2.00569657,-2.36949833,-9.32481364
114.19982000,1.89081180,-2.47480937,-9.18120768
114.21987600,1.79507450,-2.60405473,-9.09025724
114.23993800,1.55094436,-2.60884160,-9.19556828
114.25999300,1.63232107,-2.39343266,-9.27694499
114.28004800,1.73763211,-2.13972880,-9.45405901
114.30010200,1.81422196,-1.96740165,-9.45405901
114.32016200,1.84773001,-1.89081180,-9.53543572
114.34023000,1.74241898,-1.77592703,-9.58809124
114.36028800,1.72327152,-1.76156644,-9.46363274
114.38034200,1.83336942,-1.74241898,-9.55458318
114.40039700,1.68018973,-1.53658377,-9.65510735
114.42045200,1.54615750,-1.37383035,-9.64553362
114.44050700,1.42169900,-1.55094436,-9.54979631
114.46056100,1.12012648,-1.85251688,-9.68382854
114.48061500,1.34510915,-1.38819094,-9.15727336
114.50066900,1.88602494,-0.71324293,-8.77432413
114.52072300,1.93868045,-0.38773609,-9.08547038
114.54078100,1.61317361,-0.26806446,-9.60723870
114.56084000,1.46478079,0.06701611,-9.84179510
114.58089500,1.27330618,0.24413013,-10.19123627
114.60094900,1.24458498,0.28242505,-10.14336761
114.62100300,1.75677957,0.70845607,-9.38225603
114.64105700,1.92431986,1.16320827,-9.76520525
114.66111300,1.41212527,1.45999392,-10.10985956
114.68116800,1.07225783,1.50307571,-9.56415691
114.70122200,0.87599635,1.64668167,-9.34874797
114.72127700,0.73239039,1.91474613,-9.33438737
114.74133200,0.60793190,2.16844999,-8.91793009
114.76138600,0.69409547,2.32641655,-9.20035515
114.78144000,0.79940651,2.82903740,-9.60723870
114.80149500,0.57921070,2.93434844,-9.51628826
114.82154900,0.37337549,3.04444634,-8.56370206
114.84160300,0.74675099,3.46569049,-8.24298208
114.86165800,0.93822560,3.74811555,-8.42009610
114.88171300,0.78025905,4.19329402,-8.91314323
114.90176800,0.21540894,3.93959016,-8.93707755
114.92182400,-0.71324293,4.17893342,-7.80737734
114.94188400,-0.40209669,4.67676742,-6.91223352
114.96194600,0.20583521,5.22247006,-7.22816663
114.98200200,0.33508057,5.69636973,-7.82652480
115.00205600,0.40209669,6.05538463,-8.55412833
115.02211400,0.66537428,5.99794225,-8.59242325
115.04216800,0.09573731,6.50056310,-7.24252723
115.06222300,-0.07658985,6.02666344,-6.44312072
115.08228000,-0.32071998,5.64371421,-6.04581090
115.10234500,-1.02917604,5.89263121,-6.33302282
115.12240100,-1.33074856,6.09846642,-6.91223352
115.14245500,-0.60314503,6.70639831,-5.37086289
115.16250900,0.43081788,7.11806873,-4.75335726
115.18256600,-0.14360596,7.09892127,-5.22725693
115.20262100,-0.46911280,7.52016542,-5.50010825
115.22267800,-0.11009790,7.49144423,-5.66764854
115.24274900,0.40688355,7.84567226,-5.17460141
115.26280800,0.06222925,8.09937612,-4.68155428
115.28286500,0.34465430,8.26691641,-5.15066708
115.30292100,0.11009790,8.04672060,-4.91611068
115.32297700,-0.44039161,7.82173793,-4.83952084
115.34306000,-0.44517847,7.84567226,-4.56188265
115.36312000,0.14839282,7.92226210,-4.30817879
115.38318800,0.46911280,7.81216420,-4.33211311
115.40324600,0.82334084,8.18553970,-4.56666952
115.42330200,0.45953907,8.23819522,-4.52358773
115.44338500,0.38294923,8.65943936,-3.58057526
115.46344200,1.10576589,8.64029190,-2.91520098
115.48349700,1.04832351,8.89399576,-3.66195197
115.50355200,1.03396291,9.27215812,-4.28424446
115.52360800,1.39776467,9.48278020,-4.15499910
115.54367500,1.58923929,9.54022258,-3.65237824
115.56373300,1.23979812,9.05674919,-3.28378961
115.58378900,0.91429128,8.53976773,-3.59014899
115.60384500,0.87120949,8.42009610,-4.01139314
115.62390200,1.41691213,8.87006144,-3.53749347
115.64396300,1.85251688,9.21471574,-3.49441168
115.66402000,1.74720584,8.95622501,-3.61887018
115.68407700,1.45520706,8.60199698,-3.84385285
115.70413300,1.22065066,8.39137491,-4.00181941
115.72419000,1.45520706,8.58284952,-3.67631257
115.74425100,2.01048343,8.92750382,-3.37952692
115.76430700,1.97218851,8.72645548,-3.34601886
115.78436300,1.82858255,8.69773429,-3.42739557
115.80442500,1.77592703,9.00409367,-3.37474005
115.82448400,2.08228641,9.33438737,-3.05880694
115.84454200,2.65671025,9.55937004,-2.76202129
115.86460000,2.52267802,9.76041839,-3.20241290
115.88465800,2.33599028,9.74605779,-3.38910065
115.90471500,2.41258012,9.54500945,-3.24070782
115.92477300,2.30248222,9.14769963,-3.04444634
115.94483400,2.13972880,8.94186442,-2.83861113
115.96490000,2.19717118,9.00888053,-3.12582305
115.98496100,2.13015507,8.91793009,-3.22634723
116.00502700,2.02484403,8.64507877,-3.11146246
116.02508700,2.04877836,8.57806265,-3.23113409
116.04516700,2.13494193,8.88442203,-3.38431378
116.06522400,2.35513774,8.85570084,-3.14018365
116.08528000,2.34077714,8.57806265,-3.14018365
116.10533700,2.04399149,8.22862149,-3.05880694
116.12539500,1.80464823,8.10894985,-3.47047736
116.14545800,2.15408939,8.12809731,-4.17414656
116.16551400,2.58012041,8.05150747,-4.66240682
116.18556900,2.80510308,7.75472182,-4.77250472
116.20562500,2.78595562,7.50101796,-5.22247006
116.22568000,2.51789116,7.35741200,-5.52404258
116.24713400,2.64234966,7.22337977,-5.72030406
116.26720500,3.02051202,6.98403650,-6.07931896
116.28728500,2.95349590,6.73990637,-6.43833386
116.30735100,2.79074248,6.48620251,-6.68246399
116.32740900,2.72851323,6.44790759,-6.84521741
116.34746500,2.86733233,6.25164611,-6.68725085
116.36751900,2.90562725,5.73466465,-6.70639831
116.38758100,2.70457891,5.38522349,-7.07498694
116.40764600,2.62798906,5.52404258,-7.56803407
116.42770200,2.92956158,5.54797691,-7.89354091
116.44778200,3.09231500,5.52404258,-7.95577016
116.46784000,3.07795440,5.24640439,-7.94140957
116.48789600,2.96785650,4.80601278,-7.94619643
116.50795100,2.77638189,4.40870296,-8.16160537
116.52800700,2.60405473,4.00660627,-8.35786685
116.54807800,2.49395683,3.67631257,-8.48711221
116.56813800,2.57533354,3.36037945,-8.46796475
116.58819700,2.66149712,3.09231500,-8.44403042
116.60825300,2.60884160,2.61841533,-8.64986563
116.63932500,2.47959624,2.32162968,-9.38704289
116.65940800,2.50831743,2.11579447,-9.50671453
116.67946500,2.59448100,1.92910672,-9.37268230
116.69952200,2.55139922,1.82858255,-9.43491155
116.71958200,2.34077714,1.65146854,-9.48278020
116.73964100,2.21153178,1.36425662,-9.37746916
116.75972000,2.17323686,1.22543752,-9.27215812
116.77977800,2.15408939,1.36425662,-9.25301066
116.79983500,2.26897416,1.45999392,-9.28651872
116.81989100,2.03441776,1.38340408,-9.38225603
116.83994800,1.81900882,0.97173366,-9.32002678
116.86001200,1.82858255,0.48347340,-9.10940470
116.88007000,1.85251688,0.32071998,-9.00409367
116.90012900,1.72805838,0.20583521,-9.21471574
116.92018800,1.64189480,-0.01436060,-9.40619035
116.94024400,1.65146854,-0.35422803,-9.59287810
116.96030500,1.27330618,-0.70366920,-9.65510735
116.98036200,1.12491335,-1.13448708,-9.52586199
117.00043700,1.27809304,-1.25894558,-9.32481364
117.02050500,1.36425662,-1.17756887,-9.42055095
117.04057200,1.45999392,-1.14406081,-9.60723870
117.06066000,1.11055275,-1.52222317,-9.57373064
117.08071700,0.79940651,-1.90995926,-9.44927214
117.10078000,0.71324293,-1.90995926,-9.32481364
117.12083700,0.85206203,-1.83815628,-9.24343693
117.14089400,1.01002858,-1.81422196,-9.36789543
117.16097200,0.82334084,-1.98176224,-9.38704289
117.18103200,0.51219459,-2.26897416,-9.42055095
117.20108900,0.36858863,-2.67585771,-9.09983097
117.22114600,0.54570265,-2.85775860,-8.91793009
117.24120700,0.41645728,-2.88647979,-9.09504411
117.26127300,0.21062207,-2.78595562,-9.16206022
117.28133100,0.20583521,-3.01572515,-9.03281486
117.30138700,0.04308179,-3.47526422,-8.62593131
117.32144400,-0.12924536,-3.65237824,-8.30999820
117.34151000,0.08137671,-3.45132990,-8.53498087
117.36157100,0.02872119,-3.43696930,-8.65943936
117.38163300,-0.11967163,-3.70982062,-8.31478506
117.40169000,-0.07180298,-3.95395075,-8.28606387
117.42175800,-0.38294923,-4.18372029,-8.33393252
117.44182900,-0.59835817,-4.34168685,-8.08980239
117.46191600,-0.33029371,-4.55709578,-7.93183584
117.48197700,-0.29199878,-4.80122592,-7.88875405
117.50203400,-0.45475221,-5.23204379,-7.66377138
117.52209100,-0.68452174,-5.78732017,-7.55367348
117.54214600,-0.78504591,-6.15112194,-7.30954334
117.56221600,-0.64622682,-6.09367955,-7.07977381
117.58227700,-0.70366920,-6.11282701,-6.73033264
117.60233500,-0.59835817,-6.51492370,-6.61544787
117.62240000,-0.76111159,-6.57715295,-7.11806873
117.64245800,-0.90950441,-6.49098937,-7.36219886
117.66253100,-0.63665309,-6.51971057,-7.15636365
117.68259100,-0.28242505,-6.76384070,-6.58672668
117.70264900,-0.11967163,-6.94574158,-6.69203772
117.72271000,-0.20104834,-6.96488904,-6.91702039
117.74276700,-0.35422803,-7.00797083,-6.88829920
117.76282900,-0.30157252,-7.17551111,-6.52449743
117.78288500,-0.09095044,-7.18029798,-6.34738341
117.80294200,0.05744238,-6.89308606,-6.42876012
117.82299800,0.03829492,-7.22816663,-6.34738341
117.84305500,0.32071998,-7.39570692,-6.32823595
117.86312400,0.13881909,-7.62068959,-6.61544787
117.88318100,-0.04308179,-7.86481972,-6.38567834
117.90323700,0.23455640,-7.70685317,-6.16548253
117.92329700,0.24891700,-7.72121376,-6.28036730
117.94335400,0.22976954,-7.85045912,-6.28515417
117.96341600,0.28242505,-8.12331045,-5.92135240
117.98347200,0.45475221,-7.98927822,-5.72509092
118.00352800,0.55048951,-7.78344301,-5.65328794
118.02358400,1.01002858,-7.57760780,-6.25164611
118.04364700,0.87120949,-7.74036122,-6.50534997
118.06375000,0.49783399,-7.90790151,-6.38567834
118.08380600,0.81855397,-8.00363882,-5.89741807
118.10386600,1.13448708,-7.96055703,-6.05059776
118.12392400,1.04832351,-7.80259047,-6.43354699
118.14398000,0.94779933,-7.74036122,-6.27558043
118.16405700,1.12970022,-7.66855824,-6.19899059
118.18411800,1.18714260,-7.44357557,-6.79734875
118.20417500,1.28287991,-7.33826454,-6.78777502
118.22423100,1.45520706,-7.39570692,-6.69682458
118.24429100,1.39297781,-7.38134632,-6.80213562
118.26435800,1.32596169,-7.17072425,-6.97924964
118.28441600,1.30202737,-7.08456067,-6.65374279
118.30447200,1.53179690,-7.10849500,-6.57715295
118.32452900,1.71848465,-6.62980847,-7.08934754
118.34458500,1.85730374,-6.26121984,-7.63983705
118.36464700,2.02005717,-6.25643297,-7.77386928
118.38470300,1.89559867,-6.31387536,-7.60154213
118.40475900,1.65146854,-6.51492370,-7.30475648
118.42481500,1.47435452,-6.88351233,-7.09892127
118.44488100,1.71369778,-6.60108728,-7.40049378
118.46495100,1.96740165,-5.80646763,-7.99406508
118.48501400,2.17802372,-5.31820737,-8.21426089
118.50507400,2.15408939,-5.18417514,-8.31478506
118.52513000,2.02963090,-5.21768320,-8.25255581
118.54518700,2.03441776,-5.26076499,-8.30042446
118.56525400,2.09664701,-5.05971664,-8.35786685
118.58531300,1.97218851,-4.74378353,-8.08501553
118.60537100,1.79028763,-4.63847250,-7.79780361
118.62542700,1.70891092,-4.72463607,-7.85045912
118.64548300,1.79507450,-4.55230892,-8.27170327
118.66555100,1.81900882,-4.16457283,-8.47753848
118.68560800,1.79507450,-4.06404866,-8.28606387
118.70566500,2.03441776,-4.04968806,-8.18075283
118.72572200,2.00090970,-3.85821345,-8.65465250
118.74578100,1.66104227,-3.82470539,-9.21950261
118.76584600,1.55573123,-4.01139314,-9.14291276
118.78590400,1.75677957,-3.86300031,-8.89399576
118.80596200,1.82858255,-3.60450959,-8.88920890
118.82601900,1.77114017,-3.60929645,-8.91314323
118.84607700,1.72327152,-3.38910065,-9.10940470
118.86614200,1.82379569,-2.93434844,-9.69818914
118.88619900,1.66582913,-2.80031621,-9.46363274
118.90625500,1.34510915,-2.98221709,-8.80304532
118.92631300,1.22543752,-3.12103619,-8.57806265
118.94637000,1.18235573,-2.75723442,-9.00409367
118.96643200,1.23979812,-2.33599028,-9.36789543
118.98648800,1.37383035,-2.01048343,-9.47799333
119.00654400,1.26373244,-1.82858255,-9.22907634
119.02660500,1.16320827,-1.77592703,-8.88442203
119.04666600,1.12012648,-1.75199271,-8.87006144
119.06677400,1.15363454,-1.35468289,-9.44927214
119.08683400,0.89993068,-1.01960231,-10.03326971
119.10690100,1.31160110,-0.67973488,-9.66946795
119.12696100,1.43605960,-0.61271876,-9.46363274
119.14701900,1.29724050,-0.50740772,-9.31523991
119.16708500,1.04353664,-0.25370386,-9.65510735
119.18714200,0.76111159,0.03350806,-10.39228461
119.20719800,0.83770143,0.41645728,-10.14815448
119.22725600,1.45520706,1.11055275,-9.15248649
119.24733400,1.07225783,1.01481545,-8.57327579
119.27121600,0.27285132,0.92386501,-8.59242325
119.29216500,0.42603101,1.60838675,-9.60245183
119.31223200,0.75632472,2.32641655,-11.03851143
119.33231300,0.75632472,2.28812162,-10.58375922
119.35238000,0.71324293,2.42694072,-8.94665128
119.37243900,0.33986744,2.48916997,-8.23819522
119.39249300,0.04308179,3.20241290,-9.02802799
119.41254700,-0.11967163,3.80555793,-9.64074675
119.43260100,0.12924536,4.28903133,-8.91793009
119.45266100,0.29199878,4.36562117,-7.26646156
119.47271800,0.11967163,4.47093221,-6.64416906
119.49277900,-0.35422803,5.23683066,-7.07020008
119.51283800,-0.30157252,5.82082823,-7.97970449
119.53290100,-0.29678565,5.95486046,-8.04193374
119.55295600,-0.16754029,5.96443419,-6.85479114
119.57301100,0.07180298,6.07931896,-5.93092613
119.59306500,0.04308179,6.45269445,-6.50534997
119.61312100,-0.24413013,6.70639831,-7.24731409
119.63317400,-0.52176832,6.38089147,-6.98882337
119.65323200,-0.67494801,6.18462999,-6.05538463
119.67329000,-0.44039161,6.33780968,-5.37086289
119.69334500,-0.19626148,6.95531531,-5.66764854
119.71339900,-0.01436060,7.42442811,-6.38567834
119.73345500,-0.17232715,7.05583948,-6.21335119
119.75350900,-0.85684889,6.68725085,-5.62935362
119.77356300,-0.37816236,7.25210096,-4.47093221
