"Time (s)","X (µT)","Y (µT)","Z (µT)"
31.76594100,17.93750000,80.43750000,62.87500000
31.78599400,17.61249924,79.98124695,62.65625000
31.80605300,17.41875076,80.06250000,62.28125000
31.82611000,16.84375000,80.55625153,62.76874924
31.84616400,16.69375038,80.73124695,62.78749847
31.86637400,16.43750000,80.83750153,62.66249847
31.88642900,15.89999962,80.83125305,62.50624847
31.90648300,15.44375038,80.69999695,63.00624847
31.92653700,14.89375019,80.61875153,62.83750153
31.94659800,15.00625038,80.82499695,62.26874924
31.96665400,14.57499981,80.82499695,62.97499847
31.98910900,14.80000019,80.93750000,62.40000153
32.00917300,14.65625000,80.96875000,62.37500000
32.02931700,14.71249962,81.06250000,62.97499847
32.04938400,14.66874981,81.10624695,62.60625076
32.06944200,15.01249981,81.05000305,62.21875000
32.08949800,14.66874981,81.18750000,62.21875000
32.10955100,14.80000019,81.09999847,62.28125000
32.12960500,14.57499981,81.07499695,62.04999924
32.14965900,14.24374962,81.63749695,62.11875153
32.17666800,14.46875000,81.76875305,62.04375076
32.19672600,14.48750019,81.40625000,62.10625076
32.21678600,14.63749981,81.56250000,62.23125076
32.23684200,14.80624962,81.30000305,62.43125153
32.25690300,14.69999981,81.18750000,62.48125076
32.27696900,14.69999981,80.78749847,62.58124924
32.29702400,14.96875000,80.55625153,62.84999847
32.31707800,15.01249981,80.26875305,62.93750000
32.33713200,15.23750019,80.33750153,62.87500000
32.35719000,15.38125038,80.08125305,63.26250076
32.37724500,15.35000038,79.60624695,63.31250000
32.39730000,15.23124981,79.44999695,63.63750076
32.41735600,15.08749962,79.08750153,63.66875076
32.43743100,14.66874981,78.66874695,63.99375153
32.45811700,14.37500000,78.98750305,63.98125076
32.47819300,14.48124981,78.41874695,63.74375153
32.49866700,14.95625019,79.02500153,63.63750076
32.51877300,15.17500019,79.00000000,63.75000000
32.53886700,15.37500000,78.98750305,63.75000000
32.55892600,15.28750038,78.80625153,63.66249847
32.57898600,15.03125000,78.71250153,64.01249695
32.59904200,15.36250019,78.74375153,63.79375076
32.61909800,15.48124981,79.16874695,63.06874847
32.63916000,15.45625019,78.88749695,63.68750000
32.65922000,15.96875000,79.08125305,63.62500000
32.67927700,15.60624981,78.60624695,63.00000000
32.69934000,15.71249962,78.58125305,62.78749847
32.71939600,15.83125019,78.84999847,63.05625153
32.73945100,15.78125000,79.32499695,63.59999847
32.75950500,15.77499962,79.55000305,63.65000153
32.77955900,16.01250076,79.66874695,63.41249847
32.79961300,16.01250076,79.66874695,63.41249847
32.81966700,15.64999962,80.03749847,62.89374924
32.83972100,15.70625019,80.21875000,62.47499847
32.85978200,15.86250019,80.16874695,62.20624924
32.87984200,16.13125038,80.63124847,62.45624924
32.89989800,16.01874924,80.64375305,63.21250153
32.91995300,16.28750038,80.78125000,62.48749924
32.94000700,16.48125076,80.71875000,62.14374924
32.96006100,16.51250076,81.01249695,62.43125153
32.98011500,16.47500038,80.74375153,62.32500076
33.00016900,16.44375038,81.07499695,61.93750000
33.02022300,16.74374962,81.08750153,62.36249924
33.04027800,16.72500038,81.15000153,62.20000076
33.06033500,16.78750038,81.26875305,62.09375000
33.08039000,16.52499962,81.58750153,62.45000076
33.10044400,16.78750038,81.80000305,62.06874847
33.12049800,16.63125038,81.87500000,62.18125153
33.14055100,16.80624962,81.55625153,61.99375153
33.16060800,17.11874962,81.68125153,61.89374924
33.18066300,17.02499962,81.83750153,61.55625153
33.20071900,17.02499962,81.96250153,61.78749847
33.22077300,17.04375076,81.81874847,61.40000153
33.24082800,17.16250038,82.05625153,61.48125076
33.26088400,17.45000076,82.09375000,61.43125153
33.28094200,17.44375038,81.88749695,61.42499924
33.30100800,17.51250076,82.46875000,61.43125153
33.32106300,17.21875000,81.86875153,61.08750153
33.34111800,17.19375038,82.42500305,60.93125153
33.36117200,16.90625000,82.47499847,61.44374847
33.38122600,17.27499962,82.08750153,61.52500153
33.40128000,16.95624924,82.20625305,61.04999924
33.42133500,17.13125038,81.94374847,60.86875153
33.44138900,16.98125076,82.09375000,61.06874847
33.46144600,16.76250076,82.11250305,61.27500153
33.48150000,16.85000038,82.18750000,61.80625153
33.50155500,16.96249962,82.06874847,62.45624924
33.52160900,16.52499962,82.14375305,61.58124924
33.54166600,16.52499962,82.14375305,61.58124924
33.56172000,16.60625076,82.13124847,61.34999847
33.58177400,16.29375076,82.04374695,61.63124847
33.60182800,16.31875038,82.07499695,61.60625076
33.62188200,16.43124962,82.23750305,61.42499924
33.64193600,16.61249924,82.37500000,61.40625000
33.66199100,15.93124962,82.72499847,61.52500153
33.68204600,16.14374924,82.41249847,61.53749847
33.70210500,16.06250000,82.61875153,61.71250153
33.72219000,16.02499962,82.78125000,61.45000076
33.74224500,15.80000019,82.26249695,61.29375076
33.76230000,15.87500000,82.40000153,61.42499924
33.78235400,16.01874924,82.48750305,61.86875153
33.80240800,15.98124981,82.44374847,60.77500153
33.82246300,16.18124962,82.63749695,61.32500076
33.84251700,16.14999962,82.73750305,60.73125076
33.86257500,16.16875076,82.48750305,61.17499924
33.88263200,16.25625038,83.01249695,61.24375153
33.90268700,15.93124962,83.02500153,61.17499924
33.92274200,15.95625019,83.76249695,60.48125076
33.94279600,15.99374962,83.60624695,60.52500153
33.96285000,16.23125076,84.07499695,60.76250076
33.98290400,15.93750000,84.29374695,59.98125076
34.00295800,15.95625019,84.39375305,59.76874924
34.02301300,15.99374962,85.35624695,59.31874847
34.04306800,15.76875019,85.55625153,59.07500076
34.06312400,15.58749962,86.31874847,58.31250000
34.08317800,15.53750038,87.09999847,57.81250000
34.10323200,15.86250019,87.49375153,57.56874847
34.12328600,16.09375000,88.18125153,56.40000153
34.14333900,16.06875038,88.84375000,55.81874847
34.16339600,16.50000000,89.05000305,55.08750153
34.18345100,16.54999924,89.44999695,53.59999847
34.20350500,16.59375000,90.53125000,53.75624847
34.22356100,16.67499924,91.27500153,53.26874924
34.24361500,17.12500000,91.85624695,52.18750000
34.26367200,17.06875038,92.75000000,51.24375153
34.28372700,17.14999962,94.26249695,49.57500076
34.30378900,17.04999924,94.62500000,48.21875000
34.32385600,16.75000000,95.45625305,47.00624847
34.34391600,16.75000000,96.11250305,46.17499924
34.36397100,16.53125000,96.55625153,44.94374847
34.38402500,16.36874962,96.96250153,44.45624924
34.40407900,15.78125000,97.59999847,43.98125076
34.42413400,15.18124962,97.56250000,43.07500076
34.44418800,14.66250038,97.91249847,42.34375000
34.46424500,14.25000000,98.14375305,42.03749847
34.48429900,13.52499962,98.57499695,41.20624924
34.50435300,13.12500000,98.96250153,40.41249847
34.52440700,12.28750038,99.25624847,39.70000076
34.54446300,11.52499962,99.21875000,39.43125153
34.56451800,10.69999981,99.31874847,38.90625000
34.58457200,10.12500000,99.51875305,38.98749924
34.60462600,9.35000038,99.55000305,38.16875076
34.62468000,8.62500000,99.43750000,37.56250000
34.64473300,7.91249990,99.63749695,37.21250153
34.66478900,6.79374981,99.94999695,36.91875076
34.68484500,5.91874981,99.81874847,36.71250153
34.70489900,5.01875019,99.84375000,37.07500076
34.72495800,4.50000000,99.33750153,36.51874924
34.74501500,3.51874995,99.23750305,36.61875153
34.76508000,2.68125010,99.33750153,37.18125153
34.78513400,1.97500002,99.01249695,37.19374847
34.80518900,1.23749995,98.73124695,37.58750153
34.82729000,0.56875002,98.46875000,37.13750076
34.84734800,0.26875001,98.26875305,37.23749924
34.86740700,-0.33750001,98.10624695,37.76874924
34.88746200,-0.69999999,97.80000305,38.38750076
34.90751700,-1.28750002,97.38124847,39.40000153
34.92757100,-1.85000002,97.37500000,40.28125000
34.94762500,-2.96250010,96.10624695,40.53749847
34.96768000,-3.39374995,96.21250153,41.10625076
34.98773400,-3.96875000,96.11250305,41.35625076
35.00778800,-4.41874981,95.13124847,42.81874847
35.02784300,-4.96250010,94.48750305,44.16249847
35.04790700,-5.53749990,93.29374695,45.75624847
35.06797000,-5.90000010,92.59375000,46.56250000
35.08803500,-6.19374990,91.25624847,48.29375076
35.10809500,-6.94374990,90.50000000,49.45624924
35.12816200,-6.91874981,89.46250153,50.88124847
35.14822400,-7.30625010,88.44999695,51.25624847
35.16828700,-7.23124981,87.62500000,52.56250000
35.18834400,-6.98124981,86.57499695,53.96250153
35.20839800,-6.84375000,85.52500153,54.87500000
35.22845300,-6.73124981,84.71875000,55.86875153
35.24850700,-6.48750019,83.72499847,56.96875000
35.26856200,-6.40625000,82.34999847,57.59375000
35.28861600,-5.59999990,81.72499847,58.68750000
35.30867100,-5.30000019,80.45625305,59.99375153
35.32872500,-5.21250010,78.94999695,60.51874924
35.34878700,-4.65625000,77.56874847,62.07500076
35.36885100,-4.51249981,76.33125305,63.00000000
35.38890700,-4.18125010,74.90000153,63.95000076
35.40896100,-3.56874990,73.46250153,64.11250305
35.42901600,-3.72499990,72.01249695,64.62500000
35.44907000,-2.78749990,70.63124847,65.85624695
35.46912500,-2.67499995,69.31250000,65.88124847
35.48917900,-2.00000000,67.87500000,66.68750000
35.50923300,-1.75000000,66.50624847,66.99375153
35.52928700,-0.63749999,65.52500153,67.31874847
35.54934100,-0.23125000,63.83750153,67.43125153
35.56939500,0.39375001,62.77500153,67.08750153
35.58944900,0.93750000,61.63750076,67.56250000
35.60950300,1.74374998,60.26874924,68.58125305
35.62955700,2.15000010,59.20000076,69.23124695
35.64961100,2.92499995,58.12500000,69.39375305
35.66966500,3.56250000,57.20624924,69.30625153
35.68971900,4.76875019,55.54375076,68.94374847
35.70977300,5.33750010,54.39374924,68.74375153
35.72982600,5.88749981,53.41249847,69.67500305
35.74987900,6.29374981,52.49375153,69.08750153
35.76994000,6.52500010,51.46250153,68.76875305
35.79000500,6.99375010,50.01250076,68.15625000
35.81006000,7.35624981,49.01250076,68.12500000
35.83011400,7.75000000,47.81874847,68.00000000
35.85016900,7.83125019,46.57500076,67.59999847
35.87022200,8.09375000,46.18125153,67.61875153
35.89027600,8.11874962,44.96250153,67.03749847
35.91033000,8.44999981,44.09999847,66.81874847
35.93038400,8.48750019,43.93750000,66.26249695
35.95043800,8.66874981,42.68750000,66.12500000
35.97049200,8.75625038,41.97499847,65.93125153
35.99054600,8.59375000,41.43750000,65.86250305
36.01060000,8.51875019,40.87500000,65.88124847
36.03065500,8.67500019,40.23125076,65.13124847
36.05071000,8.93750000,39.95624924,65.00000000
36.07076400,8.73750019,40.06250000,64.88749695
36.09081900,8.61874962,39.43125153,64.93125153
36.11087300,8.60624981,39.15000153,64.39375305
36.13092700,8.20625019,38.95000076,64.57499695
36.15098100,8.47500038,38.86875153,64.28749847
36.17103500,8.12500000,39.03749847,64.33125305
36.19798400,7.91874981,38.86249924,64.41249847
36.21804000,7.95625019,38.97499847,65.00624847
36.23809500,7.88749981,39.29999924,64.97499847
36.25814900,7.83750010,39.54999924,64.72499847
36.27820400,7.57499981,39.97499847,64.69374847
36.29825900,7.18125010,39.74375153,64.78125000
36.31831300,7.26249981,40.16249847,64.75624847
36.33836800,6.91874981,40.41875076,65.16249847
36.35842200,7.14375019,40.59375000,65.14375305
36.37848200,7.28125000,40.79999924,65.05625153
36.39853700,7.32499981,41.09375000,65.29374695
36.41859400,7.28749990,41.39374924,65.32499695
36.43865700,7.47499990,41.47499847,65.55000305
36.45871200,7.75000000,41.26874924,65.14375305
36.47876600,7.69999981,41.69374847,65.03125000
36.49882000,7.91874981,41.45624924,65.54374695
36.51887400,7.73750019,41.41875076,65.39375305
36.53892700,7.80625010,41.34999847,65.56874847
36.55898100,7.83750010,41.21250153,65.21875000
36.57903600,7.76249981,41.28125000,65.05000305
36.59908900,7.69374990,41.88124847,65.34375000
36.61914400,7.58125019,42.05625153,65.46250153
36.63919700,7.86875010,42.47499847,65.75000000
36.65925200,7.79374981,42.66875076,66.01875305
36.67930600,7.99375010,43.04999924,65.86250305
36.69936100,8.03750038,43.67499924,65.99375153
36.71941500,7.69999981,43.98749924,66.22499847
36.73946900,8.50625038,44.54375076,66.61250305
36.75952200,8.87500000,46.08124924,66.46875000
36.77957600,9.40625000,46.23749924,66.49375153
36.79963800,9.85000038,46.76250076,66.49375153
36.81969400,9.75625038,47.26874924,67.57499695
36.83974900,10.08749962,48.13124847,67.50624847
36.85981500,10.46875000,48.00000000,68.22499847
36.87987700,10.97500038,48.69374847,68.21875000
36.89993300,10.97500038,48.69374847,68.21875000
36.91998700,11.31875038,50.82500076,68.30625153
36.94004100,11.54374981,51.49375153,68.15000153
36.96009500,11.78125000,51.97499847,68.33750153
36.98014900,12.13125038,52.26250076,68.61875153
37.00020300,12.51875019,53.04999924,68.96875000
37.02025700,12.54374981,53.76874924,68.94374847
37.04031200,12.99374962,54.06874847,69.07499695
37.06036700,13.22500038,54.94374847,68.87500000
37.08042100,12.96875000,55.83750153,69.01875305
37.10047600,13.32499981,56.98125076,69.07499695
37.12052900,13.08749962,57.97499847,68.81874847
37.14058300,13.23124981,58.58124924,69.05625153
37.16063700,13.01875019,59.91249847,68.80000305
37.18069100,13.23750019,60.70000076,69.19999695
37.20074600,13.39999962,61.65000153,69.13124847
37.22080000,13.66250038,62.81250000,68.61875153
37.24085500,13.90625000,63.53125000,68.77500153
37.26091000,13.80624962,64.44999695,68.50624847
37.28096400,13.83125019,65.48124695,68.46250153
37.30101800,13.72500038,66.58750153,68.27500153
37.32107200,14.03750038,67.62500000,67.94374847
37.34112600,14.64999962,69.01875305,67.80625153
37.36118000,14.71249962,69.74375153,67.63749695
37.38123400,14.85000038,70.96250153,66.45625305
37.40128800,15.02499962,72.15625000,66.78125000
37.42134200,15.15625000,73.53125000,66.56250000
37.44140200,15.32499981,74.60624695,65.67500305
37.46146700,15.69999981,75.93125153,65.49375153
37.48152100,15.68750000,76.80000305,65.20625305
37.50157600,16.06875038,77.60624695,64.58750153
37.52163100,16.10000038,78.31250000,63.27500153
37.54170500,16.16875076,79.38124847,62.33750153
37.56176900,16.64374924,80.68750000,62.15000153
37.58184000,16.66875076,82.16249847,62.13124847
37.60313200,16.88125038,84.14375305,60.45624924
37.62319800,17.70000076,84.90625000,59.75000000
37.64328500,17.86249924,85.71250153,58.95000076
37.66335200,18.13750076,86.12500000,58.30625153
37.68341400,18.23125076,87.29374695,57.56874847
37.70346900,18.11874962,87.65000153,57.03749847
37.72352400,18.43750000,88.18750000,57.13124847
37.74357900,18.77499962,88.87500000,56.40625000
37.76364400,18.93750000,88.86250305,55.36875153
37.78370400,19.04999924,89.99375153,55.08124924
37.80375900,19.04999924,90.22499847,54.03125000
37.82381400,19.10000038,90.66874695,53.41249847
37.84387100,18.98125076,91.26249695,52.85625076
37.86393100,19.09375000,92.28749847,51.96875000
37.88399300,18.81875038,92.83125305,51.08750153
37.90405700,19.37500000,93.44374847,49.76250076
37.92411300,19.46875000,94.11250305,48.91249847
37.94416700,19.25000000,94.66874695,47.91875076
37.96422500,19.26874924,95.18750000,46.88750076
37.98428300,19.56875038,96.06874847,45.71875000
38.00433800,19.03750038,96.73124695,44.79375076
38.02439400,19.03750038,97.02500153,43.86249924
38.04445100,18.88750076,97.20625305,43.01250076
38.06450800,18.75625038,97.61250305,41.86875153
38.08456200,18.78750038,98.42500305,40.26874924
38.10461700,18.54999924,98.93125153,39.66249847
38.12523700,17.89374924,99.20625305,38.65625000
38.14530000,17.83749962,99.51249695,37.69374847
38.16536900,17.41250038,99.80000305,36.75000000
38.18543700,17.01874924,99.86875153,34.87500000
38.20549800,16.69375038,100.18750000,33.79999924
38.22556000,16.21249962,100.67500305,33.41875076
38.24561700,15.40625000,100.84375000,32.96250153
38.26567200,14.88125038,100.51249695,32.85625076
38.28572600,14.33125019,100.84375000,31.36249924
38.30578100,14.33125019,100.84375000,31.36249924
38.32583500,12.68750000,101.47499847,28.86249924
38.34588900,12.50000000,101.73124695,28.30624962
38.36594300,11.69375038,101.43125153,28.03125000
38.38599700,11.22500038,101.87500000,26.71875000
38.40605100,10.51875019,101.72499847,26.23749924
38.42610600,10.20625019,101.91874695,25.93124962
38.44616100,9.83749962,101.76875305,24.71249962
38.46622400,8.71875000,101.86875153,24.82500076
38.48628700,8.25625038,101.46875000,24.20000076
38.50634200,8.33125019,101.66874695,23.65625000
38.52639600,7.79374981,101.56250000,23.63125038
38.54645000,7.25624990,101.35624695,22.84375000
38.56650400,6.50000000,101.48750305,23.18750000
38.58656100,6.12500000,101.12500000,22.86874962
38.60661600,5.34375000,101.13124847,22.21875000
38.62667000,5.15000010,101.06250000,22.50625038
38.64672700,4.73750019,101.25000000,22.42499924
38.66678100,4.04374981,100.93125153,22.45000076
38.68683500,3.19374990,100.89375305,23.24374962
38.70688900,3.16249990,101.05625153,24.29999924
38.72694300,2.50624990,100.94999695,24.91875076
38.74699700,2.33750010,100.65625000,25.12500000
38.76705100,1.66250002,100.70625305,26.08124924
38.78710900,0.98750001,100.21250153,26.51874924
38.80716400,0.33125001,100.55000305,27.59375000
38.82722000,0.03125000,100.17500305,28.36874962
38.84727700,-0.28749999,100.28125000,28.39374924
38.86733300,-0.22499999,100.19374847,28.75625038
38.88738800,-0.56250000,100.31250000,28.71249962
38.90744900,-0.51875001,99.75624847,29.48125076
38.92751300,-1.04375005,99.26875305,29.69375038
38.94756800,-1.66250002,98.88124847,30.70000076
38.96762200,-1.96875000,98.70625305,32.34999847
38.98767600,-2.36249995,98.83125305,33.42499924
39.00773000,-2.78749990,98.40625000,34.16875076
39.02779200,-2.92499995,98.33125305,34.74375153
39.04785100,-3.64374995,97.61875153,36.75624847
39.06790600,-4.09999990,96.91249847,37.24375153
39.08796000,-4.31250000,96.84375000,38.26250076
39.10801500,-4.93750000,96.09999847,39.22499847
39.12806900,-4.83750010,95.98750305,40.54999924
39.14812300,-5.11250019,95.53749847,41.17499924
39.16817800,-5.46250010,94.58750153,42.33124924
39.18823200,-5.63124990,94.55000305,43.38750076
39.20828600,-6.08125019,93.84375000,44.33750153
39.22834100,-5.78749990,93.15625000,44.70000076
39.24839800,-6.33125019,92.75000000,45.59999847
39.26845200,-6.56874990,92.29374695,46.53125000
39.28850600,-6.75000000,92.15625000,46.69374847
39.30856200,-7.11875010,91.16249847,47.46250153
39.32862000,-7.42500019,90.98124695,48.06250000
39.34867400,-7.36250019,90.13749695,48.56874847
39.36872800,-7.60624981,89.46250153,49.44374847
39.38878200,-7.46250010,89.32499695,49.98749924
39.40883600,-7.49375010,88.96250153,51.09375000
39.42889000,-7.70625019,88.30625153,51.48125076
39.44894600,-7.94999981,87.69999695,52.26250076
39.46900100,-7.96875000,87.05625153,53.28125000
39.48906200,-8.01249981,86.15000153,53.41875076
39.50912100,-7.94374990,85.39375305,53.97499847
39.52920200,-8.21249962,84.40625000,55.50624847
39.54926600,-8.41250038,83.56874847,55.80625153
39.56932200,-8.48124981,82.70625305,56.61249924
39.58937800,-8.55624962,81.61875153,57.79999924
39.60943200,-8.46875000,80.26875305,58.38124847
39.62948700,-8.50625038,79.44999695,59.36249924
39.64954400,-8.27499962,78.26249695,59.72499847
39.66959900,-8.10624981,77.03125000,59.90000153
39.68965400,-7.80000019,76.08125305,60.90625000
39.70970800,-7.41874981,75.55625153,61.84375000
39.72976200,-6.80000019,74.75000000,62.16875076
39.74981600,-6.27500010,73.47499847,63.58750153
39.76987000,-5.96250010,72.79374695,63.92499924
39.78992400,-5.61250019,70.66249847,64.69374847
39.80997800,-5.03749990,69.69999695,65.16874695
39.83003200,-4.69374990,69.11875153,65.55625153
39.85008900,-4.68750000,67.97499847,65.96250153
39.87014400,-4.41874981,67.09375000,66.05625153
39.89019900,-3.74375010,66.39375305,66.36875153
39.91025300,-3.53749990,65.27500153,66.72499847
39.93031700,-3.22499990,64.40000153,66.95625305
39.95037700,-2.56250000,63.40000153,67.28125000
39.97044600,-1.71875000,62.91249847,67.38124847
39.99050100,-1.62500000,62.04375076,67.61875153
40.01055500,-1.17499995,61.09999847,67.56250000
40.03061200,-0.76875001,60.59375000,67.57499695
40.05066900,-0.87500000,59.38750076,68.14375305
40.07072400,-0.10000000,59.15625000,67.76875305
40.09077800,0.42500001,58.60625076,68.43125153
40.11083200,0.59375000,57.42499924,67.97499847
40.13088500,1.08749998,56.63124847,68.13124847
40.15093900,1.47500002,55.99375153,68.36250305
40.17099400,1.54999995,55.28125000,68.31250000
40.19104700,2.23125005,54.95624924,68.59375000
40.21799900,2.48125005,54.54999924,68.25624847
40.23805300,2.63124990,53.45624924,69.07499695
40.25811000,3.24375010,52.79999924,68.78749847
40.27816500,3.96875000,51.83124924,67.84999847
40.29822100,4.21875000,51.15000153,68.23750305
40.31827700,4.31250000,50.22499847,68.37500000
40.33833100,4.31250000,50.22499847,68.37500000
40.35838600,4.51875019,49.05625153,67.35624695
40.37844000,4.63749981,48.59999847,68.12500000
40.39849400,5.08750010,48.01874924,67.63749695
40.41854700,5.06250000,47.10625076,67.80625153
40.43860100,5.41874981,46.84999847,67.58125305
40.45865800,5.56874990,46.29375076,67.45625305
40.47871300,5.53749990,45.44374847,66.75000000
40.49876700,5.78125000,44.76874924,67.17500305
40.51882000,5.81250000,43.85625076,66.59999847
40.53897300,6.12500000,42.82500076,66.09375000
40.55936100,5.78749990,42.35625076,66.08750153
40.57942400,5.73750019,41.82500076,65.84999847
40.59948200,5.86250019,40.58124924,65.16249847
40.61953700,5.76249981,39.80625153,65.21250153
40.63959200,5.30625010,39.24375153,64.83125305
40.65964700,5.51249981,38.82500076,64.23124695
40.67970100,5.26875019,37.81874847,63.84375000
40.69975500,5.07499981,37.13750076,63.83124924
40.71981000,4.67500019,36.40000153,63.38750076
40.73986400,4.59999990,36.21250153,63.15625000
40.75992100,4.38124990,36.13124847,63.01874924
40.77997700,4.34375000,35.80625153,62.50624847
40.80003100,3.93750000,35.75624847,62.53749847
40.82008500,3.76874995,35.57500076,62.71250153
40.84014100,3.65000010,35.70000076,62.28125000
40.86020100,3.72499990,35.91249847,62.16875076
40.88025600,3.47499990,35.56250000,62.25000000
40.90031100,3.71250010,36.00000000,62.08750153
40.92036600,3.66249990,36.16875076,62.88750076
40.94042100,3.36249995,36.44374847,62.84999847
40.96047500,3.13750005,36.53749847,63.33750153
40.98053700,3.13750005,36.53749847,63.33750153
41.00060600,2.31874990,37.39374924,63.16249847
41.02066100,2.32500005,37.91249847,63.45624924
41.04071800,2.20624995,38.79999924,63.90000153
41.06077700,2.20624995,38.79999924,63.90000153
41.08083200,2.48125005,39.20000076,63.78749847
41.10088700,2.20624995,39.50624847,63.92499924
41.12094100,2.28125000,40.37500000,64.29374695
41.14099500,2.51874995,41.32500076,64.85624695
41.16105000,2.34999990,41.66875076,65.27500153
41.18110400,2.43750000,41.89374924,65.49375153
41.20115800,2.16249990,42.30625153,65.19374847
41.22121300,2.75624990,42.69374847,64.69999695
41.24152500,2.49375010,43.09375000,65.73750305
41.26159000,2.65000010,43.96875000,65.37500000
41.28165800,2.71250010,43.29999924,65.58125305
41.30172100,2.84999990,43.94374847,65.72499847
41.32177700,2.95000005,44.42499924,65.88124847
41.34183100,3.05625010,44.68125153,66.13749695
41.36188500,3.09375000,45.14374924,66.41874695
41.38193900,3.37500000,45.98749924,66.80625153
41.40199500,3.08750010,47.06874847,66.93125153
41.42205400,3.42499995,47.97499847,67.58125305
41.44210900,3.74375010,49.37500000,67.23124695
41.46216600,4.05000019,49.83750153,68.12500000
41.48222100,4.09375000,50.90000153,68.12500000
41.50227600,4.35624981,51.81250000,67.74375153
41.52233000,4.93125010,52.15000153,68.45625305
41.54238400,4.88749981,52.70000076,68.58750153
41.56243800,5.08750010,54.01874924,68.69374847
41.58249800,5.08125019,54.66875076,68.54374695
41.60256400,5.29374981,55.17499924,68.71875000
41.62262300,5.96250010,55.92499924,68.09375000
41.64267900,6.03749990,56.99375153,68.97499847
41.66273600,6.22499990,57.66875076,69.05625153
41.68279100,6.28125000,58.53749847,69.77500153
41.70284500,6.56874990,59.32500076,69.15000153
41.72290000,7.09375000,61.21875000,68.97499847
41.74295400,7.23124981,61.77500153,69.18125153
41.76300900,7.34375000,63.02500153,68.86875153
41.78306300,7.87500000,63.62500000,68.86875153
41.80311800,8.31875038,64.56250000,68.32499695
41.82317800,8.68750000,65.50000000,68.78749847
41.84323300,8.71875000,66.22499847,68.60624695
41.86329000,9.15625000,67.43125153,67.88749695
41.88334400,9.76875019,68.65000153,68.46875000
41.90339800,10.05000019,70.28125000,67.27500153
41.92345300,10.16874981,71.57499695,67.16874695
41.94350900,10.52499962,72.84375000,66.84375000
41.96356400,10.98750019,73.85624695,66.16874695
41.98361800,10.93750000,75.67500305,65.93125153
42.00367900,11.33749962,77.37500000,64.70625305
42.02376200,11.94375038,78.68750000,64.33125305
42.04381700,11.98124981,79.93750000,63.50624847
42.06387200,12.63125038,80.80000305,62.94374847
42.08392700,12.98124981,82.50624847,62.25624847
42.10398100,13.36250019,84.24375153,60.93750000
42.12403500,13.60624981,85.33125305,59.79999924
42.14408900,13.96249962,86.51249695,59.01250076
42.16414500,13.73750019,87.25624847,57.61875153
42.18420000,14.00000000,88.54374695,56.73125076
42.20425400,13.85624981,89.65000153,55.54999924
42.22431200,14.09375000,91.18750000,53.91249847
42.24436700,13.89999962,92.13124847,52.91875076
42.26442400,13.41874981,92.64375305,51.99375153
42.28448100,13.95625019,93.51875305,51.15000153
42.30453600,13.91874981,94.53749847,49.26250076
42.32459100,13.78125000,95.30000305,47.15000153
42.34464600,14.44375038,95.80000305,46.22499847
42.36470000,14.53750038,96.25624847,45.02500153
42.38475300,14.35624981,97.00624847,44.83124924
42.40480700,14.35000038,97.53749847,43.86249924
42.42486500,14.45625019,97.98750305,42.29375076
42.44492000,14.65625000,98.53749847,40.97499847
42.46497500,14.46875000,99.29374695,38.85625076
42.48503000,14.68750000,99.88749695,37.65625000
42.50508400,14.58125019,100.24375153,35.88750076
42.52513800,14.60624981,100.63124847,34.31874847
42.54519200,14.59375000,100.84999847,32.88750076
42.56524500,14.36250019,101.00000000,31.81875038
42.58529900,13.75000000,101.36250305,30.26250076
42.60536200,13.60624981,101.32499695,29.06250000
42.62542300,13.16874981,101.51875305,28.39374924
42.64548700,12.92500019,101.30000305,26.76874924
42.66555000,12.44999981,101.93750000,25.01874924
42.68562000,11.98124981,101.66874695,24.33124924
42.70580100,11.96249962,101.57499695,23.00625038
42.72587000,11.59375000,101.68750000,22.42499924
42.74593900,11.10000038,101.61250305,21.71875000
42.76599700,10.50000000,101.45625305,21.04999924
42.78606000,9.94999981,101.72499847,20.70624924
42.80611900,9.42500019,101.50000000,20.52499962
42.82617300,9.18750000,101.26875305,19.82500076
42.84622800,8.35000038,101.13124847,19.89374924
42.86628400,7.71875000,101.25624847,19.33124924
42.88634400,7.12500000,101.31250000,19.55624962
42.90640300,6.69999981,100.90000153,19.58749962
42.92645800,5.96875000,101.07499695,19.76874924
42.94651200,5.37500000,100.93750000,20.85625076
42.96656700,4.70625019,101.12500000,21.41875076
42.98662100,4.11875010,100.56874847,21.18124962
43.00667500,3.76250005,100.77500153,22.01250076
43.02673900,3.40625000,100.47499847,21.98125076
43.04679600,2.90000010,100.46875000,21.98749924
43.06686700,2.48749995,100.13124847,21.92499924
43.08692900,2.23749995,100.33750153,22.26250076
43.10699200,1.76874995,100.31874847,22.94375038
43.12704700,1.35000002,100.44999695,23.97500038
43.14710100,0.82499999,99.86250305,24.78750038
43.16715500,0.76249999,99.96250153,24.60625076
43.18720900,0.41874999,100.08125305,25.10625076
43.20726300,-0.07500000,99.97499847,25.76250076
43.22731700,-0.48124999,100.09375000,26.54375076
43.24737100,-0.63125002,99.71250153,26.68124962
43.26742500,-1.06875002,99.54374695,27.53125000
43.28747800,-1.21875000,99.48750305,28.48125076
43.30753100,-2.21875000,99.43125153,29.51250076
43.32758500,-2.62500000,98.74375153,30.81875038
43.34763900,-3.18750000,98.46875000,32.07500076
