source;target;next_n;prev_n;next_e;distance
52;71;49;69;104;0.0154549
52;30;49;12;104;0.0166828
52;37;49;16;104;0.014501
52;53;49;38;104;0.0167813
52;29;49;37;104;0.0171258
52;25;49;18;104;0.0168046
52;33;49;18;104;0.0178131
29;51;37;48;59;0.0171371
29;52;37;49;59;0.0171258
29;49;37;7;59;0.0159647
29;48;37;7;59;0.0160019
29;47;37;7;59;0.0156007
29;8;37;6;59;0.0154047
29;14;37;19;59;0.016762
29;50;37;51;59;0.0184088
29;54;37;55;59;0.0126673
29;7;37;6;59;0.014763
29;46;37;27;59;0.0144913
29;24;37;53;59;0.0116698
29;6;37;9;59;0.0146416
29;44;37;9;59;0.0116787
29;56;37;55;59;0.012494
29;35;37;33;59;0.0131857
29;23;37;25;59;0.0115587
29;19;37;4;59;0.0146038
29;18;37;15;59;0.00909512
29;17;37;15;59;0.00921539
29;76;37;59;59;0.0115724
29;13;11;10;57;0.00997997
29;72;37;70;59;0.00900264
29;71;37;69;59;0.00539408
29;12;11;10;57;0.0069528
29;34;37;60;59;0.00777981
29;63;37;64;59;0.00456038
29;4;37;0;59;0.0124472
29;65;37;64;59;0.00527275
29;60;37;62;59;0.00527501
29;1;37;15;59;0.00597781
29;61;37;62;59;0.00444449
29;2;37;0;59;0.0113796
29;0;37;1;59;0.00916824
29;59;37;58;59;0.0111534
29;58;37;65;59;0.0104858
29;16;37;37;59;0.00353251
29;75;37;34;59;0.00942966
29;66;37;67;59;0.00643935
29;37;37;29;59;0.00262482
29;28;28;29;58;0.00145857
29;15;37;16;59;0.00585261
29;74;37;72;59;0.0103605
29;38;37;18;59;0.00922251
29;67;37;16;59;0.00512189
29;68;37;67;59;0.00541875
29;9;37;20;59;0.0115016
29;10;11;11;57;0.00559857
29;69;37;16;59;0.00500703
29;62;37;37;59;0.00402844
29;3;37;0;59;0.0124479
29;30;11;11;57;0.00401427
29;11;11;29;57;0.00236116
29;70;37;69;59;0.00613482
29;64;37;37;59;0.00422063
29;5;37;2;59;0.0137066
29;20;37;1;59;0.00929896
29;41;37;66;59;0.00673446
29;42;37;41;59;0.00791697
29;39;37;41;59;0.00718745
29;36;11;12;57;0.00726526
29;21;37;39;59;0.0083316
29;40;37;39;59;0.0101754
29;43;11;45;57;0.0114369
29;31;37;34;59;0.00861504
29;55;37;42;59;0.0118277
29;32;37;31;59;0.00875104
29;33;37;31;59;0.0113876
29;73;37;72;59;0.0103309
29;25;37;18;59;0.011384
29;22;37;17;59;0.0114144
29;53;37;25;59;0.011521
29;26;11;13;57;0.0105845
29;57;37;58;59;0.0112095
29;45;11;26;57;0.0108317
29;27;37;22;59;0.0116017
35;76;33;59;51;0.0194703
35;51;33;48;51;0.0196226
35;52;33;49;51;0.0196113
35;59;33;58;51;0.0190513
35;57;33;58;51;0.0191074
35;54;33;56;51;0.0187207
35;49;33;7;51;0.0184502
35;48;33;7;51;0.0184874
35;47;33;7;51;0.0180862
35;8;33;6;51;0.0178902
35;14;33;19;51;0.0192475
35;73;33;72;51;0.0174565
35;74;33;72;51;0.0174862
35;56;33;43;51;0.017652
35;30;33;11;51;0.0172
35;69;33;16;51;0.0121327
35;10;33;11;51;0.0187843
35;37;33;62;51;0.0105609
35;20;33;1;51;0.0117845
35;29;33;37;51;0.0131857
35;0;33;1;51;0.0116537
35;16;33;15;51;0.0106582
35;75;33;32;51;0.00562688
35;23;33;25;51;0.00755915
35;64;33;37;51;0.0121567
35;5;33;2;51;0.0161921
35;62;33;60;51;0.00915731
35;3;33;0;51;0.0149334
35;33;33;35;51;0.00179819
35;18;33;33;51;0.00509558
35;61;33;60;51;0.00896513
35;2;33;0;51;0.0138651
35;32;33;31;51;0.0047067
35;63;33;61;51;0.0121391
35;4;33;0;51;0.0149327
35;34;33;31;51;0.00540594
35;31;33;33;51;0.0045707
35;60;33;34;51;0.00791074
35;1;33;15;51;0.0084633
35;17;33;15;51;0.0117009
35;67;33;16;51;0.0122476
35;38;33;18;51;0.00522297
35;25;33;18;51;0.00738442
35;15;33;18;51;0.0083381
35;24;33;53;51;0.00767023
35;53;33;25;51;0.00752148
35;21;33;17;51;0.0132922
35;22;33;17;51;0.0138999
35;9;33;20;51;0.0139871
35;68;33;67;51;0.0125444
35;70;33;69;51;0.0132605
35;11;33;29;51;0.0155469
35;71;33;69;51;0.0125198
35;65;33;63;51;0.0131707
35;6;33;9;51;0.0171271
35;66;33;67;51;0.013565
35;7;33;6;51;0.0172485
35;58;33;65;51;0.0183837
35;28;33;29;51;0.0146443
35;72;33;70;51;0.0161283
35;13;33;40;51;0.0154563
35;39;33;41;51;0.0143131
35;40;33;21;51;0.015183
35;41;33;66;51;0.0138601
35;42;33;41;51;0.0150426
35;19;33;4;51;0.0170893
35;26;33;22;51;0.014977
35;27;33;22;51;0.0140872
35;44;33;9;51;0.0141642
35;45;33;27;51;0.0151704
35;46;33;27;51;0.0169768
35;55;33;56;51;0.0183183
35;43;33;45;51;0.0157756
7;32;6;31;83;0.0182644
7;75;6;34;83;0.0189431
7;73;6;72;83;0.0180289
7;74;6;72;83;0.0180585
7;31;6;34;83;0.0181284
7;35;6;33;83;0.0172485
7;34;6;60;83;0.0172932
7;58;6;65;83;0.0199992
7;28;6;29;83;0.0162216
7;23;6;25;83;0.0146165
7;24;6;53;83;0.0145672
7;72;6;70;83;0.0167006
7;63;6;64;83;0.0140738
7;65;6;64;83;0.0147861
7;60;6;62;83;0.0147884
7;10;6;13;83;0.00945209
7;69;6;16;83;0.012705
7;40;6;13;83;0.00534397
7;2;6;19;83;0.00780296
7;61;6;62;83;0.0139579
7;13;6;26;83;0.00507069
7;26;6;22;83;0.00446621
7;45;44;27;85;0.00436654
7;17;6;22;83;0.00558802
7;46;44;44;85;0.006066
7;56;44;43;85;0.00684821
7;27;44;44;85;0.00328336
7;0;6;4;83;0.0057122
7;50;48;51;86;0.00364578
7;36;44;43;85;0.0107158
7;66;6;41;83;0.00907159
7;6;6;7;83;0.0001214
7;47;47;7;84;0.000837666
7;8;6;6;83;0.000884494
7;67;6;66;83;0.0103891
7;44;44;7;85;0.00315015
7;19;6;14;83;0.0045011
7;48;48;7;86;0.00123889
7;9;6;6;83;0.00326138
7;68;6;66;83;0.0103381
7;20;6;9;83;0.00546407
7;49;49;7;87;0.00120164
7;4;6;6;83;0.00243329
7;43;44;45;85;0.00497179
7;14;6;8;83;0.00234296
7;52;49;49;87;0.00236281
7;22;6;9;83;0.00338905
7;51;48;48;86;0.00237411
7;21;6;17;83;0.00717935
7;39;6;21;83;0.00832349
7;1;6;20;83;0.00878522
7;15;6;1;83;0.00891042
7;3;6;0;83;0.00899183
7;62;6;37;83;0.0135418
7;54;44;56;85;0.00791685
7;55;44;56;85;0.0075145
7;42;6;39;83;0.00923838
7;5;6;2;83;0.0101299
7;64;6;37;83;0.013734
7;41;6;39;83;0.00877649
7;38;6;1;83;0.0120675
7;16;6;15;83;0.0112305
7;18;6;15;83;0.0121529
7;11;6;10;83;0.0126895
7;70;6;69;83;0.0138328
7;12;6;10;83;0.0108063
7;71;6;69;83;0.0130921
7;30;6;12;83;0.01432
7;37;6;16;83;0.0121382
7;53;6;38;83;0.0144185
7;29;6;37;83;0.014763
7;25;6;18;83;0.0144418
7;33;6;18;83;0.0154503
22;76;17;59;40;0.0177371
22;59;17;58;40;0.0173181
22;57;17;58;40;0.0173742
22;32;17;31;40;0.0149158
22;75;17;34;40;0.0155944
22;73;17;72;40;0.0146802
22;74;17;72;40;0.0147099
22;31;17;34;40;0.0147798
22;35;17;33;40;0.0138999
22;34;17;60;40;0.0139445
22;58;17;65;40;0.0166505
22;28;17;29;40;0.0128729
22;24;17;53;40;0.0113789
22;23;17;25;40;0.0112678
22;5;9;2;38;0.0132761
22;72;17;70;40;0.013352
22;63;17;64;40;0.0107251
22;65;17;64;40;0.0114375
22;54;27;56;39;0.00482083
22;48;9;7;38;0.00462794
22;47;9;7;38;0.00422672
22;8;9;6;38;0.00403074
22;67;17;66;40;0.007
22;1;9;20;38;0.0056515
22;60;17;62;40;0.0114397
22;4;9;20;38;0.00554173
22;50;27;46;39;0.0070348
22;21;17;17;40;0.0037903
22;39;17;21;40;0.00493444
22;10;26;13;37;0.00606304
22;69;17;16;40;0.00935637
22;40;26;13;37;0.00195493
22;9;9;22;38;0.000127664
22;68;17;66;40;0.00694905
22;55;27;56;39;0.00441848
22;26;26;22;37;0.00107716
22;13;26;26;37;0.00168165
22;56;27;43;39;0.00375219
22;27;27;22;39;0.000187337
22;43;27;45;39;0.00187576
22;49;9;7;38;0.00459069
22;20;9;9;38;0.00233035
22;17;17;22;40;0.00219897
22;46;27;27;39;0.0030769
22;36;27;43;39;0.00761974
22;7;9;6;38;0.00338905
22;66;17;41;40;0.00568255
22;15;17;17;40;0.00556176
22;44;9;9;38;0.000304762
22;6;9;9;38;0.00326765
22;45;27;27;39;0.00127051
22;14;9;8;38;0.00548921
22;42;17;39;40;0.00584933
22;52;9;49;38;0.00575186
22;51;9;48;38;0.00576316
22;41;17;39;40;0.00538744
22;19;9;14;38;0.00764735
22;0;9;4;38;0.00882064
22;16;17;15;40;0.00788185
22;18;17;15;40;0.00880427
22;38;17;18;40;0.00893166
22;11;26;10;37;0.00930045
22;70;17;69;40;0.0104842
22;12;26;10;37;0.00741727
22;71;17;69;40;0.00974341
22;30;26;12;37;0.010931
22;2;9;19;38;0.0109492
22;61;17;62;40;0.0106092
22;37;17;16;40;0.00878954
22;29;17;37;40;0.0114144
22;64;17;37;40;0.0103854
22;62;17;37;40;0.0101932
22;3;9;0;38;0.0121003
22;25;17;18;40;0.0110931
22;33;17;18;40;0.0121017
22;53;17;25;40;0.0112302
8;32;6;31;12;0.0189061
8;75;6;34;12;0.0195847
8;73;6;72;12;0.0186706
8;74;6;72;12;0.0187002
8;31;6;34;12;0.0187701
8;35;6;33;12;0.0178902
8;34;6;60;12;0.0179349
8;28;6;29;12;0.0168633
8;23;6;25;12;0.0152582
8;24;6;53;12;0.0152089
8;72;6;70;12;0.0173423
8;63;6;64;12;0.0147155
8;65;6;64;12;0.0154278
8;60;6;62;12;0.0154301
8;10;6;13;12;0.0100938
8;69;6;16;12;0.0133467
8;40;6;13;12;0.00598567
8;13;6;26;12;0.00571239
8;45;6;27;12;0.00525103
8;46;6;44;12;0.00695049
8;17;6;22;12;0.00622971
8;56;6;43;12;0.00773271
8;27;6;44;12;0.00416786
8;26;6;22;12;0.0051079
8;2;14;19;13;0.00691846
8;61;6;62;12;0.0145996
8;50;6;51;12;0.00453028
8;0;6;4;12;0.00635389
8;67;6;66;12;0.0110307
8;47;6;7;12;0.00172216
8;6;6;8;12;0.000763095
8;43;6;45;12;0.00585628
8;14;14;8;13;0.00145847
8;4;6;6;12;0.00307498
8;36;6;43;12;0.0116003
8;7;6;6;12;0.000884494
8;66;6;41;12;0.00971329
8;9;6;6;12;0.00390308
8;68;6;66;12;0.0109798
8;19;14;14;13;0.0036166
8;48;6;7;12;0.00212338
8;44;6;7;12;0.00403465
8;20;6;9;12;0.00610577
8;49;6;7;12;0.00208613
8;52;6;49;12;0.0032473
8;22;6;9;12;0.00403074
8;51;6;48;12;0.00325861
8;21;6;17;12;0.00782105
8;39;6;21;12;0.00896519
8;1;6;20;12;0.00942692
8;15;6;1;12;0.00955212
8;3;6;0;12;0.00963352
8;62;6;37;12;0.0141835
8;5;14;2;13;0.00924537
8;64;6;37;12;0.0143757
8;54;6;56;12;0.00880134
8;55;6;56;12;0.008399
8;42;6;39;12;0.00988007
8;41;6;39;12;0.00941819
8;38;6;1;12;0.0127092
8;16;6;15;12;0.0118722
8;18;6;15;12;0.0127946
8;11;6;10;12;0.0133312
8;70;6;69;12;0.0144745
8;12;6;10;12;0.011448
8;71;6;69;12;0.0137338
8;30;6;12;12;0.0149617
8;37;6;16;12;0.0127799
8;53;6;38;12;0.0150602
8;29;6;37;12;0.0154047
8;25;6;18;12;0.0150835
8;33;6;18;12;0.016092
23;76;25;59;36;0.0178814
23;59;25;58;36;0.0174624
23;57;25;58;36;0.0175185
23;51;25;48;36;0.0169906
23;52;25;49;36;0.0169793
23;12;25;10;36;0.0185115
23;54;25;56;36;0.0160887
23;49;25;7;36;0.0158181
23;48;25;7;36;0.0158554
23;47;25;7;36;0.0154542
23;8;25;6;36;0.0152582
23;14;25;19;36;0.0166154
23;50;25;51;36;0.0182623
23;30;25;11;36;0.015573
23;73;25;72;36;0.0148245
23;74;25;72;36;0.0148542
23;36;25;12;36;0.018824
23;56;25;43;36;0.01502
23;22;25;17;36;0.0112678
23;21;25;17;36;0.0106602
23;34;25;31;36;0.00936871
23;3;25;0;36;0.0123014
23;62;25;37;36;0.0103375
23;32;25;31;36;0.00866947
23;69;25;16;36;0.00950069
23;10;25;11;36;0.0171573
23;37;25;16;36;0.00893387
23;20;25;1;36;0.00915244
23;29;25;37;36;0.0115587
23;0;25;1;36;0.00902172
23;25;25;23;36;0.000174726
23;67;25;16;36;0.00961556
23;38;25;18;36;0.00259095
23;24;24;23;35;0.00013204
23;53;24;24;35;0.000280783
23;1;25;15;36;0.00583128
23;60;25;62;36;0.0115841
23;18;25;25;36;0.00246356
23;2;25;0;36;0.0112331
23;61;25;62;36;0.0107535
23;31;25;33;36;0.00853347
23;15;25;18;36;0.00570608
23;4;25;0;36;0.0123006
23;63;25;64;36;0.0108694
23;33;25;18;36;0.00576096
23;16;25;15;36;0.00802618
23;75;25;32;36;0.00958965
23;17;25;15;36;0.00906887
23;64;25;37;36;0.0105297
23;5;25;2;36;0.01356
23;35;25;33;36;0.00755915
23;9;25;20;36;0.0113551
23;68;25;67;36;0.00991241
23;70;25;69;36;0.0106285
23;11;25;29;36;0.0139198
23;71;25;69;36;0.00988774
23;66;25;67;36;0.010933
23;7;25;6;36;0.0146165
23;65;25;64;36;0.0115818
23;6;25;9;36;0.0144951
23;72;25;70;36;0.0134963
23;13;25;40;36;0.0128243
23;39;25;41;36;0.0116811
23;40;25;21;36;0.012551
23;41;25;66;36;0.0112281
23;42;25;41;36;0.0124106
23;19;25;4;36;0.0144573
23;26;25;22;36;0.012345
23;27;25;22;36;0.0114552
23;44;25;9;36;0.0115322
23;45;25;27;36;0.0125384
23;46;25;27;36;0.0143447
23;28;25;29;36;0.0130173
23;58;25;65;36;0.0167949
23;55;25;56;36;0.0156863
23;43;25;45;36;0.0131436
