source;target;next_n;prev_n;next_e;distance
0;76;1;59;0;0.015491
0;59;1;58;0;0.015072
0;57;1;58;0;0.0151281
0;12;1;10;0;0.016121
0;54;4;56;3;0.013629
0;32;1;31;0;0.0126696
0;75;1;34;0;0.0133483
0;30;1;11;0;0.0131825
0;73;1;72;0;0.0124341
0;74;1;72;0;0.0124638
0;36;4;43;3;0.016428
0;56;4;43;3;0.0125604
0;10;1;11;0;0.0147668
0;43;4;45;3;0.010684
0;55;4;56;3;0.0132267
0;13;4;40;3;0.0103863
0;31;1;34;0;0.0125337
0;35;1;33;0;0.0116537
0;53;1;38;0;0.00882368
0;69;1;16;0;0.00711025
0;37;1;16;0;0.00654342
0;8;4;6;3;0.00635389
0;67;1;16;0;0.00722511
0;7;4;6;3;0.0057122
0;66;1;67;0;0.00854257
0;14;4;19;3;0.00759371
0;47;4;7;3;0.00654986
0;18;1;15;0;0.00655816
0;29;1;37;0;0.00916824
0;1;1;0;0;0.00319044
0;60;1;62;0;0.00919362
0;2;2;0;1;0.0022114
0;61;1;62;0;0.00836309
0;44;4;7;3;0.00886235
0;15;1;1;0;0.00331564
0;3;3;0;2;0.00327963
0;62;1;37;0;0.00794704
0;16;1;15;0;0.00563573
0;4;4;0;3;0.00327891
0;63;1;64;0;0.00847899
0;17;4;20;3;0.00663092
0;5;2;2;1;0.00453831
0;64;1;37;0;0.00813924
0;48;4;7;3;0.00695109
0;19;4;4;3;0.00543557
0;6;4;4;3;0.0055908
0;65;1;64;0;0.00919135
0;9;4;20;3;0.00869298
0;68;1;67;0;0.00752197
0;38;1;1;0;0.00647274
0;49;4;7;3;0.00691384
0;20;4;4;3;0.00649029
0;25;1;18;0;0.008847
0;33;1;18;0;0.00985555
0;21;4;17;3;0.00822225
0;22;4;9;3;0.00882064
0;52;4;49;3;0.008075
0;51;4;48;3;0.00808631
0;70;1;69;0;0.00823804
0;11;1;29;0;0.0115294
0;71;1;69;0;0.0074973
0;50;4;51;3;0.00935798
0;39;1;41;0;0.00929067
0;40;4;21;3;0.0101131
0;72;1;70;0;0.0111059
0;41;1;66;0;0.00883767
0;26;4;22;3;0.0098978
0;27;4;44;3;0.00899556
0;24;1;53;0;0.00897243
0;42;1;41;0;0.0100202
0;23;1;25;0;0.00902172
0;46;4;44;3;0.0117782
0;45;4;27;3;0.0100787
0;28;1;29;0;0.0106268
0;58;1;65;0;0.0144044
0;34;1;60;0;0.0116984
1;76;15;59;121;0.0123006
1;59;15;58;121;0.0118815
1;57;15;58;121;0.0119376
1;51;20;48;124;0.0111593
1;12;15;10;121;0.0129306
1;52;20;49;124;0.011148
1;54;20;56;124;0.0104676
1;32;15;31;121;0.00947921
1;49;20;7;124;0.00998686
1;48;20;7;124;0.0100241
1;47;20;7;124;0.00962289
1;8;20;6;124;0.00942692
1;14;0;19;122;0.0107841
1;50;20;51;124;0.012431
1;75;15;34;121;0.0101578
1;30;15;11;121;0.00999207
1;73;15;72;121;0.00924364
1;74;15;72;121;0.00927331
1;68;15;67;121;0.00433153
1;9;20;20;124;0.00552384
1;71;15;69;121;0.00430686
1;70;15;69;121;0.0050476
1;11;15;29;121;0.00833896
1;22;20;9;124;0.0056515
1;21;20;17;124;0.00505311
1;25;15;18;121;0.00565656
1;64;15;37;121;0.0049488
1;5;0;2;122;0.00772875
1;53;38;38;123;0.00563325
1;33;15;18;121;0.00666512
1;62;15;37;121;0.0047566
1;3;0;0;122;0.00647007
1;4;0;0;122;0.00646935
1;63;15;64;121;0.00528855
1;60;15;62;121;0.00600318
1;15;15;1;121;0.000125201
1;2;0;0;122;0.00540184
1;61;15;62;121;0.00517265
1;29;15;37;121;0.00597781
1;0;0;1;122;0.00319044
1;67;15;16;121;0.00403467
1;38;38;1;123;0.00328231
1;20;20;1;124;0.00332115
1;16;15;15;121;0.00244529
1;17;20;20;124;0.00346178
1;69;15;16;121;0.00391981
1;10;15;11;121;0.0115764
1;18;15;15;121;0.00336772
1;66;15;67;121;0.00535213
1;7;20;6;124;0.00878522
1;37;15;16;121;0.00335299
1;65;15;64;121;0.00600092
1;6;20;9;124;0.00866382
1;72;15;70;121;0.00791542
1;13;20;40;124;0.0072172
1;39;15;41;121;0.00610023
1;40;20;21;124;0.00694392
1;41;15;66;121;0.00564724
1;19;0;4;122;0.00862601
1;44;20;9;124;0.00570094
1;24;38;53;123;0.00578199
1;42;15;41;121;0.00682975
1;26;20;22;124;0.00672866
1;27;20;44;124;0.00583415
1;23;15;25;121;0.00583128
1;46;20;44;124;0.00861678
1;45;20;27;124;0.00691732
1;28;15;29;121;0.00743638
1;58;15;65;121;0.011214
1;34;15;60;121;0.00850798
1;35;15;33;121;0.0084633
1;31;15;34;121;0.00934321
1;55;20;56;124;0.0100653
1;43;20;45;124;0.00752257
1;56;20;43;124;0.00939899
1;36;15;12;121;0.0132431
36;24;12;53;77;0.018935
36;23;12;25;77;0.018824
36;76;12;59;77;0.0188377
36;59;12;58;77;0.0184186
36;57;12;58;77;0.0184747
36;53;12;25;77;0.0187863
36;3;43;0;78;0.0197076
36;25;12;18;77;0.0186492
36;73;12;72;77;0.0175961
36;74;12;72;77;0.0176258
36;33;12;31;77;0.0186528
36;32;12;31;77;0.0160163
36;2;43;19;78;0.0185187
36;31;12;34;77;0.0158803
36;75;12;34;77;0.0166949
36;72;12;70;77;0.0162679
36;6;43;7;78;0.0108372
36;65;12;64;77;0.012538
36;20;12;17;77;0.00994414
36;54;43;56;78;0.00868904
36;9;43;44;78;0.00774271
36;68;12;66;77;0.0113239
36;17;12;21;77;0.00980351
36;46;43;27;78;0.010322
36;44;43;27;78;0.00756561
36;37;12;29;77;0.00989008
36;28;12;29;77;0.00872384
36;22;43;27;78;0.00761974
36;7;43;44;78;0.0107158
36;66;12;41;77;0.0100574
36;39;12;40;77;0.00930928
36;10;12;12;77;0.00166669
36;69;12;16;77;0.0122723
36;41;12;39;77;0.00976228
36;12;12;36;77;0.000312465
36;71;12;69;77;0.0126593
36;43;43;36;78;0.00574398
36;30;12;12;77;0.00382615
36;27;43;45;78;0.0074324
36;56;43;43;78;0.0076204
36;42;12;39;77;0.0102242
36;13;12;10;77;0.00604809
36;55;43;56;78;0.00828669
36;26;43;45;78;0.00659642
36;29;12;11;77;0.00726526
36;45;43;43;78;0.00634923
36;11;12;10;77;0.00490411
36;70;12;69;77;0.0134001
36;40;12;13;77;0.00632137
36;21;12;40;77;0.00821218
36;15;12;16;77;0.0131179
36;16;12;37;77;0.0107978
36;64;12;37;77;0.0114859
36;62;12;37;77;0.0112937
36;4;43;6;78;0.0131491
36;63;12;64;77;0.0118256
36;1;12;15;77;0.0132431
36;60;12;62;77;0.0125403
36;67;12;66;77;0.0113748
36;8;43;6;78;0.0116003
36;50;43;46;78;0.0142799
36;47;43;7;78;0.0115534
36;48;43;7;78;0.0119547
36;49;43;7;78;0.0119174
36;61;12;62;77;0.0117097
36;14;43;8;78;0.0130587
36;52;43;49;78;0.0130786
36;51;43;48;78;0.0130899
36;58;12;65;77;0.0177511
36;34;12;60;77;0.0150451
36;19;43;14;78;0.0152169
36;18;12;15;77;0.0163604
36;0;43;4;78;0.016428
36;38;12;18;77;0.0164878
57;36;58;12;138;0.0184747
57;56;58;55;138;0.0184538
57;54;58;55;138;0.0186271
57;24;58;53;138;0.0176296
57;44;58;9;138;0.0176386
57;23;58;25;138;0.0175185
57;20;58;1;138;0.0152588
57;17;58;15;138;0.0151752
57;76;59;59;139;0.00144773
57;68;58;67;138;0.0113786
57;9;58;20;138;0.0174615
57;71;58;69;138;0.0113539
57;12;58;10;138;0.0181623
57;70;58;69;138;0.0120946
57;11;58;29;138;0.0135706
57;60;58;61;138;0.0111966
57;1;58;15;138;0.0119376
57;69;58;16;138;0.0109668
57;10;58;11;138;0.016808
57;38;58;18;138;0.0151823
57;67;58;16;138;0.0110817
57;28;58;29;138;0.012668
57;59;59;57;139;0.0010287
57;0;58;1;138;0.0151281
57;65;58;58;138;0.0059367
57;18;58;15;138;0.0150549
57;34;58;60;138;0.0137014
57;63;58;65;138;0.00696824
57;4;58;0;138;0.018407
57;66;58;67;138;0.0123992
57;37;58;64;138;0.00858463
57;64;58;65;138;0.00698882
57;5;58;2;138;0.0196664
57;61;58;63;138;0.0101423
57;2;58;0;138;0.0173395
57;58;58;57;138;0.000723635
57;29;58;37;138;0.0112095
57;16;58;37;138;0.00949233
57;75;58;34;138;0.0153513
57;62;58;37;138;0.00998825
57;3;58;0;138;0.0184077
57;15;58;16;138;0.0118124
57;74;58;72;138;0.0163203
57;72;58;70;138;0.0149625
57;13;58;40;138;0.0164085
57;41;58;66;138;0.0126943
57;42;58;41;138;0.0138768
57;39;58;41;138;0.0131473
57;21;58;39;138;0.0142914
57;40;58;39;138;0.0161352
57;30;58;11;138;0.0152237
57;31;58;34;138;0.0145367
57;55;58;42;138;0.0177876
57;32;58;31;138;0.0146727
57;33;58;31;138;0.0173092
57;73;58;72;138;0.0162907
57;25;58;18;138;0.0173438
57;22;58;17;138;0.0173742
57;53;58;25;138;0.0174808
57;26;58;13;138;0.0170129
57;45;58;26;138;0.0172601
57;43;58;45;138;0.0178654
57;27;58;22;138;0.0175615
57;35;58;33;138;0.0191074
2;76;0;59;18;0.0177024
2;59;0;58;18;0.0172834
2;57;0;58;18;0.0173395
2;12;19;10;20;0.0183016
2;32;0;31;18;0.014881
2;54;19;56;20;0.0157198
2;75;0;34;18;0.0155597
2;30;0;11;18;0.0153939
2;73;0;72;18;0.0146455
2;74;0;72;18;0.0146752
2;36;19;43;20;0.0185187
2;56;19;43;20;0.0146512
2;10;19;13;20;0.0169473
2;55;19;56;20;0.0153175
2;43;19;45;20;0.0127747
2;31;0;34;18;0.0147451
2;35;0;33;18;0.0138651
2;13;19;40;20;0.012566
2;53;0;38;18;0.0110351
2;69;0;16;18;0.00932165
2;7;19;6;20;0.00780296
2;66;0;67;18;0.010754
2;47;19;7;20;0.00864062
2;18;0;15;18;0.00876956
2;17;19;20;20;0.00881053
2;16;0;15;18;0.00784713
2;61;0;62;18;0.0105745
2;44;19;7;20;0.0109531
2;15;0;1;18;0.00552704
2;29;0;37;18;0.0113796
2;0;0;2;18;0.0022114
2;5;5;2;19;0.00232691
2;64;0;37;18;0.0103506
2;48;19;7;20;0.00904185
2;19;19;2;20;0.00330186
2;6;19;8;20;0.00768156
2;65;0;64;18;0.0114028
2;1;0;0;18;0.00540184
2;60;0;62;18;0.011405
2;14;19;19;20;0.00545999
2;3;0;0;18;0.00549103
2;62;0;37;18;0.0101584
2;4;19;19;20;0.00545852
2;63;0;64;18;0.0106904
2;67;0;16;18;0.00943651
2;8;19;14;20;0.00691846
2;9;19;6;20;0.0108215
2;68;0;67;18;0.00973337
2;38;0;1;18;0.00868415
2;49;19;7;20;0.0090046
2;20;19;4;20;0.0086699
2;37;0;16;18;0.00875483
2;25;0;18;18;0.0110584
2;33;0;18;18;0.012067
2;21;19;17;20;0.0104019
2;22;19;9;20;0.0109492
2;52;19;49;20;0.0101658
2;51;19;48;20;0.0101771
2;70;0;69;18;0.0104494
2;11;0;29;18;0.0137408
2;71;0;69;18;0.0097087
2;50;19;51;20;0.0114487
2;39;0;41;18;0.0115021
2;40;19;21;20;0.0122927
2;72;0;70;18;0.0133173
2;41;0;66;18;0.0110491
2;26;19;22;20;0.0120264
2;27;19;44;20;0.0110863
2;46;19;44;20;0.013869
2;24;0;53;18;0.0111838
2;42;0;41;18;0.0122316
2;23;0;25;18;0.0112331
2;45;19;27;20;0.0121695
2;28;0;29;18;0.0128382
2;58;0;65;18;0.0166158
2;34;0;60;18;0.0139098
24;76;53;59;135;0.0179925
24;59;53;58;135;0.0175735
24;57;53;58;135;0.0176296
24;51;53;48;135;0.0169413
24;52;53;49;135;0.01693
24;12;53;10;135;0.0186226
24;54;53;56;135;0.0161997
24;49;53;7;135;0.0157689
24;48;53;7;135;0.0158061
24;47;53;7;135;0.0154049
24;8;53;6;135;0.0152089
24;14;53;19;135;0.0165661
24;50;53;51;135;0.018213
24;30;53;11;135;0.015684
24;73;53;72;135;0.0149356
24;74;53;72;135;0.0149653
24;36;53;12;135;0.018935
24;56;53;43;135;0.0151311
24;21;53;17;135;0.0107713
24;34;53;31;135;0.00947979
24;3;53;0;135;0.0122521
24;62;53;37;135;0.0104486
24;32;53;31;135;0.00878055
24;69;53;16;135;0.00961177
24;10;53;11;135;0.0172683
24;37;53;16;135;0.00904495
24;2;53;0;135;0.0111838
24;61;53;62;135;0.0108646
24;31;53;33;135;0.00864455
24;64;53;37;135;0.0106408
24;5;53;2;135;0.0135107
24;35;53;33;135;0.00767023
24;23;23;24;134;0.00013204
24;53;53;24;135;0.000148743
24;1;53;38;135;0.00578199
24;60;53;62;135;0.0116951
24;25;53;53;135;0.000285804
24;9;53;20;135;0.0113058
24;68;53;67;135;0.0100235
24;67;53;16;135;0.00972663
24;38;53;53;135;0.00249968
24;18;53;25;135;0.00257464
24;15;53;18;135;0.00581716
24;4;53;0;135;0.0122513
24;63;53;64;135;0.0109805
24;33;53;18;135;0.00587204
24;20;53;1;135;0.00910314
24;29;53;37;135;0.0116698
24;0;53;1;135;0.00897243
24;16;53;15;135;0.00813725
24;75;53;32;135;0.00970072
24;17;53;15;135;0.00917995
24;22;53;17;135;0.0113789
24;70;53;69;135;0.0107396
24;11;53;29;135;0.0140309
24;71;53;69;135;0.00999882
24;66;53;67;135;0.0110441
24;7;53;6;135;0.0145672
24;65;53;64;135;0.0116929
24;6;53;9;135;0.0144458
24;72;53;70;135;0.0136074
24;13;53;40;135;0.0129354
24;39;53;41;135;0.0117922
24;40;53;21;135;0.0126621
24;41;53;66;135;0.0113392
24;19;53;4;135;0.014408
24;44;53;9;135;0.0114829
24;42;53;41;135;0.0125217
24;26;53;22;135;0.0124561
24;27;53;22;135;0.0115663
24;46;53;44;135;0.0143988
24;45;53;27;135;0.0126494
24;28;53;29;135;0.0131283
24;58;53;65;135;0.0169059
24;55;53;56;135;0.0157974
24;43;53;45;135;0.0132547
61;51;62;48;161;0.016332
61;52;62;49;161;0.0163207
61;49;62;7;161;0.0151595
61;48;62;7;161;0.0151968
61;47;62;7;161;0.0147955
61;8;62;6;161;0.0145996
61;14;62;19;161;0.0159568
61;50;62;51;161;0.0176037
61;36;62;12;161;0.0117097
61;56;62;55;161;0.0116889
61;54;62;55;161;0.0118621
61;7;62;6;161;0.0139579
61;46;62;27;161;0.0136861
61;24;62;53;161;0.0108646
61;6;62;9;161;0.0138365
61;44;62;9;161;0.0108736
61;23;62;25;161;0.0107535
61;19;62;4;161;0.0137987
61;18;62;15;161;0.00828997
61;1;62;15;161;0.00517265
61;60;60;61;159;0.00105439
61;28;62;29;161;0.00590306
61;68;62;67;161;0.0046136
61;9;62;20;161;0.0106965
61;71;62;69;161;0.00458893
61;12;62;10;161;0.0113973
61;70;62;69;161;0.00532967
61;11;62;29;161;0.00680564
61;17;62;15;161;0.00841024
61;76;63;59;160;0.0105052
61;75;60;34;159;0.00520904
61;16;62;37;161;0.00272736
61;32;60;31;159;0.00453042
61;2;62;0;161;0.0105745
61;31;60;34;159;0.00439442
61;34;60;60;159;0.00355919
61;63;63;61;160;0.00317401
61;4;62;0;161;0.011642
61;66;62;67;161;0.0056342
61;37;62;62;161;0.00181967
61;33;60;31;159;0.00716694
61;62;62;61;161;0.00041605
61;3;62;0;161;0.0116427
61;0;62;1;161;0.00836309
61;59;63;58;160;0.0100862
61;58;63;65;160;0.00941862
61;29;62;37;161;0.00444449
61;64;62;37;161;0.00341548
61;5;62;2;161;0.0129014
61;15;62;16;161;0.00504745
61;74;62;72;161;0.00955538
61;38;62;18;161;0.00841735
61;67;62;16;161;0.00431674
61;69;62;16;161;0.00420188
61;10;62;11;161;0.0100431
61;65;63;63;160;0.00420555
61;20;62;1;161;0.00849381
61;72;62;70;161;0.00819748
61;13;62;40;161;0.00964349
61;41;62;66;161;0.0059293
61;42;62;41;161;0.00711181
61;39;62;41;161;0.0063823
61;21;62;39;161;0.00752644
61;40;62;39;161;0.00937021
61;30;62;11;161;0.00845875
61;55;62;42;161;0.0110226
61;35;60;33;159;0.00896513
61;73;62;72;161;0.00952571
61;25;62;18;161;0.0105788
61;22;62;17;161;0.0106092
61;53;62;25;161;0.0107159
61;57;63;58;160;0.0101423
61;26;62;13;161;0.010248
61;45;62;26;161;0.0104952
61;43;62;45;161;0.0111004
61;27;62;22;161;0.0107965
25;76;18;59;128;0.0177067
25;59;18;58;128;0.0172877
25;57;18;58;128;0.0173438
25;51;18;48;128;0.0168159
25;52;18;49;128;0.0168046
25;12;18;10;128;0.0183368
25;54;18;56;128;0.0159139
25;49;18;7;128;0.0156434
25;48;18;7;128;0.0156807
25;47;18;7;128;0.0152794
25;8;18;6;128;0.0150835
25;14;18;19;128;0.0164407
25;50;18;51;128;0.0180876
25;30;18;11;128;0.0153982
25;73;18;72;128;0.0146498
25;74;18;72;128;0.0146795
25;36;18;12;128;0.0186492
25;56;18;43;128;0.0148453
25;22;18;17;128;0.0110931
25;21;18;17;128;0.0104855
25;34;18;31;128;0.00919399
25;3;18;0;128;0.0121266
25;62;18;37;128;0.0101628
25;32;18;31;128;0.00849474
25;69;18;16;128;0.00932597
25;10;18;11;128;0.0169825
25;37;18;16;128;0.00875914
25;20;18;1;128;0.00897771
25;29;18;37;128;0.011384
25;0;18;1;128;0.008847
25;67;18;16;128;0.00944083
25;38;18;18;128;0.00241622
25;18;18;25;128;0.00228884
25;2;18;0;128;0.0110584
25;61;18;62;128;0.0105788
25;31;18;33;128;0.00835875
25;23;23;25;129;0.000174726
25;1;18;15;128;0.00565656
25;60;18;62;128;0.0114093
25;53;53;25;130;0.000137061
25;24;53;53;130;0.000285804
25;15;18;18;128;0.00553136
25;4;18;0;128;0.0121259
25;63;18;64;128;0.0106947
25;33;18;18;128;0.00558623
25;16;18;15;128;0.00785145
25;75;18;32;128;0.00941492
25;17;18;15;128;0.00889414
25;64;18;37;128;0.010355
25;5;18;2;128;0.0133853
25;35;18;33;128;0.00738442
25;9;18;20;128;0.0111804
25;68;18;67;128;0.00973769
25;70;18;69;128;0.0104538
25;11;18;29;128;0.0137451
25;71;18;69;128;0.00971302
25;66;18;67;128;0.0107583
25;7;18;6;128;0.0144418
25;65;18;64;128;0.0114071
25;6;18;9;128;0.0143204
25;72;18;70;128;0.0133216
25;13;18;40;128;0.0126496
25;39;18;41;128;0.0115064
25;40;18;21;128;0.0123763
25;41;18;66;128;0.0110534
25;42;18;41;128;0.0122359
25;19;18;4;128;0.0142826
25;26;18;22;128;0.0121703
25;27;18;22;128;0.0112805
25;44;18;9;128;0.0113575
25;45;18;27;128;0.0123636
25;46;18;27;128;0.01417
25;28;18;29;128;0.0128425
25;58;18;65;128;0.0166201
25;55;18;56;128;0.0155116
25;43;18;45;128;0.0129689
62;51;37;48;158;0.0159159
62;52;37;49;158;0.0159046
62;49;37;7;158;0.0147435
62;48;37;7;158;0.0147807
62;47;37;7;158;0.0143795
62;8;37;6;158;0.0141835
62;14;37;19;158;0.0155408
62;50;37;51;158;0.0171876
62;36;37;12;158;0.0112937
62;56;37;55;158;0.0112728
62;54;37;55;158;0.0114461
62;7;37;6;158;0.0135418
62;46;37;27;158;0.0132701
62;24;37;53;158;0.0104486
62;6;37;9;158;0.0134204
62;44;37;9;158;0.0104575
62;23;37;25;158;0.0103375
62;19;37;4;158;0.0133826
62;18;37;15;158;0.00787392
62;1;37;15;158;0.0047566
62;60;60;62;157;0.00124658
62;28;37;29;158;0.00548701
62;68;37;67;158;0.00419755
62;9;37;20;158;0.0102804
62;71;37;69;158;0.00417288
62;12;37;10;158;0.0109812
62;70;37;69;158;0.00491362
62;11;37;29;158;0.00638959
62;17;37;15;158;0.00799419
62;76;37;59;158;0.0103512
62;75;60;34;157;0.00540122
62;16;37;37;158;0.00231131
62;33;60;31;157;0.00735912
62;3;37;0;158;0.0112267
62;32;60;31;157;0.0047226
62;61;61;62;156;0.00041605
62;2;37;0;158;0.0101584
62;31;60;34;157;0.00458661
62;66;37;67;158;0.00521815
62;37;37;62;158;0.00140362
62;34;60;60;157;0.00375137
62;63;37;64;158;0.00333918
62;4;37;0;158;0.011226
62;0;37;1;158;0.00794704
62;59;37;58;158;0.00993216
62;58;37;65;158;0.00926461
62;29;37;37;158;0.00402844
62;64;37;37;158;0.00299943
62;5;37;2;158;0.0124854
62;15;37;16;158;0.0046314
62;74;37;72;158;0.00913933
62;38;37;18;158;0.00800131
62;67;37;16;158;0.00390069
62;69;37;16;158;0.00378583
62;10;37;11;158;0.00962701
62;65;37;64;158;0.00405155
62;20;37;1;158;0.00807776
62;72;37;70;158;0.00778143
62;13;37;40;158;0.00922744
62;41;37;66;158;0.00551325
62;42;37;41;158;0.00669576
62;39;37;41;158;0.00596625
62;21;37;39;158;0.00711039
62;40;37;39;158;0.00895416
62;30;37;11;158;0.0080427
62;55;37;42;158;0.0106065
62;35;60;33;157;0.00915731
62;73;37;72;158;0.00910966
62;25;37;18;158;0.0101628
62;22;37;17;158;0.0101932
62;53;37;25;158;0.0102998
62;26;37;13;158;0.00983193
62;57;37;58;158;0.00998825
62;45;37;26;158;0.0100791
62;43;37;45;158;0.0106844
62;27;37;22;158;0.0103805
26;76;13;59;92;0.0173759
26;59;13;58;92;0.0169569
26;57;13;58;92;0.0170129
26;32;13;31;92;0.0145545
26;75;13;34;92;0.0152332
26;31;13;34;92;0.0144185
26;35;22;33;93;0.014977
26;73;13;72;92;0.0142125
26;74;13;72;92;0.0142422
26;24;22;53;93;0.0124561
26;23;22;25;93;0.012345
26;5;22;2;93;0.0143533
26;34;13;60;92;0.0135833
26;58;13;65;92;0.0162893
26;28;13;29;92;0.012043
26;63;13;64;92;0.0103639
26;65;13;64;92;0.0110762
26;72;13;70;92;0.0128843
26;8;22;6;93;0.0051079
26;67;13;66;92;0.00593124
26;66;13;41;92;0.00461378
26;7;22;6;93;0.00446621
26;41;13;39;92;0.00431868
26;1;22;20;93;0.00672866
26;60;13;62;92;0.0110785
26;4;22;20;93;0.00661889
26;54;45;56;94;0.00379751
26;6;22;9;93;0.00434481
26;15;22;17;93;0.00663891
26;44;22;9;93;0.00138192
26;20;22;9;93;0.00340751
26;46;22;27;93;0.00415406
26;17;22;22;93;0.00327613
26;55;45;56;94;0.00339516
26;42;13;39;92;0.00478056
26;13;13;26;92;0.000604489
26;22;22;26;93;0.00107716
26;9;22;22;93;0.00120482
26;68;13;66;92;0.00588028
26;45;45;26;94;0.000247194
26;43;45;45;94;0.000852446
26;56;45;43;94;0.00272887
26;27;22;22;93;0.00126449
26;40;13;13;92;0.000877769
26;39;13;40;92;0.00386568
26;10;13;13;92;0.00498588
26;69;13;16;92;0.00899514
26;36;45;43;94;0.00659642
26;50;22;46;93;0.00811196
26;21;13;40;92;0.00276858
26;47;22;7;93;0.00530387
26;48;22;7;93;0.00570509
26;49;22;7;93;0.00566784
26;11;13;10;92;0.0082233
26;70;13;71;92;0.0100165
26;12;13;10;92;0.00634011
26;71;13;68;92;0.00887895
26;14;22;8;93;0.00656637
26;52;22;49;93;0.00682901
26;51;22;48;93;0.00684032
26;16;13;67;92;0.00752062
26;30;13;12;92;0.0098538
26;19;22;14;93;0.0087245
26;0;22;4;93;0.0098978
26;18;22;15;93;0.00988143
26;38;22;18;93;0.0100088
26;37;13;16;92;0.00842831
26;29;13;11;92;0.0105845
26;64;13;37;92;0.0100241
26;62;13;37;92;0.00983193
26;3;22;0;93;0.0131774
26;2;22;19;93;0.0120264
26;61;13;62;92;0.010248
26;25;22;18;93;0.0121703
26;33;22;18;93;0.0131788
26;53;22;25;93;0.0123073
30;51;12;48;55;0.0166941
30;24;11;53;56;0.015684
30;52;12;49;55;0.0166828
30;35;11;33;56;0.0172
30;23;11;25;56;0.015573
30;19;12;4;55;0.0185134
30;5;11;2;56;0.0177208
30;76;11;59;56;0.0155867
30;14;12;8;55;0.0164202
30;59;11;58;56;0.0151676
30;57;11;58;56;0.0152237
30;49;12;7;55;0.0155216
30;48;12;7;55;0.0155589
30;47;12;7;55;0.0151577
30;8;12;6;55;0.0149617
30;50;12;46;55;0.0179658
30;53;11;25;56;0.0155353
30;3;11;0;56;0.0164621
30;21;12;40;55;0.0114134
30;26;12;13;55;0.0098538
30;34;11;60;56;0.0117941
30;63;11;64;56;0.00857465
30;4;12;20;55;0.0163567
30;60;11;62;56;0.00928928
30;1;11;15;56;0.00999207
30;61;11;62;56;0.00845875
30;2;11;0;56;0.0153939
30;67;11;16;56;0.00913616
30;15;11;16;56;0.00986687
30;74;11;72;56;0.0143748
30;43;12;36;55;0.00957013
30;70;11;69;56;0.0101491
30;11;11;30;56;0.00165311
30;12;12;30;55;0.00351369
30;71;11;69;56;0.00940835
30;64;11;37;56;0.0082349
30;40;12;13;55;0.00952259
30;69;11;16;56;0.0090213
30;10;12;12;55;0.00486792
30;66;11;67;56;0.0104536
30;7;12;6;55;0.01432
30;37;11;29;56;0.00663908
30;68;11;67;56;0.00943302
30;9;12;22;55;0.0110586
30;65;11;64;56;0.00928701
30;6;12;9;55;0.0141986
30;36;12;12;55;0.00382615
30;62;11;37;56;0.0080427
30;58;11;65;56;0.0145001
30;29;11;11;56;0.00401427
30;16;11;37;56;0.00754678
30;75;11;34;56;0.0134439
30;28;11;29;56;0.00547284
30;13;12;10;55;0.00924931
30;72;11;70;56;0.0130169
30;39;11;41;56;0.0112017
30;45;12;26;55;0.010101
30;56;12;43;55;0.0114466
30;22;12;26;55;0.010931
30;17;12;21;55;0.0130047
30;18;11;15;56;0.0131094
30;0;11;1;56;0.0131825
30;38;11;18;56;0.0132368
30;20;12;17;55;0.0131454
30;27;12;22;55;0.0111183
30;41;11;66;56;0.0107487
30;42;11;41;56;0.0119312
30;44;12;9;55;0.0112357
30;46;12;27;55;0.0140079
30;54;12;56;55;0.0125152
30;55;12;56;55;0.0121128
30;31;11;34;56;0.0126293
30;32;11;31;56;0.0127653
30;33;11;31;56;0.0154018
30;73;11;72;56;0.0143451
30;25;11;18;56;0.0153982
49;32;7;31;103;0.0194661
49;73;7;72;103;0.0192305
49;74;7;72;103;0.0192602
49;31;7;34;103;0.0193301
49;35;7;33;103;0.0184502
49;34;7;60;103;0.0184948
49;28;7;29;103;0.0174232
49;23;7;25;103;0.0158181
49;24;7;53;103;0.0157689
49;72;7;70;103;0.0179023
49;63;7;64;103;0.0152754
49;65;7;64;103;0.0159878
49;60;7;62;103;0.01599
49;10;7;13;103;0.0106537
49;69;7;16;103;0.0139067
49;40;7;13;103;0.00654561
49;2;7;19;103;0.0090046
49;61;7;62;103;0.0151595
49;13;7;26;103;0.00627233
49;26;7;22;103;0.00566784
49;45;7;27;103;0.00556818
49;56;7;43;103;0.00804985
49;27;7;44;103;0.004485
49;0;7;4;103;0.00691384
49;17;7;22;103;0.00678966
49;46;52;50;101;0.00641556
49;20;7;9;103;0.00666571
49;52;52;49;101;0.00116117
49;19;7;14;103;0.00570274
49;48;48;49;102;9.35996e-05
49;9;7;6;103;0.00446302
49;68;7;66;103;0.0115397
49;36;7;43;103;0.0119174
49;7;7;49;103;0.00120164
49;66;7;41;103;0.0102732
49;22;7;9;103;0.00459069
49;51;48;48;102;0.00122883
49;50;52;52;101;0.00245765
49;6;7;7;103;0.00132304
49;47;7;7;103;0.00203931
49;8;7;6;103;0.00208613
49;67;7;66;103;0.0115907
49;44;7;7;103;0.00435179
49;4;7;6;103;0.00363493
49;43;7;45;103;0.00617343
49;14;7;8;103;0.0035446
49;21;7;17;103;0.00838099
49;39;7;21;103;0.00952513
49;1;7;20;103;0.00998686
49;15;7;1;103;0.0101121
49;3;7;0;103;0.0101935
49;62;7;37;103;0.0147435
49;54;7;56;103;0.00911849
49;55;7;56;103;0.00871614
